CVE,Entidad,CVE_tipo,Periodo,Tipo,metro_area,iso_3166_2_code,census_fips_code,Cambio,Sigla
15,México,4,19/03/2020,Centros comerciales y otros,,MX-MEX,,-6,Mex
15,México,4,20/03/2020,Centros comerciales y otros,,MX-MEX,,-12,Mex
15,México,4,21/03/2020,Centros comerciales y otros,,MX-MEX,,-19,Mex
15,México,4,22/03/2020,Centros comerciales y otros,,MX-MEX,,-22,Mex
15,México,4,23/03/2020,Centros comerciales y otros,,MX-MEX,,-20,Mex
15,México,4,24/03/2020,Centros comerciales y otros,,MX-MEX,,-25,Mex
15,México,4,25/03/2020,Centros comerciales y otros,,MX-MEX,,-28,Mex
15,México,4,26/03/2020,Centros comerciales y otros,,MX-MEX,,-30,Mex
15,México,4,27/03/2020,Centros comerciales y otros,,MX-MEX,,-30,Mex
15,México,4,28/03/2020,Centros comerciales y otros,,MX-MEX,,-32,Mex
15,México,4,29/03/2020,Centros comerciales y otros,,MX-MEX,,-36,Mex
15,México,4,30/03/2020,Centros comerciales y otros,,MX-MEX,,-27,Mex
15,México,4,31/03/2020,Centros comerciales y otros,,MX-MEX,,-26,Mex
15,México,4,01/04/2020,Centros comerciales y otros,,MX-MEX,,-28,Mex
15,México,4,02/04/2020,Centros comerciales y otros,,MX-MEX,,-38,Mex
15,México,4,03/04/2020,Centros comerciales y otros,,MX-MEX,,-48,Mex
15,México,4,04/04/2020,Centros comerciales y otros,,MX-MEX,,-50,Mex
15,México,4,05/04/2020,Centros comerciales y otros,,MX-MEX,,-54,Mex
15,México,4,06/04/2020,Centros comerciales y otros,,MX-MEX,,-46,Mex
15,México,4,07/04/2020,Centros comerciales y otros,,MX-MEX,,-44,Mex
15,México,4,08/04/2020,Centros comerciales y otros,,MX-MEX,,-42,Mex
15,México,4,09/04/2020,Centros comerciales y otros,,MX-MEX,,-48,Mex
15,México,4,10/04/2020,Centros comerciales y otros,,MX-MEX,,-63,Mex
15,México,4,11/04/2020,Centros comerciales y otros,,MX-MEX,,-60,Mex
15,México,4,12/04/2020,Centros comerciales y otros,,MX-MEX,,-58,Mex
15,México,4,13/04/2020,Centros comerciales y otros,,MX-MEX,,-46,Mex
15,México,4,14/04/2020,Centros comerciales y otros,,MX-MEX,,-45,Mex
15,México,4,15/04/2020,Centros comerciales y otros,,MX-MEX,,-42,Mex
15,México,4,16/04/2020,Centros comerciales y otros,,MX-MEX,,-42,Mex
15,México,4,17/04/2020,Centros comerciales y otros,,MX-MEX,,-46,Mex
15,México,4,18/04/2020,Centros comerciales y otros,,MX-MEX,,-52,Mex
15,México,4,19/04/2020,Centros comerciales y otros,,MX-MEX,,-54,Mex
15,México,4,20/04/2020,Centros comerciales y otros,,MX-MEX,,-49,Mex
15,México,4,21/04/2020,Centros comerciales y otros,,MX-MEX,,-52,Mex
15,México,4,22/04/2020,Centros comerciales y otros,,MX-MEX,,-52,Mex
15,México,4,23/04/2020,Centros comerciales y otros,,MX-MEX,,-55,Mex
15,México,4,24/04/2020,Centros comerciales y otros,,MX-MEX,,-57,Mex
15,México,4,25/04/2020,Centros comerciales y otros,,MX-MEX,,-58,Mex
15,México,4,26/04/2020,Centros comerciales y otros,,MX-MEX,,-60,Mex
15,México,4,27/04/2020,Centros comerciales y otros,,MX-MEX,,-55,Mex
15,México,4,28/04/2020,Centros comerciales y otros,,MX-MEX,,-54,Mex
15,México,4,29/04/2020,Centros comerciales y otros,,MX-MEX,,-50,Mex
15,México,4,30/04/2020,Centros comerciales y otros,,MX-MEX,,-40,Mex
15,México,4,01/05/2020,Centros comerciales y otros,,MX-MEX,,-54,Mex
15,México,4,02/05/2020,Centros comerciales y otros,,MX-MEX,,-53,Mex
15,México,4,03/05/2020,Centros comerciales y otros,,MX-MEX,,-57,Mex
15,México,4,04/05/2020,Centros comerciales y otros,,MX-MEX,,-51,Mex
15,México,4,05/05/2020,Centros comerciales y otros,,MX-MEX,,-52,Mex
15,México,4,06/05/2020,Centros comerciales y otros,,MX-MEX,,-52,Mex
15,México,4,07/05/2020,Centros comerciales y otros,,MX-MEX,,-51,Mex
15,México,4,08/05/2020,Centros comerciales y otros,,MX-MEX,,-53,Mex
15,México,4,09/05/2020,Centros comerciales y otros,,MX-MEX,,-53,Mex
15,México,4,10/05/2020,Centros comerciales y otros,,MX-MEX,,-54,Mex
15,México,4,11/05/2020,Centros comerciales y otros,,MX-MEX,,-53,Mex
15,México,4,12/05/2020,Centros comerciales y otros,,MX-MEX,,-51,Mex
15,México,4,13/05/2020,Centros comerciales y otros,,MX-MEX,,-50,Mex
15,México,4,14/05/2020,Centros comerciales y otros,,MX-MEX,,-48,Mex
15,México,4,15/05/2020,Centros comerciales y otros,,MX-MEX,,-48,Mex
15,México,4,16/05/2020,Centros comerciales y otros,,MX-MEX,,-50,Mex
15,México,4,17/05/2020,Centros comerciales y otros,,MX-MEX,,-55,Mex
15,México,4,18/05/2020,Centros comerciales y otros,,MX-MEX,,-49,Mex
15,México,4,19/05/2020,Centros comerciales y otros,,MX-MEX,,-49,Mex
15,México,4,20/05/2020,Centros comerciales y otros,,MX-MEX,,-49,Mex
15,México,4,21/05/2020,Centros comerciales y otros,,MX-MEX,,-50,Mex
15,México,4,22/05/2020,Centros comerciales y otros,,MX-MEX,,-52,Mex
15,México,4,23/05/2020,Centros comerciales y otros,,MX-MEX,,-53,Mex
15,México,4,24/05/2020,Centros comerciales y otros,,MX-MEX,,-56,Mex
15,México,4,25/05/2020,Centros comerciales y otros,,MX-MEX,,-50,Mex
15,México,4,26/05/2020,Centros comerciales y otros,,MX-MEX,,-50,Mex
15,México,4,27/05/2020,Centros comerciales y otros,,MX-MEX,,-52,Mex
15,México,4,28/05/2020,Centros comerciales y otros,,MX-MEX,,-49,Mex
15,México,4,29/05/2020,Centros comerciales y otros,,MX-MEX,,-48,Mex
15,México,4,30/05/2020,Centros comerciales y otros,,MX-MEX,,-47,Mex
15,México,4,31/05/2020,Centros comerciales y otros,,MX-MEX,,-52,Mex
15,México,4,01/06/2020,Centros comerciales y otros,,MX-MEX,,-44,Mex
15,México,4,02/06/2020,Centros comerciales y otros,,MX-MEX,,-45,Mex
15,México,4,03/06/2020,Centros comerciales y otros,,MX-MEX,,-46,Mex
15,México,4,04/06/2020,Centros comerciales y otros,,MX-MEX,,-46,Mex
15,México,4,05/06/2020,Centros comerciales y otros,,MX-MEX,,-48,Mex
15,México,4,06/06/2020,Centros comerciales y otros,,MX-MEX,,-50,Mex
15,México,4,07/06/2020,Centros comerciales y otros,,MX-MEX,,-54,Mex
15,México,4,08/06/2020,Centros comerciales y otros,,MX-MEX,,-49,Mex
15,México,4,09/06/2020,Centros comerciales y otros,,MX-MEX,,-48,Mex
15,México,4,10/06/2020,Centros comerciales y otros,,MX-MEX,,-45,Mex
15,México,4,11/06/2020,Centros comerciales y otros,,MX-MEX,,-45,Mex
15,México,4,12/06/2020,Centros comerciales y otros,,MX-MEX,,-45,Mex
15,México,4,13/06/2020,Centros comerciales y otros,,MX-MEX,,-46,Mex
15,México,4,14/06/2020,Centros comerciales y otros,,MX-MEX,,-49,Mex
15,México,4,15/06/2020,Centros comerciales y otros,,MX-MEX,,-40,Mex
15,México,4,16/06/2020,Centros comerciales y otros,,MX-MEX,,-40,Mex
15,México,4,17/06/2020,Centros comerciales y otros,,MX-MEX,,-41,Mex
15,México,4,18/06/2020,Centros comerciales y otros,,MX-MEX,,-42,Mex
15,México,4,19/06/2020,Centros comerciales y otros,,MX-MEX,,-44,Mex
15,México,4,20/06/2020,Centros comerciales y otros,,MX-MEX,,-45,Mex
15,México,4,21/06/2020,Centros comerciales y otros,,MX-MEX,,-48,Mex
15,México,4,22/06/2020,Centros comerciales y otros,,MX-MEX,,-46,Mex
15,México,4,23/06/2020,Centros comerciales y otros,,MX-MEX,,-45,Mex
15,México,4,24/06/2020,Centros comerciales y otros,,MX-MEX,,-43,Mex
15,México,4,25/06/2020,Centros comerciales y otros,,MX-MEX,,-43,Mex
15,México,4,26/06/2020,Centros comerciales y otros,,MX-MEX,,-44,Mex
15,México,4,27/06/2020,Centros comerciales y otros,,MX-MEX,,-45,Mex
15,México,4,28/06/2020,Centros comerciales y otros,,MX-MEX,,-48,Mex
15,México,4,29/06/2020,Centros comerciales y otros,,MX-MEX,,-40,Mex
15,México,4,30/06/2020,Centros comerciales y otros,,MX-MEX,,-34,Mex
15,México,4,01/07/2020,Centros comerciales y otros,,MX-MEX,,-34,Mex
15,México,4,02/07/2020,Centros comerciales y otros,,MX-MEX,,-35,Mex
15,México,4,03/07/2020,Centros comerciales y otros,,MX-MEX,,-39,Mex
15,México,4,04/07/2020,Centros comerciales y otros,,MX-MEX,,-43,Mex
15,México,4,05/07/2020,Centros comerciales y otros,,MX-MEX,,-45,Mex
15,México,4,06/07/2020,Centros comerciales y otros,,MX-MEX,,-37,Mex
15,México,4,07/07/2020,Centros comerciales y otros,,MX-MEX,,-35,Mex
15,México,4,08/07/2020,Centros comerciales y otros,,MX-MEX,,-36,Mex
15,México,4,09/07/2020,Centros comerciales y otros,,MX-MEX,,-37,Mex
15,México,4,10/07/2020,Centros comerciales y otros,,MX-MEX,,-37,Mex
15,México,4,11/07/2020,Centros comerciales y otros,,MX-MEX,,-39,Mex
15,México,4,12/07/2020,Centros comerciales y otros,,MX-MEX,,-41,Mex
15,México,4,13/07/2020,Centros comerciales y otros,,MX-MEX,,-35,Mex
15,México,4,14/07/2020,Centros comerciales y otros,,MX-MEX,,-32,Mex
15,México,4,15/07/2020,Centros comerciales y otros,,MX-MEX,,-27,Mex
15,México,4,16/07/2020,Centros comerciales y otros,,MX-MEX,,-27,Mex
15,México,4,17/07/2020,Centros comerciales y otros,,MX-MEX,,-33,Mex
15,México,4,18/07/2020,Centros comerciales y otros,,MX-MEX,,-35,Mex
15,México,4,19/07/2020,Centros comerciales y otros,,MX-MEX,,-37,Mex
15,México,4,20/07/2020,Centros comerciales y otros,,MX-MEX,,-32,Mex
15,México,4,21/07/2020,Centros comerciales y otros,,MX-MEX,,-32,Mex
15,México,4,22/07/2020,Centros comerciales y otros,,MX-MEX,,-32,Mex
15,México,4,23/07/2020,Centros comerciales y otros,,MX-MEX,,-32,Mex
15,México,4,24/07/2020,Centros comerciales y otros,,MX-MEX,,-35,Mex
15,México,4,25/07/2020,Centros comerciales y otros,,MX-MEX,,-37,Mex
15,México,4,26/07/2020,Centros comerciales y otros,,MX-MEX,,-38,Mex
15,México,4,27/07/2020,Centros comerciales y otros,,MX-MEX,,-34,Mex
15,México,4,28/07/2020,Centros comerciales y otros,,MX-MEX,,-32,Mex
15,México,4,29/07/2020,Centros comerciales y otros,,MX-MEX,,-30,Mex
15,México,4,30/07/2020,Centros comerciales y otros,,MX-MEX,,-24,Mex
15,México,4,31/07/2020,Centros comerciales y otros,,MX-MEX,,-28,Mex
15,México,4,01/08/2020,Centros comerciales y otros,,MX-MEX,,-28,Mex
15,México,4,02/08/2020,Centros comerciales y otros,,MX-MEX,,-30,Mex
15,México,4,03/08/2020,Centros comerciales y otros,,MX-MEX,,-27,Mex
15,México,4,04/08/2020,Centros comerciales y otros,,MX-MEX,,-25,Mex
15,México,4,05/08/2020,Centros comerciales y otros,,MX-MEX,,-23,Mex
15,México,4,06/08/2020,Centros comerciales y otros,,MX-MEX,,-25,Mex
15,México,4,07/08/2020,Centros comerciales y otros,,MX-MEX,,-27,Mex
15,México,4,08/08/2020,Centros comerciales y otros,,MX-MEX,,-31,Mex
15,México,4,09/08/2020,Centros comerciales y otros,,MX-MEX,,-30,Mex
15,México,4,10/08/2020,Centros comerciales y otros,,MX-MEX,,-28,Mex
15,México,4,11/08/2020,Centros comerciales y otros,,MX-MEX,,-26,Mex
15,México,4,12/08/2020,Centros comerciales y otros,,MX-MEX,,-25,Mex
15,México,4,13/08/2020,Centros comerciales y otros,,MX-MEX,,-22,Mex
15,México,4,14/08/2020,Centros comerciales y otros,,MX-MEX,,-24,Mex
15,México,4,15/08/2020,Centros comerciales y otros,,MX-MEX,,-24,Mex
15,México,4,16/08/2020,Centros comerciales y otros,,MX-MEX,,-23,Mex
15,México,4,17/08/2020,Centros comerciales y otros,,MX-MEX,,-25,Mex
15,México,4,18/08/2020,Centros comerciales y otros,,MX-MEX,,-23,Mex
15,México,4,19/08/2020,Centros comerciales y otros,,MX-MEX,,-24,Mex
15,México,4,20/08/2020,Centros comerciales y otros,,MX-MEX,,-24,Mex
15,México,4,21/08/2020,Centros comerciales y otros,,MX-MEX,,-25,Mex
15,México,4,22/08/2020,Centros comerciales y otros,,MX-MEX,,-27,Mex
15,México,4,23/08/2020,Centros comerciales y otros,,MX-MEX,,-27,Mex
15,México,4,24/08/2020,Centros comerciales y otros,,MX-MEX,,-29,Mex
15,México,4,25/08/2020,Centros comerciales y otros,,MX-MEX,,-26,Mex
15,México,4,26/08/2020,Centros comerciales y otros,,MX-MEX,,-26,Mex
15,México,4,27/08/2020,Centros comerciales y otros,,MX-MEX,,-26,Mex
15,México,4,28/08/2020,Centros comerciales y otros,,MX-MEX,,-24,Mex
15,México,4,29/08/2020,Centros comerciales y otros,,MX-MEX,,-25,Mex
15,México,4,30/08/2020,Centros comerciales y otros,,MX-MEX,,-24,Mex
15,México,4,31/08/2020,Centros comerciales y otros,,MX-MEX,,-23,Mex
15,México,4,01/09/2020,Centros comerciales y otros,,MX-MEX,,-20,Mex
15,México,4,02/09/2020,Centros comerciales y otros,,MX-MEX,,-22,Mex
15,México,4,03/09/2020,Centros comerciales y otros,,MX-MEX,,-22,Mex
15,México,4,04/09/2020,Centros comerciales y otros,,MX-MEX,,-26,Mex
15,México,4,05/09/2020,Centros comerciales y otros,,MX-MEX,,-26,Mex
15,México,4,06/09/2020,Centros comerciales y otros,,MX-MEX,,-26,Mex
15,México,4,07/09/2020,Centros comerciales y otros,,MX-MEX,,-27,Mex
15,México,4,08/09/2020,Centros comerciales y otros,,MX-MEX,,-26,Mex
15,México,4,09/09/2020,Centros comerciales y otros,,MX-MEX,,-26,Mex
15,México,4,10/09/2020,Centros comerciales y otros,,MX-MEX,,-25,Mex
15,México,4,11/09/2020,Centros comerciales y otros,,MX-MEX,,-26,Mex
15,México,4,12/09/2020,Centros comerciales y otros,,MX-MEX,,-26,Mex
15,México,4,13/09/2020,Centros comerciales y otros,,MX-MEX,,-24,Mex
15,México,4,14/09/2020,Centros comerciales y otros,,MX-MEX,,-19,Mex
15,México,4,15/09/2020,Centros comerciales y otros,,MX-MEX,,-16,Mex
15,México,4,16/09/2020,Centros comerciales y otros,,MX-MEX,,-41,Mex
15,México,4,17/09/2020,Centros comerciales y otros,,MX-MEX,,-25,Mex
15,México,4,18/09/2020,Centros comerciales y otros,,MX-MEX,,-30,Mex
15,México,4,19/09/2020,Centros comerciales y otros,,MX-MEX,,-27,Mex
15,México,4,20/09/2020,Centros comerciales y otros,,MX-MEX,,-27,Mex
15,México,4,21/09/2020,Centros comerciales y otros,,MX-MEX,,-29,Mex
15,México,4,22/09/2020,Centros comerciales y otros,,MX-MEX,,-27,Mex
15,México,4,23/09/2020,Centros comerciales y otros,,MX-MEX,,-30,Mex
15,México,4,24/09/2020,Centros comerciales y otros,,MX-MEX,,-30,Mex
15,México,4,25/09/2020,Centros comerciales y otros,,MX-MEX,,-31,Mex
15,México,4,26/09/2020,Centros comerciales y otros,,MX-MEX,,-30,Mex
15,México,4,27/09/2020,Centros comerciales y otros,,MX-MEX,,-29,Mex
15,México,4,28/09/2020,Centros comerciales y otros,,MX-MEX,,-30,Mex
15,México,4,29/09/2020,Centros comerciales y otros,,MX-MEX,,-30,Mex
15,México,4,30/09/2020,Centros comerciales y otros,,MX-MEX,,-23,Mex
15,México,4,01/10/2020,Centros comerciales y otros,,MX-MEX,,-23,Mex
15,México,4,02/10/2020,Centros comerciales y otros,,MX-MEX,,-24,Mex
15,México,4,03/10/2020,Centros comerciales y otros,,MX-MEX,,-25,Mex
15,México,4,04/10/2020,Centros comerciales y otros,,MX-MEX,,-24,Mex
15,México,4,05/10/2020,Centros comerciales y otros,,MX-MEX,,-27,Mex
15,México,4,06/10/2020,Centros comerciales y otros,,MX-MEX,,-27,Mex
15,México,4,07/10/2020,Centros comerciales y otros,,MX-MEX,,-27,Mex
15,México,4,08/10/2020,Centros comerciales y otros,,MX-MEX,,-27,Mex
15,México,4,09/10/2020,Centros comerciales y otros,,MX-MEX,,-29,Mex
15,México,4,10/10/2020,Centros comerciales y otros,,MX-MEX,,-28,Mex
15,México,4,11/10/2020,Centros comerciales y otros,,MX-MEX,,-28,Mex
15,México,4,12/10/2020,Centros comerciales y otros,,MX-MEX,,-31,Mex
15,México,4,13/10/2020,Centros comerciales y otros,,MX-MEX,,-28,Mex
15,México,4,14/10/2020,Centros comerciales y otros,,MX-MEX,,-24,Mex
15,México,4,15/10/2020,Centros comerciales y otros,,MX-MEX,,-21,Mex
15,México,4,16/10/2020,Centros comerciales y otros,,MX-MEX,,-24,Mex
15,México,4,17/10/2020,Centros comerciales y otros,,MX-MEX,,-24,Mex
15,México,4,18/10/2020,Centros comerciales y otros,,MX-MEX,,-25,Mex
15,México,4,19/10/2020,Centros comerciales y otros,,MX-MEX,,-28,Mex
15,México,4,20/10/2020,Centros comerciales y otros,,MX-MEX,,-26,Mex
15,México,4,21/10/2020,Centros comerciales y otros,,MX-MEX,,-26,Mex
15,México,4,22/10/2020,Centros comerciales y otros,,MX-MEX,,-25,Mex
15,México,4,23/10/2020,Centros comerciales y otros,,MX-MEX,,-26,Mex
15,México,4,24/10/2020,Centros comerciales y otros,,MX-MEX,,-26,Mex
15,México,4,25/10/2020,Centros comerciales y otros,,MX-MEX,,-24,Mex
15,México,4,26/10/2020,Centros comerciales y otros,,MX-MEX,,-29,Mex
15,México,4,27/10/2020,Centros comerciales y otros,,MX-MEX,,-27,Mex
15,México,4,28/10/2020,Centros comerciales y otros,,MX-MEX,,-24,Mex
15,México,4,29/10/2020,Centros comerciales y otros,,MX-MEX,,-22,Mex
15,México,4,30/10/2020,Centros comerciales y otros,,MX-MEX,,-21,Mex
15,México,4,31/10/2020,Centros comerciales y otros,,MX-MEX,,-21,Mex
15,México,4,01/11/2020,Centros comerciales y otros,,MX-MEX,,-24,Mex
15,México,4,02/11/2020,Centros comerciales y otros,,MX-MEX,,-28,Mex
15,México,4,03/11/2020,Centros comerciales y otros,,MX-MEX,,-24,Mex
15,México,4,04/11/2020,Centros comerciales y otros,,MX-MEX,,-24,Mex
15,México,4,05/11/2020,Centros comerciales y otros,,MX-MEX,,-23,Mex
15,México,4,06/11/2020,Centros comerciales y otros,,MX-MEX,,-26,Mex
15,México,4,07/11/2020,Centros comerciales y otros,,MX-MEX,,-25,Mex
15,México,4,08/11/2020,Centros comerciales y otros,,MX-MEX,,-23,Mex
15,México,4,09/11/2020,Centros comerciales y otros,,MX-MEX,,-23,Mex
15,México,4,10/11/2020,Centros comerciales y otros,,MX-MEX,,-21,Mex
15,México,4,11/11/2020,Centros comerciales y otros,,MX-MEX,,-21,Mex
15,México,4,12/11/2020,Centros comerciales y otros,,MX-MEX,,-20,Mex
15,México,4,13/11/2020,Centros comerciales y otros,,MX-MEX,,-16,Mex
15,México,4,14/11/2020,Centros comerciales y otros,,MX-MEX,,-16,Mex
15,México,4,15/11/2020,Centros comerciales y otros,,MX-MEX,,-13,Mex
15,México,4,16/11/2020,Centros comerciales y otros,,MX-MEX,,-13,Mex
15,México,4,17/11/2020,Centros comerciales y otros,,MX-MEX,,-21,Mex
15,México,4,18/11/2020,Centros comerciales y otros,,MX-MEX,,-20,Mex
15,México,4,19/11/2020,Centros comerciales y otros,,MX-MEX,,-18,Mex
15,México,4,20/11/2020,Centros comerciales y otros,,MX-MEX,,-21,Mex
15,México,4,21/11/2020,Centros comerciales y otros,,MX-MEX,,-23,Mex
15,México,4,22/11/2020,Centros comerciales y otros,,MX-MEX,,-20,Mex
15,México,4,23/11/2020,Centros comerciales y otros,,MX-MEX,,-25,Mex
15,México,4,24/11/2020,Centros comerciales y otros,,MX-MEX,,-24,Mex
15,México,4,25/11/2020,Centros comerciales y otros,,MX-MEX,,-23,Mex
15,México,4,26/11/2020,Centros comerciales y otros,,MX-MEX,,-22,Mex
15,México,4,27/11/2020,Centros comerciales y otros,,MX-MEX,,-22,Mex
15,México,4,28/11/2020,Centros comerciales y otros,,MX-MEX,,-20,Mex
15,México,4,29/11/2020,Centros comerciales y otros,,MX-MEX,,-18,Mex
15,México,4,30/11/2020,Centros comerciales y otros,,MX-MEX,,-20,Mex
15,México,4,01/12/2020,Centros comerciales y otros,,MX-MEX,,-17,Mex
15,México,4,02/12/2020,Centros comerciales y otros,,MX-MEX,,-18,Mex
15,México,4,03/12/2020,Centros comerciales y otros,,MX-MEX,,-17,Mex
15,México,4,04/12/2020,Centros comerciales y otros,,MX-MEX,,-20,Mex
15,México,4,05/12/2020,Centros comerciales y otros,,MX-MEX,,-19,Mex
15,México,4,06/12/2020,Centros comerciales y otros,,MX-MEX,,-17,Mex
15,México,4,07/12/2020,Centros comerciales y otros,,MX-MEX,,-22,Mex
15,México,4,08/12/2020,Centros comerciales y otros,,MX-MEX,,-21,Mex
15,México,4,09/12/2020,Centros comerciales y otros,,MX-MEX,,-20,Mex
15,México,4,10/12/2020,Centros comerciales y otros,,MX-MEX,,-18,Mex
15,México,4,11/12/2020,Centros comerciales y otros,,MX-MEX,,-21,Mex
15,México,4,12/12/2020,Centros comerciales y otros,,MX-MEX,,-21,Mex
15,México,4,13/12/2020,Centros comerciales y otros,,MX-MEX,,-16,Mex
15,México,4,14/12/2020,Centros comerciales y otros,,MX-MEX,,-21,Mex
15,México,4,15/12/2020,Centros comerciales y otros,,MX-MEX,,-16,Mex
15,México,5,15/02/2020,Residencias,,MX-MEX,,-1,Mex
15,México,5,16/02/2020,Residencias,,MX-MEX,,-1,Mex
15,México,5,17/02/2020,Residencias,,MX-MEX,,-3,Mex
15,México,5,18/02/2020,Residencias,,MX-MEX,,-2,Mex
15,México,5,19/02/2020,Residencias,,MX-MEX,,-2,Mex
15,México,5,20/02/2020,Residencias,,MX-MEX,,-2,Mex
15,México,5,21/02/2020,Residencias,,MX-MEX,,-2,Mex
15,México,5,22/02/2020,Residencias,,MX-MEX,,0,Mex
15,México,5,23/02/2020,Residencias,,MX-MEX,,-1,Mex
15,México,5,24/02/2020,Residencias,,MX-MEX,,-2,Mex
15,México,5,25/02/2020,Residencias,,MX-MEX,,-2,Mex
15,México,5,26/02/2020,Residencias,,MX-MEX,,-2,Mex
15,México,5,27/02/2020,Residencias,,MX-MEX,,-2,Mex
15,México,5,28/02/2020,Residencias,,MX-MEX,,-3,Mex
15,México,5,29/02/2020,Residencias,,MX-MEX,,-1,Mex
15,México,5,01/03/2020,Residencias,,MX-MEX,,-1,Mex
15,México,5,02/03/2020,Residencias,,MX-MEX,,-1,Mex
15,México,5,03/03/2020,Residencias,,MX-MEX,,-2,Mex
15,México,5,04/03/2020,Residencias,,MX-MEX,,-2,Mex
15,México,5,05/03/2020,Residencias,,MX-MEX,,-2,Mex
15,México,5,06/03/2020,Residencias,,MX-MEX,,-2,Mex
15,México,5,07/03/2020,Residencias,,MX-MEX,,0,Mex
15,México,5,08/03/2020,Residencias,,MX-MEX,,0,Mex
15,México,5,09/03/2020,Residencias,,MX-MEX,,7,Mex
15,México,5,10/03/2020,Residencias,,MX-MEX,,-2,Mex
15,México,5,11/03/2020,Residencias,,MX-MEX,,-2,Mex
15,México,5,12/03/2020,Residencias,,MX-MEX,,-2,Mex
15,México,5,13/03/2020,Residencias,,MX-MEX,,-1,Mex
15,México,5,14/03/2020,Residencias,,MX-MEX,,-1,Mex
15,México,5,15/03/2020,Residencias,,MX-MEX,,-2,Mex
15,México,5,16/03/2020,Residencias,,MX-MEX,,14,Mex
15,México,5,17/03/2020,Residencias,,MX-MEX,,1,Mex
15,México,5,18/03/2020,Residencias,,MX-MEX,,4,Mex
15,México,5,19/03/2020,Residencias,,MX-MEX,,5,Mex
15,México,5,20/03/2020,Residencias,,MX-MEX,,8,Mex
15,México,5,21/03/2020,Residencias,,MX-MEX,,7,Mex
15,México,5,22/03/2020,Residencias,,MX-MEX,,5,Mex
15,México,5,23/03/2020,Residencias,,MX-MEX,,11,Mex
15,México,5,24/03/2020,Residencias,,MX-MEX,,13,Mex
15,México,5,25/03/2020,Residencias,,MX-MEX,,15,Mex
15,México,5,26/03/2020,Residencias,,MX-MEX,,16,Mex
15,México,5,27/03/2020,Residencias,,MX-MEX,,17,Mex
15,México,5,28/03/2020,Residencias,,MX-MEX,,12,Mex
15,México,5,29/03/2020,Residencias,,MX-MEX,,9,Mex
15,México,5,30/03/2020,Residencias,,MX-MEX,,15,Mex
15,México,5,31/03/2020,Residencias,,MX-MEX,,16,Mex
15,México,5,01/04/2020,Residencias,,MX-MEX,,17,Mex
15,México,5,02/04/2020,Residencias,,MX-MEX,,19,Mex
15,México,5,03/04/2020,Residencias,,MX-MEX,,20,Mex
15,México,5,04/04/2020,Residencias,,MX-MEX,,14,Mex
15,México,5,05/04/2020,Residencias,,MX-MEX,,11,Mex
15,México,5,06/04/2020,Residencias,,MX-MEX,,18,Mex
15,México,5,07/04/2020,Residencias,,MX-MEX,,19,Mex
15,México,5,08/04/2020,Residencias,,MX-MEX,,19,Mex
15,México,5,09/04/2020,Residencias,,MX-MEX,,23,Mex
15,México,5,10/04/2020,Residencias,,MX-MEX,,29,Mex
15,México,5,11/04/2020,Residencias,,MX-MEX,,18,Mex
15,México,5,12/04/2020,Residencias,,MX-MEX,,11,Mex
15,México,5,13/04/2020,Residencias,,MX-MEX,,19,Mex
15,México,5,14/04/2020,Residencias,,MX-MEX,,20,Mex
15,México,5,15/04/2020,Residencias,,MX-MEX,,20,Mex
15,México,5,16/04/2020,Residencias,,MX-MEX,,21,Mex
15,México,5,17/04/2020,Residencias,,MX-MEX,,22,Mex
15,México,5,18/04/2020,Residencias,,MX-MEX,,16,Mex
15,México,5,19/04/2020,Residencias,,MX-MEX,,11,Mex
15,México,5,20/04/2020,Residencias,,MX-MEX,,19,Mex
15,México,5,21/04/2020,Residencias,,MX-MEX,,21,Mex
15,México,5,22/04/2020,Residencias,,MX-MEX,,22,Mex
15,México,5,23/04/2020,Residencias,,MX-MEX,,23,Mex
15,México,5,24/04/2020,Residencias,,MX-MEX,,24,Mex
15,México,5,25/04/2020,Residencias,,MX-MEX,,18,Mex
15,México,5,26/04/2020,Residencias,,MX-MEX,,13,Mex
15,México,5,27/04/2020,Residencias,,MX-MEX,,22,Mex
15,México,5,28/04/2020,Residencias,,MX-MEX,,18,Mex
15,México,5,29/04/2020,Residencias,,MX-MEX,,22,Mex
15,México,5,30/04/2020,Residencias,,MX-MEX,,21,Mex
15,México,5,01/05/2020,Residencias,,MX-MEX,,28,Mex
15,México,5,02/05/2020,Residencias,,MX-MEX,,18,Mex
15,México,5,03/05/2020,Residencias,,MX-MEX,,13,Mex
15,México,5,04/05/2020,Residencias,,MX-MEX,,21,Mex
15,México,5,05/05/2020,Residencias,,MX-MEX,,23,Mex
15,México,5,06/05/2020,Residencias,,MX-MEX,,23,Mex
15,México,5,07/05/2020,Residencias,,MX-MEX,,24,Mex
15,México,5,08/05/2020,Residencias,,MX-MEX,,25,Mex
15,México,5,09/05/2020,Residencias,,MX-MEX,,18,Mex
15,México,5,10/05/2020,Residencias,,MX-MEX,,11,Mex
15,México,5,11/05/2020,Residencias,,MX-MEX,,22,Mex
15,México,5,12/05/2020,Residencias,,MX-MEX,,23,Mex
15,México,5,13/05/2020,Residencias,,MX-MEX,,23,Mex
15,México,5,14/05/2020,Residencias,,MX-MEX,,21,Mex
15,México,5,15/05/2020,Residencias,,MX-MEX,,24,Mex
