CVE,Entidad,CVE_tipo,Periodo,Tipo,metro_area,iso_3166_2_code,census_fips_code,Cambio,Sigla
0,Nacional,1,15/02/2020,Supermercados y farmacias,,,,4,
0,Nacional,1,16/02/2020,Supermercados y farmacias,,,,6,
0,Nacional,1,17/02/2020,Supermercados y farmacias,,,,4,
0,Nacional,1,18/02/2020,Supermercados y farmacias,,,,-1,
0,Nacional,1,19/02/2020,Supermercados y farmacias,,,,0,
0,Nacional,1,20/02/2020,Supermercados y farmacias,,,,-1,
0,Nacional,1,21/02/2020,Supermercados y farmacias,,,,-2,
0,Nacional,1,22/02/2020,Supermercados y farmacias,,,,0,
0,Nacional,1,23/02/2020,Supermercados y farmacias,,,,1,
0,Nacional,1,24/02/2020,Supermercados y farmacias,,,,0,
0,Nacional,1,25/02/2020,Supermercados y farmacias,,,,-2,
0,Nacional,1,26/02/2020,Supermercados y farmacias,,,,-1,
0,Nacional,1,27/02/2020,Supermercados y farmacias,,,,1,
0,Nacional,1,28/02/2020,Supermercados y farmacias,,,,6,
0,Nacional,1,29/02/2020,Supermercados y farmacias,,,,8,
0,Nacional,1,01/03/2020,Supermercados y farmacias,,,,9,
0,Nacional,1,02/03/2020,Supermercados y farmacias,,,,6,
0,Nacional,1,03/03/2020,Supermercados y farmacias,,,,3,
0,Nacional,1,04/03/2020,Supermercados y farmacias,,,,4,
0,Nacional,1,05/03/2020,Supermercados y farmacias,,,,3,
0,Nacional,1,06/03/2020,Supermercados y farmacias,,,,0,
0,Nacional,1,07/03/2020,Supermercados y farmacias,,,,2,
0,Nacional,1,08/03/2020,Supermercados y farmacias,,,,3,
0,Nacional,1,09/03/2020,Supermercados y farmacias,,,,-6,
0,Nacional,1,10/03/2020,Supermercados y farmacias,,,,0,
0,Nacional,1,11/03/2020,Supermercados y farmacias,,,,2,
0,Nacional,1,12/03/2020,Supermercados y farmacias,,,,4,
0,Nacional,1,13/03/2020,Supermercados y farmacias,,,,6,
0,Nacional,1,14/03/2020,Supermercados y farmacias,,,,10,
0,Nacional,1,15/03/2020,Supermercados y farmacias,,,,7,
0,Nacional,1,16/03/2020,Supermercados y farmacias,,,,5,
0,Nacional,1,17/03/2020,Supermercados y farmacias,,,,5,
0,Nacional,1,18/03/2020,Supermercados y farmacias,,,,3,
0,Nacional,1,19/03/2020,Supermercados y farmacias,,,,1,
0,Nacional,1,20/03/2020,Supermercados y farmacias,,,,-3,
0,Nacional,1,21/03/2020,Supermercados y farmacias,,,,-7,
0,Nacional,1,22/03/2020,Supermercados y farmacias,,,,-13,
0,Nacional,1,23/03/2020,Supermercados y farmacias,,,,-14,
0,Nacional,1,24/03/2020,Supermercados y farmacias,,,,-16,
0,Nacional,1,25/03/2020,Supermercados y farmacias,,,,-16,
0,Nacional,1,26/03/2020,Supermercados y farmacias,,,,-17,
0,Nacional,1,27/03/2020,Supermercados y farmacias,,,,-17,
0,Nacional,1,28/03/2020,Supermercados y farmacias,,,,-14,
0,Nacional,1,29/03/2020,Supermercados y farmacias,,,,-19,
0,Nacional,1,30/03/2020,Supermercados y farmacias,,,,-15,
0,Nacional,1,31/03/2020,Supermercados y farmacias,,,,-15,
0,Nacional,1,01/04/2020,Supermercados y farmacias,,,,-13,
0,Nacional,1,02/04/2020,Supermercados y farmacias,,,,-12,
0,Nacional,1,03/04/2020,Supermercados y farmacias,,,,-11,
0,Nacional,1,04/04/2020,Supermercados y farmacias,,,,-11,
0,Nacional,1,05/04/2020,Supermercados y farmacias,,,,-19,
0,Nacional,1,06/04/2020,Supermercados y farmacias,,,,-15,
0,Nacional,1,07/04/2020,Supermercados y farmacias,,,,-18,
0,Nacional,1,08/04/2020,Supermercados y farmacias,,,,-13,
0,Nacional,1,09/04/2020,Supermercados y farmacias,,,,-16,
0,Nacional,1,10/04/2020,Supermercados y farmacias,,,,-30,
0,Nacional,1,11/04/2020,Supermercados y farmacias,,,,-26,
0,Nacional,1,12/04/2020,Supermercados y farmacias,,,,-29,
0,Nacional,1,13/04/2020,Supermercados y farmacias,,,,-20,
0,Nacional,1,14/04/2020,Supermercados y farmacias,,,,-19,
0,Nacional,1,15/04/2020,Supermercados y farmacias,,,,-13,
0,Nacional,1,16/04/2020,Supermercados y farmacias,,,,-15,
0,Nacional,1,17/04/2020,Supermercados y farmacias,,,,-18,
0,Nacional,1,18/04/2020,Supermercados y farmacias,,,,-23,
0,Nacional,1,19/04/2020,Supermercados y farmacias,,,,-28,
0,Nacional,1,20/04/2020,Supermercados y farmacias,,,,-25,
0,Nacional,1,21/04/2020,Supermercados y farmacias,,,,-28,
0,Nacional,1,22/04/2020,Supermercados y farmacias,,,,-27,
0,Nacional,1,23/04/2020,Supermercados y farmacias,,,,-28,
0,Nacional,1,24/04/2020,Supermercados y farmacias,,,,-28,
0,Nacional,1,25/04/2020,Supermercados y farmacias,,,,-27,
0,Nacional,1,26/04/2020,Supermercados y farmacias,,,,-31,
0,Nacional,1,27/04/2020,Supermercados y farmacias,,,,-28,
0,Nacional,1,28/04/2020,Supermercados y farmacias,,,,-28,
0,Nacional,1,29/04/2020,Supermercados y farmacias,,,,-21,
0,Nacional,1,30/04/2020,Supermercados y farmacias,,,,-10,
0,Nacional,1,01/05/2020,Supermercados y farmacias,,,,-22,
0,Nacional,1,02/05/2020,Supermercados y farmacias,,,,-21,
0,Nacional,1,03/05/2020,Supermercados y farmacias,,,,-28,
0,Nacional,1,04/05/2020,Supermercados y farmacias,,,,-22,
0,Nacional,1,05/05/2020,Supermercados y farmacias,,,,-25,
0,Nacional,1,06/05/2020,Supermercados y farmacias,,,,-23,
0,Nacional,1,07/05/2020,Supermercados y farmacias,,,,-22,
0,Nacional,1,08/05/2020,Supermercados y farmacias,,,,-22,
0,Nacional,1,09/05/2020,Supermercados y farmacias,,,,-17,
0,Nacional,1,10/05/2020,Supermercados y farmacias,,,,-24,
0,Nacional,1,11/05/2020,Supermercados y farmacias,,,,-26,
0,Nacional,1,12/05/2020,Supermercados y farmacias,,,,-25,
0,Nacional,1,13/05/2020,Supermercados y farmacias,,,,-23,
0,Nacional,1,14/05/2020,Supermercados y farmacias,,,,-20,
0,Nacional,1,15/05/2020,Supermercados y farmacias,,,,-16,
0,Nacional,1,16/05/2020,Supermercados y farmacias,,,,-16,
0,Nacional,1,17/05/2020,Supermercados y farmacias,,,,-24,
0,Nacional,1,18/05/2020,Supermercados y farmacias,,,,-19,
0,Nacional,1,19/05/2020,Supermercados y farmacias,,,,-21,
0,Nacional,1,20/05/2020,Supermercados y farmacias,,,,-19,
0,Nacional,1,21/05/2020,Supermercados y farmacias,,,,-20,
0,Nacional,1,22/05/2020,Supermercados y farmacias,,,,-20,
0,Nacional,1,23/05/2020,Supermercados y farmacias,,,,-18,
0,Nacional,1,24/05/2020,Supermercados y farmacias,,,,-24,
0,Nacional,1,25/05/2020,Supermercados y farmacias,,,,-19,
0,Nacional,1,26/05/2020,Supermercados y farmacias,,,,-22,
0,Nacional,1,27/05/2020,Supermercados y farmacias,,,,-22,
0,Nacional,1,28/05/2020,Supermercados y farmacias,,,,-19,
0,Nacional,1,29/05/2020,Supermercados y farmacias,,,,-14,
0,Nacional,1,30/05/2020,Supermercados y farmacias,,,,-12,
0,Nacional,1,31/05/2020,Supermercados y farmacias,,,,-19,
0,Nacional,1,01/06/2020,Supermercados y farmacias,,,,-13,
0,Nacional,1,02/06/2020,Supermercados y farmacias,,,,-17,
0,Nacional,1,03/06/2020,Supermercados y farmacias,,,,-17,
0,Nacional,1,04/06/2020,Supermercados y farmacias,,,,-17,
0,Nacional,1,05/06/2020,Supermercados y farmacias,,,,-16,
0,Nacional,1,06/06/2020,Supermercados y farmacias,,,,-14,
0,Nacional,1,07/06/2020,Supermercados y farmacias,,,,-21,
0,Nacional,1,08/06/2020,Supermercados y farmacias,,,,-18,
0,Nacional,1,09/06/2020,Supermercados y farmacias,,,,-20,
0,Nacional,1,10/06/2020,Supermercados y farmacias,,,,-16,
0,Nacional,1,11/06/2020,Supermercados y farmacias,,,,-16,
0,Nacional,1,12/06/2020,Supermercados y farmacias,,,,-13,
0,Nacional,1,13/06/2020,Supermercados y farmacias,,,,-10,
0,Nacional,1,14/06/2020,Supermercados y farmacias,,,,-17,
0,Nacional,1,15/06/2020,Supermercados y farmacias,,,,-9,
0,Nacional,1,16/06/2020,Supermercados y farmacias,,,,-11,
0,Nacional,1,17/06/2020,Supermercados y farmacias,,,,-11,
0,Nacional,1,18/06/2020,Supermercados y farmacias,,,,-13,
0,Nacional,1,19/06/2020,Supermercados y farmacias,,,,-11,
0,Nacional,1,20/06/2020,Supermercados y farmacias,,,,-7,
0,Nacional,1,21/06/2020,Supermercados y farmacias,,,,-14,
0,Nacional,1,22/06/2020,Supermercados y farmacias,,,,-17,
0,Nacional,1,23/06/2020,Supermercados y farmacias,,,,-18,
0,Nacional,1,24/06/2020,Supermercados y farmacias,,,,-15,
0,Nacional,1,25/06/2020,Supermercados y farmacias,,,,-15,
0,Nacional,1,26/06/2020,Supermercados y farmacias,,,,-13,
0,Nacional,1,27/06/2020,Supermercados y farmacias,,,,-11,
0,Nacional,1,28/06/2020,Supermercados y farmacias,,,,-17,
0,Nacional,1,29/06/2020,Supermercados y farmacias,,,,-12,
0,Nacional,1,30/06/2020,Supermercados y farmacias,,,,-7,
0,Nacional,1,01/07/2020,Supermercados y farmacias,,,,-6,
0,Nacional,1,02/07/2020,Supermercados y farmacias,,,,-7,
0,Nacional,1,03/07/2020,Supermercados y farmacias,,,,-8,
0,Nacional,1,04/07/2020,Supermercados y farmacias,,,,-10,
0,Nacional,1,05/07/2020,Supermercados y farmacias,,,,-17,
0,Nacional,1,06/07/2020,Supermercados y farmacias,,,,-11,
0,Nacional,1,07/07/2020,Supermercados y farmacias,,,,-13,
0,Nacional,1,08/07/2020,Supermercados y farmacias,,,,-13,
0,Nacional,1,09/07/2020,Supermercados y farmacias,,,,-14,
0,Nacional,1,10/07/2020,Supermercados y farmacias,,,,-11,
0,Nacional,1,11/07/2020,Supermercados y farmacias,,,,-11,
0,Nacional,1,12/07/2020,Supermercados y farmacias,,,,-18,
0,Nacional,1,13/07/2020,Supermercados y farmacias,,,,-12,
0,Nacional,1,14/07/2020,Supermercados y farmacias,,,,-12,
0,Nacional,1,15/07/2020,Supermercados y farmacias,,,,-5,
0,Nacional,1,16/07/2020,Supermercados y farmacias,,,,-6,
0,Nacional,1,17/07/2020,Supermercados y farmacias,,,,-8,
0,Nacional,1,18/07/2020,Supermercados y farmacias,,,,-9,
0,Nacional,1,19/07/2020,Supermercados y farmacias,,,,-15,
0,Nacional,1,20/07/2020,Supermercados y farmacias,,,,-11,
0,Nacional,1,21/07/2020,Supermercados y farmacias,,,,-13,
0,Nacional,1,22/07/2020,Supermercados y farmacias,,,,-12,
0,Nacional,1,23/07/2020,Supermercados y farmacias,,,,-12,
0,Nacional,1,24/07/2020,Supermercados y farmacias,,,,-12,
0,Nacional,1,25/07/2020,Supermercados y farmacias,,,,-11,
0,Nacional,1,26/07/2020,Supermercados y farmacias,,,,-20,
0,Nacional,1,27/07/2020,Supermercados y farmacias,,,,-15,
0,Nacional,1,28/07/2020,Supermercados y farmacias,,,,-15,
0,Nacional,1,29/07/2020,Supermercados y farmacias,,,,-12,
0,Nacional,1,30/07/2020,Supermercados y farmacias,,,,-9,
0,Nacional,1,31/07/2020,Supermercados y farmacias,,,,-7,
0,Nacional,1,01/08/2020,Supermercados y farmacias,,,,-5,
0,Nacional,1,02/08/2020,Supermercados y farmacias,,,,-12,
0,Nacional,1,03/08/2020,Supermercados y farmacias,,,,-8,
0,Nacional,1,04/08/2020,Supermercados y farmacias,,,,-10,
0,Nacional,1,05/08/2020,Supermercados y farmacias,,,,-8,
0,Nacional,1,06/08/2020,Supermercados y farmacias,,,,-10,
0,Nacional,1,07/08/2020,Supermercados y farmacias,,,,-10,
0,Nacional,1,08/08/2020,Supermercados y farmacias,,,,-10,
0,Nacional,1,09/08/2020,Supermercados y farmacias,,,,-15,
0,Nacional,1,10/08/2020,Supermercados y farmacias,,,,-12,
0,Nacional,1,11/08/2020,Supermercados y farmacias,,,,-13,
0,Nacional,1,12/08/2020,Supermercados y farmacias,,,,-12,
0,Nacional,1,13/08/2020,Supermercados y farmacias,,,,-10,
0,Nacional,1,14/08/2020,Supermercados y farmacias,,,,-7,
0,Nacional,1,15/08/2020,Supermercados y farmacias,,,,-3,
0,Nacional,1,16/08/2020,Supermercados y farmacias,,,,-9,
0,Nacional,1,17/08/2020,Supermercados y farmacias,,,,-9,
0,Nacional,1,18/08/2020,Supermercados y farmacias,,,,-11,
0,Nacional,1,19/08/2020,Supermercados y farmacias,,,,-10,
0,Nacional,1,20/08/2020,Supermercados y farmacias,,,,-11,
0,Nacional,1,21/08/2020,Supermercados y farmacias,,,,-9,
0,Nacional,1,22/08/2020,Supermercados y farmacias,,,,-8,
0,Nacional,1,23/08/2020,Supermercados y farmacias,,,,-13,
0,Nacional,1,24/08/2020,Supermercados y farmacias,,,,-13,
0,Nacional,1,25/08/2020,Supermercados y farmacias,,,,-14,
0,Nacional,1,26/08/2020,Supermercados y farmacias,,,,-12,
0,Nacional,1,27/08/2020,Supermercados y farmacias,,,,-13,
0,Nacional,1,28/08/2020,Supermercados y farmacias,,,,-8,
0,Nacional,1,29/08/2020,Supermercados y farmacias,,,,-5,
0,Nacional,1,30/08/2020,Supermercados y farmacias,,,,-10,
0,Nacional,1,31/08/2020,Supermercados y farmacias,,,,-7,
0,Nacional,1,01/09/2020,Supermercados y farmacias,,,,-7,
0,Nacional,1,02/09/2020,Supermercados y farmacias,,,,-8,
0,Nacional,1,03/09/2020,Supermercados y farmacias,,,,-9,
0,Nacional,1,04/09/2020,Supermercados y farmacias,,,,-9,
0,Nacional,1,05/09/2020,Supermercados y farmacias,,,,-7,
0,Nacional,1,06/09/2020,Supermercados y farmacias,,,,-12,
0,Nacional,1,07/09/2020,Supermercados y farmacias,,,,-11,
0,Nacional,1,08/09/2020,Supermercados y farmacias,,,,-13,
0,Nacional,1,09/09/2020,Supermercados y farmacias,,,,-12,
0,Nacional,1,10/09/2020,Supermercados y farmacias,,,,-12,
0,Nacional,1,11/09/2020,Supermercados y farmacias,,,,-10,
0,Nacional,1,12/09/2020,Supermercados y farmacias,,,,-7,
0,Nacional,1,13/09/2020,Supermercados y farmacias,,,,-10,
0,Nacional,1,14/09/2020,Supermercados y farmacias,,,,-5,
0,Nacional,1,15/09/2020,Supermercados y farmacias,,,,1,
0,Nacional,1,16/09/2020,Supermercados y farmacias,,,,-20,
0,Nacional,1,17/09/2020,Supermercados y farmacias,,,,-11,
0,Nacional,1,18/09/2020,Supermercados y farmacias,,,,-12,
0,Nacional,1,19/09/2020,Supermercados y farmacias,,,,-7,
0,Nacional,1,20/09/2020,Supermercados y farmacias,,,,-12,
0,Nacional,1,21/09/2020,Supermercados y farmacias,,,,-12,
0,Nacional,1,22/09/2020,Supermercados y farmacias,,,,-13,
0,Nacional,1,23/09/2020,Supermercados y farmacias,,,,-12,
0,Nacional,1,24/09/2020,Supermercados y farmacias,,,,-13,
0,Nacional,1,25/09/2020,Supermercados y farmacias,,,,-12,
0,Nacional,1,26/09/2020,Supermercados y farmacias,,,,-7,
0,Nacional,1,27/09/2020,Supermercados y farmacias,,,,-12,
0,Nacional,1,28/09/2020,Supermercados y farmacias,,,,-11,
0,Nacional,1,29/09/2020,Supermercados y farmacias,,,,-12,
0,Nacional,1,30/09/2020,Supermercados y farmacias,,,,-4,
0,Nacional,1,01/10/2020,Supermercados y farmacias,,,,-4,
0,Nacional,1,02/10/2020,Supermercados y farmacias,,,,-5,
0,Nacional,1,03/10/2020,Supermercados y farmacias,,,,-3,
0,Nacional,1,04/10/2020,Supermercados y farmacias,,,,-8,
0,Nacional,1,05/10/2020,Supermercados y farmacias,,,,-7,
0,Nacional,1,06/10/2020,Supermercados y farmacias,,,,-9,
0,Nacional,1,07/10/2020,Supermercados y farmacias,,,,-12,
0,Nacional,1,08/10/2020,Supermercados y farmacias,,,,-11,
0,Nacional,1,09/10/2020,Supermercados y farmacias,,,,-11,
0,Nacional,1,10/10/2020,Supermercados y farmacias,,,,-7,
0,Nacional,1,11/10/2020,Supermercados y farmacias,,,,-12,
0,Nacional,1,12/10/2020,Supermercados y farmacias,,,,-11,
0,Nacional,1,13/10/2020,Supermercados y farmacias,,,,-12,
0,Nacional,1,14/10/2020,Supermercados y farmacias,,,,-7,
0,Nacional,1,15/10/2020,Supermercados y farmacias,,,,-3,
0,Nacional,1,16/10/2020,Supermercados y farmacias,,,,-4,
0,Nacional,1,17/10/2020,Supermercados y farmacias,,,,-2,
0,Nacional,1,18/10/2020,Supermercados y farmacias,,,,-8,
0,Nacional,1,19/10/2020,Supermercados y farmacias,,,,-8,
0,Nacional,1,20/10/2020,Supermercados y farmacias,,,,-10,
0,Nacional,1,21/10/2020,Supermercados y farmacias,,,,-7,
0,Nacional,1,22/10/2020,Supermercados y farmacias,,,,-7,
0,Nacional,1,23/10/2020,Supermercados y farmacias,,,,-6,
0,Nacional,1,24/10/2020,Supermercados y farmacias,,,,-3,
0,Nacional,1,25/10/2020,Supermercados y farmacias,,,,-6,
0,Nacional,1,26/10/2020,Supermercados y farmacias,,,,-7,
0,Nacional,1,27/10/2020,Supermercados y farmacias,,,,-10,
0,Nacional,1,28/10/2020,Supermercados y farmacias,,,,-6,
0,Nacional,1,29/10/2020,Supermercados y farmacias,,,,-4,
0,Nacional,1,30/10/2020,Supermercados y farmacias,,,,1,
0,Nacional,1,31/10/2020,Supermercados y farmacias,,,,4,
0,Nacional,1,01/11/2020,Supermercados y farmacias,,,,-6,
0,Nacional,1,02/11/2020,Supermercados y farmacias,,,,-7,
0,Nacional,1,03/11/2020,Supermercados y farmacias,,,,-7,
0,Nacional,1,04/11/2020,Supermercados y farmacias,,,,-6,
0,Nacional,1,05/11/2020,Supermercados y farmacias,,,,-7,
0,Nacional,1,06/11/2020,Supermercados y farmacias,,,,-7,
0,Nacional,1,07/11/2020,Supermercados y farmacias,,,,-9,
0,Nacional,1,08/11/2020,Supermercados y farmacias,,,,-12,
0,Nacional,1,09/11/2020,Supermercados y farmacias,,,,-6,
0,Nacional,1,10/11/2020,Supermercados y farmacias,,,,-7,
0,Nacional,1,11/11/2020,Supermercados y farmacias,,,,-6,
0,Nacional,1,12/11/2020,Supermercados y farmacias,,,,-5,
0,Nacional,1,13/11/2020,Supermercados y farmacias,,,,1,
0,Nacional,1,14/11/2020,Supermercados y farmacias,,,,1,
0,Nacional,1,15/11/2020,Supermercados y farmacias,,,,-3,
0,Nacional,1,16/11/2020,Supermercados y farmacias,,,,0,
0,Nacional,1,17/11/2020,Supermercados y farmacias,,,,-5,
0,Nacional,1,18/11/2020,Supermercados y farmacias,,,,-5,
0,Nacional,1,19/11/2020,Supermercados y farmacias,,,,-5,
0,Nacional,1,20/11/2020,Supermercados y farmacias,,,,-4,
0,Nacional,1,21/11/2020,Supermercados y farmacias,,,,-5,
0,Nacional,1,22/11/2020,Supermercados y farmacias,,,,-7,
0,Nacional,1,23/11/2020,Supermercados y farmacias,,,,-6,
0,Nacional,1,24/11/2020,Supermercados y farmacias,,,,-8,
0,Nacional,1,25/11/2020,Supermercados y farmacias,,,,-5,
0,Nacional,1,26/11/2020,Supermercados y farmacias,,,,-5,
0,Nacional,1,27/11/2020,Supermercados y farmacias,,,,-3,
0,Nacional,1,28/11/2020,Supermercados y farmacias,,,,0,
0,Nacional,1,29/11/2020,Supermercados y farmacias,,,,-3,
0,Nacional,1,30/11/2020,Supermercados y farmacias,,,,0,
0,Nacional,1,01/12/2020,Supermercados y farmacias,,,,0,
0,Nacional,1,02/12/2020,Supermercados y farmacias,,,,1,
0,Nacional,1,03/12/2020,Supermercados y farmacias,,,,-1,
0,Nacional,1,04/12/2020,Supermercados y farmacias,,,,0,
0,Nacional,1,05/12/2020,Supermercados y farmacias,,,,-1,
0,Nacional,1,06/12/2020,Supermercados y farmacias,,,,-4,
0,Nacional,1,07/12/2020,Supermercados y farmacias,,,,-1,
0,Nacional,1,08/12/2020,Supermercados y farmacias,,,,-4,
0,Nacional,1,09/12/2020,Supermercados y farmacias,,,,0,
0,Nacional,1,10/12/2020,Supermercados y farmacias,,,,1,
0,Nacional,1,11/12/2020,Supermercados y farmacias,,,,4,
0,Nacional,1,12/12/2020,Supermercados y farmacias,,,,2,
0,Nacional,1,13/12/2020,Supermercados y farmacias,,,,-1,
0,Nacional,1,14/12/2020,Supermercados y farmacias,,,,4,
0,Nacional,1,15/12/2020,Supermercados y farmacias,,,,6,
0,Nacional,2,15/02/2020,Parques,,,,6,
0,Nacional,2,16/02/2020,Parques,,,,7,
0,Nacional,2,17/02/2020,Parques,,,,3,
0,Nacional,2,18/02/2020,Parques,,,,3,
0,Nacional,2,19/02/2020,Parques,,,,2,
0,Nacional,2,20/02/2020,Parques,,,,2,
0,Nacional,2,21/02/2020,Parques,,,,-1,
0,Nacional,2,22/02/2020,Parques,,,,7,
0,Nacional,2,23/02/2020,Parques,,,,8,
0,Nacional,2,24/02/2020,Parques,,,,6,
0,Nacional,2,25/02/2020,Parques,,,,7,
0,Nacional,2,26/02/2020,Parques,,,,3,
0,Nacional,2,27/02/2020,Parques,,,,0,
0,Nacional,2,28/02/2020,Parques,,,,3,
0,Nacional,2,29/02/2020,Parques,,,,5,
0,Nacional,2,01/03/2020,Parques,,,,7,
0,Nacional,2,02/03/2020,Parques,,,,2,
0,Nacional,2,03/03/2020,Parques,,,,2,
0,Nacional,2,04/03/2020,Parques,,,,2,
0,Nacional,2,05/03/2020,Parques,,,,3,
0,Nacional,2,06/03/2020,Parques,,,,0,
0,Nacional,2,07/03/2020,Parques,,,,4,
0,Nacional,2,08/03/2020,Parques,,,,10,
0,Nacional,2,09/03/2020,Parques,,,,-8,
0,Nacional,2,10/03/2020,Parques,,,,2,
0,Nacional,2,11/03/2020,Parques,,,,2,
0,Nacional,2,12/03/2020,Parques,,,,3,
0,Nacional,2,13/03/2020,Parques,,,,3,
0,Nacional,2,14/03/2020,Parques,,,,6,
0,Nacional,2,15/03/2020,Parques,,,,6,
0,Nacional,2,16/03/2020,Parques,,,,-7,
0,Nacional,2,17/03/2020,Parques,,,,-8,
0,Nacional,2,18/03/2020,Parques,,,,-14,
0,Nacional,2,19/03/2020,Parques,,,,-16,
0,Nacional,2,20/03/2020,Parques,,,,-22,
0,Nacional,2,21/03/2020,Parques,,,,-32,
0,Nacional,2,22/03/2020,Parques,,,,-37,
0,Nacional,2,23/03/2020,Parques,,,,-30,
0,Nacional,2,24/03/2020,Parques,,,,-33,
0,Nacional,2,25/03/2020,Parques,,,,-36,
0,Nacional,2,26/03/2020,Parques,,,,-36,
0,Nacional,2,27/03/2020,Parques,,,,-37,
0,Nacional,2,28/03/2020,Parques,,,,-39,
0,Nacional,2,29/03/2020,Parques,,,,-46,
0,Nacional,2,30/03/2020,Parques,,,,-36,
0,Nacional,2,31/03/2020,Parques,,,,-37,
0,Nacional,2,01/04/2020,Parques,,,,-39,
0,Nacional,2,02/04/2020,Parques,,,,-41,
0,Nacional,2,03/04/2020,Parques,,,,-43,
0,Nacional,2,04/04/2020,Parques,,,,-46,
0,Nacional,2,05/04/2020,Parques,,,,-52,
0,Nacional,2,06/04/2020,Parques,,,,-41,
0,Nacional,2,07/04/2020,Parques,,,,-42,
0,Nacional,2,08/04/2020,Parques,,,,-42,
0,Nacional,2,09/04/2020,Parques,,,,-46,
0,Nacional,2,10/04/2020,Parques,,,,-57,
0,Nacional,2,11/04/2020,Parques,,,,-54,
0,Nacional,2,12/04/2020,Parques,,,,-58,
0,Nacional,2,13/04/2020,Parques,,,,-45,
0,Nacional,2,14/04/2020,Parques,,,,-44,
0,Nacional,2,15/04/2020,Parques,,,,-44,
0,Nacional,2,16/04/2020,Parques,,,,-45,
0,Nacional,2,17/04/2020,Parques,,,,-47,
0,Nacional,2,18/04/2020,Parques,,,,-51,
0,Nacional,2,19/04/2020,Parques,,,,-56,
0,Nacional,2,20/04/2020,Parques,,,,-47,
0,Nacional,2,21/04/2020,Parques,,,,-50,
0,Nacional,2,22/04/2020,Parques,,,,-51,
0,Nacional,2,23/04/2020,Parques,,,,-52,
0,Nacional,2,24/04/2020,Parques,,,,-53,
0,Nacional,2,25/04/2020,Parques,,,,-55,
0,Nacional,2,26/04/2020,Parques,,,,-60,
0,Nacional,2,27/04/2020,Parques,,,,-51,
0,Nacional,2,28/04/2020,Parques,,,,-50,
0,Nacional,2,29/04/2020,Parques,,,,-49,
0,Nacional,2,30/04/2020,Parques,,,,-45,
0,Nacional,2,01/05/2020,Parques,,,,-54,
0,Nacional,2,02/05/2020,Parques,,,,-52,
0,Nacional,2,03/05/2020,Parques,,,,-58,
0,Nacional,2,04/05/2020,Parques,,,,-47,
0,Nacional,2,05/05/2020,Parques,,,,-50,
0,Nacional,2,06/05/2020,Parques,,,,-49,
0,Nacional,2,07/05/2020,Parques,,,,-50,
0,Nacional,2,08/05/2020,Parques,,,,-51,
0,Nacional,2,09/05/2020,Parques,,,,-51,
0,Nacional,2,10/05/2020,Parques,,,,-56,
0,Nacional,2,11/05/2020,Parques,,,,-50,
0,Nacional,2,12/05/2020,Parques,,,,-48,
0,Nacional,2,13/05/2020,Parques,,,,-48,
0,Nacional,2,14/05/2020,Parques,,,,-48,
0,Nacional,2,15/05/2020,Parques,,,,-46,
0,Nacional,2,16/05/2020,Parques,,,,-49,
0,Nacional,2,17/05/2020,Parques,,,,-55,
0,Nacional,2,18/05/2020,Parques,,,,-46,
0,Nacional,2,19/05/2020,Parques,,,,-45,
0,Nacional,2,20/05/2020,Parques,,,,-45,
0,Nacional,2,21/05/2020,Parques,,,,-46,
0,Nacional,2,22/05/2020,Parques,,,,-47,
0,Nacional,2,23/05/2020,Parques,,,,-49,
0,Nacional,2,24/05/2020,Parques,,,,-53,
0,Nacional,2,25/05/2020,Parques,,,,-44,
0,Nacional,2,26/05/2020,Parques,,,,-45,
0,Nacional,2,27/05/2020,Parques,,,,-46,
0,Nacional,2,28/05/2020,Parques,,,,-46,
0,Nacional,2,29/05/2020,Parques,,,,-45,
0,Nacional,2,30/05/2020,Parques,,,,-46,
0,Nacional,2,31/05/2020,Parques,,,,-52,
0,Nacional,2,01/06/2020,Parques,,,,-43,
0,Nacional,2,02/06/2020,Parques,,,,-43,
0,Nacional,2,03/06/2020,Parques,,,,-43,
0,Nacional,2,04/06/2020,Parques,,,,-44,
0,Nacional,2,05/06/2020,Parques,,,,-45,
0,Nacional,2,06/06/2020,Parques,,,,-46,
0,Nacional,2,07/06/2020,Parques,,,,-50,
0,Nacional,2,08/06/2020,Parques,,,,-43,
0,Nacional,2,09/06/2020,Parques,,,,-44,
0,Nacional,2,10/06/2020,Parques,,,,-42,
0,Nacional,2,11/06/2020,Parques,,,,-43,
0,Nacional,2,12/06/2020,Parques,,,,-42,
0,Nacional,2,13/06/2020,Parques,,,,-41,
0,Nacional,2,14/06/2020,Parques,,,,-46,
0,Nacional,2,15/06/2020,Parques,,,,-36,
0,Nacional,2,16/06/2020,Parques,,,,-36,
0,Nacional,2,17/06/2020,Parques,,,,-37,
0,Nacional,2,18/06/2020,Parques,,,,-38,
0,Nacional,2,19/06/2020,Parques,,,,-38,
0,Nacional,2,20/06/2020,Parques,,,,-39,
0,Nacional,2,21/06/2020,Parques,,,,-46,
0,Nacional,2,22/06/2020,Parques,,,,-40,
0,Nacional,2,23/06/2020,Parques,,,,-39,
0,Nacional,2,24/06/2020,Parques,,,,-40,
0,Nacional,2,25/06/2020,Parques,,,,-40,
0,Nacional,2,26/06/2020,Parques,,,,-40,
0,Nacional,2,27/06/2020,Parques,,,,-39,
