periodo,fecha,cve_ent,Estado,Sigla,sexo,tipo_paciente,positivos,fallecimientos,sospechosos,merge
2020-05-20,20/05/2020,17,Morelos,Mor,2,1,216,12,70,0
2020-05-20,20/05/2020,17,Morelos,Mor,2,2,456,127,44,0
2020-05-20,20/05/2020,18,Nayarit,Nay,1,1,127,1,41,0
2020-05-20,20/05/2020,18,Nayarit,Nay,1,2,43,15,9,0
2020-05-20,20/05/2020,18,Nayarit,Nay,2,1,112,0,27,0
2020-05-20,20/05/2020,18,Nayarit,Nay,2,2,67,19,11,0
2020-05-20,20/05/2020,19,Nuevo León,NL,1,1,367,3,799,0
2020-05-20,20/05/2020,19,Nuevo León,NL,1,2,76,16,62,0
2020-05-20,20/05/2020,19,Nuevo León,NL,2,1,458,8,744,0
2020-05-20,20/05/2020,19,Nuevo León,NL,2,2,115,29,68,0
2020-05-20,20/05/2020,20,Oaxaca,Oax,1,1,225,6,217,0
2020-05-20,20/05/2020,20,Oaxaca,Oax,1,2,88,28,31,0
2020-05-20,20/05/2020,20,Oaxaca,Oax,2,1,272,11,110,0
2020-05-20,20/05/2020,20,Oaxaca,Oax,2,2,158,40,45,0
2020-05-20,20/05/2020,21,Puebla,Pue,1,1,396,8,289,0
2020-05-20,20/05/2020,21,Puebla,Pue,1,2,300,58,89,0
2020-05-20,20/05/2020,21,Puebla,Pue,2,1,441,18,323,0
2020-05-20,20/05/2020,21,Puebla,Pue,2,2,565,146,126,0
2020-05-20,20/05/2020,22,Querétaro,Qro,1,1,187,1,102,0
2020-05-20,20/05/2020,22,Querétaro,Qro,1,2,64,17,28,0
2020-05-20,20/05/2020,22,Querétaro,Qro,2,1,177,3,63,0
2020-05-20,20/05/2020,22,Querétaro,Qro,2,2,116,32,35,0
2020-05-20,20/05/2020,23,Quintana Roo,Q. Roo,1,1,323,0,72,0
2020-05-20,20/05/2020,23,Quintana Roo,Q. Roo,1,2,229,83,28,0
2020-05-20,20/05/2020,23,Quintana Roo,Q. Roo,2,1,368,5,86,0
2020-05-20,20/05/2020,23,Quintana Roo,Q. Roo,2,2,472,184,24,0
2020-05-20,20/05/2020,24,San Luis Potosí,SLP,1,1,190,1,75,0
2020-05-20,20/05/2020,24,San Luis Potosí,SLP,1,2,38,10,18,0
2020-05-20,20/05/2020,24,San Luis Potosí,SLP,2,1,247,3,83,0
2020-05-20,20/05/2020,24,San Luis Potosí,SLP,2,2,49,11,25,0
2020-05-20,20/05/2020,25,Sinaloa,Sin,1,1,626,8,236,0
2020-05-20,20/05/2020,25,Sinaloa,Sin,1,2,348,99,97,0
2020-05-20,20/05/2020,25,Sinaloa,Sin,2,1,636,18,255,0
2020-05-20,20/05/2020,25,Sinaloa,Sin,2,2,551,199,139,0
2020-05-20,20/05/2020,26,Sonora,Son,1,1,315,2,359,0
2020-05-20,20/05/2020,26,Sonora,Son,1,2,125,28,73,0
2020-05-20,20/05/2020,26,Sonora,Son,2,1,446,9,323,0
2020-05-20,20/05/2020,26,Sonora,Son,2,2,134,19,88,0
2020-05-20,20/05/2020,27,Tabasco,Tab,1,1,839,28,252,0
2020-05-20,20/05/2020,27,Tabasco,Tab,1,2,327,104,31,0
2020-05-20,20/05/2020,27,Tabasco,Tab,2,1,1022,56,243,0
2020-05-20,20/05/2020,27,Tabasco,Tab,2,2,528,162,62,0
2020-05-20,20/05/2020,28,Tamaulipas,Tamps,1,1,319,4,435,0
2020-05-20,20/05/2020,28,Tamaulipas,Tamps,1,2,66,20,19,0
2020-05-20,20/05/2020,28,Tamaulipas,Tamps,2,1,598,18,413,0
2020-05-20,20/05/2020,28,Tamaulipas,Tamps,2,2,94,26,42,0
2020-05-20,20/05/2020,29,Tlaxcala,Tlax,1,1,200,4,97,0
2020-05-20,20/05/2020,29,Tlaxcala,Tlax,1,2,96,26,9,0
2020-05-20,20/05/2020,29,Tlaxcala,Tlax,2,1,187,15,73,0
2020-05-20,20/05/2020,29,Tlaxcala,Tlax,2,2,167,61,32,0
2020-05-20,20/05/2020,30,Veracruz,Ver,1,1,493,5,329,0
2020-05-20,20/05/2020,30,Veracruz,Ver,1,2,361,92,143,0
2020-05-20,20/05/2020,30,Veracruz,Ver,2,1,666,12,325,0
2020-05-20,20/05/2020,30,Veracruz,Ver,2,2,768,172,257,0
2020-05-20,20/05/2020,31,Yucatán,Yuc,1,1,399,1,88,0
2020-05-20,20/05/2020,31,Yucatán,Yuc,1,2,112,36,12,0
2020-05-20,20/05/2020,31,Yucatán,Yuc,2,1,532,3,112,0
2020-05-20,20/05/2020,31,Yucatán,Yuc,2,2,201,55,20,0
2020-05-20,20/05/2020,32,Zacatecas,Zac,1,1,64,0,21,0
2020-05-20,20/05/2020,32,Zacatecas,Zac,1,2,26,9,10,0
2020-05-20,20/05/2020,32,Zacatecas,Zac,2,1,80,3,24,0
2020-05-20,20/05/2020,32,Zacatecas,Zac,2,2,42,15,7,0
2020-05-21,21/05/2020,1,Aguascalientes,Ags,1,1,259,1,33,0
2020-05-21,21/05/2020,1,Aguascalientes,Ags,1,2,40,7,6,0
2020-05-21,21/05/2020,1,Aguascalientes,Ags,2,1,232,2,26,0
2020-05-21,21/05/2020,1,Aguascalientes,Ags,2,2,55,10,9,0
2020-05-21,21/05/2020,2,Baja California,BC,1,1,993,15,234,0
2020-05-21,21/05/2020,2,Baja California,BC,1,2,690,208,149,0
2020-05-21,21/05/2020,2,Baja California,BC,2,1,944,24,201,0
2020-05-21,21/05/2020,2,Baja California,BC,2,2,1153,387,214,0
2020-05-21,21/05/2020,3,Baja California Sur,BCS,1,1,189,1,45,0
2020-05-21,21/05/2020,3,Baja California Sur,BCS,1,2,37,14,8,0
2020-05-21,21/05/2020,3,Baja California Sur,BCS,2,1,232,3,32,0
2020-05-21,21/05/2020,3,Baja California Sur,BCS,2,2,44,11,13,0
2020-05-21,21/05/2020,4,Campeche,Camp,1,1,68,1,28,0
2020-05-21,21/05/2020,4,Campeche,Camp,1,2,34,13,9,0
2020-05-21,21/05/2020,4,Campeche,Camp,2,1,156,2,49,0
2020-05-21,21/05/2020,4,Campeche,Camp,2,2,96,28,16,0
2020-05-21,21/05/2020,5,Coahuila,Coah,1,1,306,3,695,0
2020-05-21,21/05/2020,5,Coahuila,Coah,1,2,55,23,68,0
2020-05-21,21/05/2020,5,Coahuila,Coah,2,1,333,3,724,0
2020-05-21,21/05/2020,5,Coahuila,Coah,2,2,78,33,58,0
2020-05-21,21/05/2020,6,Colima,Col,1,1,19,0,12,0
2020-05-21,21/05/2020,6,Colima,Col,1,2,15,6,12,0
2020-05-21,21/05/2020,6,Colima,Col,2,1,23,0,14,0
2020-05-21,21/05/2020,6,Colima,Col,2,2,34,6,14,0
2020-05-21,21/05/2020,7,Chiapas,Chis,1,1,257,3,96,0
2020-05-21,21/05/2020,7,Chiapas,Chis,1,2,101,13,15,0
2020-05-21,21/05/2020,7,Chiapas,Chis,2,1,346,8,120,0
2020-05-21,21/05/2020,7,Chiapas,Chis,2,2,191,41,46,0
2020-05-21,21/05/2020,8,Chihuahua,Chih,1,1,242,3,262,0
2020-05-21,21/05/2020,8,Chihuahua,Chih,1,2,233,74,168,0
2020-05-21,21/05/2020,8,Chihuahua,Chih,2,1,224,6,228,0
2020-05-21,21/05/2020,8,Chihuahua,Chih,2,2,394,141,218,0
2020-05-21,21/05/2020,9,Ciudad de México,CDMX,1,1,5404,44,3539,0
2020-05-21,21/05/2020,9,Ciudad de México,CDMX,1,2,1913,375,487,0
2020-05-21,21/05/2020,9,Ciudad de México,CDMX,2,1,6003,114,3121,0
2020-05-21,21/05/2020,9,Ciudad de México,CDMX,2,2,3438,928,858,0
2020-05-21,21/05/2020,10,Durango,Dgo,1,1,75,2,77,0
2020-05-21,21/05/2020,10,Durango,Dgo,1,2,28,8,20,0
2020-05-21,21/05/2020,10,Durango,Dgo,2,1,56,1,87,0
2020-05-21,21/05/2020,10,Durango,Dgo,2,2,35,12,14,0
2020-05-21,21/05/2020,11,Guanajuato,Gto,1,1,327,3,449,0
2020-05-21,21/05/2020,11,Guanajuato,Gto,1,2,81,27,31,0
2020-05-21,21/05/2020,11,Guanajuato,Gto,2,1,368,14,296,0
2020-05-21,21/05/2020,11,Guanajuato,Gto,2,2,121,39,49,0
2020-05-21,21/05/2020,12,Guerrero,Gro,1,1,285,2,269,0
2020-05-21,21/05/2020,12,Guerrero,Gro,1,2,122,45,93,0
2020-05-21,21/05/2020,12,Guerrero,Gro,2,1,303,10,323,0
2020-05-21,21/05/2020,12,Guerrero,Gro,2,2,274,95,185,0
2020-05-21,21/05/2020,13,Hidalgo,Hgo,1,1,277,5,103,0
2020-05-21,21/05/2020,13,Hidalgo,Hgo,1,2,169,51,21,0
2020-05-21,21/05/2020,13,Hidalgo,Hgo,2,1,304,16,70,0
2020-05-21,21/05/2020,13,Hidalgo,Hgo,2,2,347,108,62,0
2020-05-21,21/05/2020,14,Jalisco,Jal,1,1,325,6,245,0
2020-05-21,21/05/2020,14,Jalisco,Jal,1,2,91,23,49,0
2020-05-21,21/05/2020,14,Jalisco,Jal,2,1,426,7,234,0
2020-05-21,21/05/2020,14,Jalisco,Jal,2,2,186,61,71,0
2020-05-21,21/05/2020,15,México,Mex,1,1,2438,21,3362,0
2020-05-21,21/05/2020,15,México,Mex,1,2,1617,242,1068,0
2020-05-21,21/05/2020,15,México,Mex,2,1,2472,56,2712,0
2020-05-21,21/05/2020,15,México,Mex,2,2,3134,618,1591,0
2020-05-21,21/05/2020,16,Michoacán,Mich,1,1,378,3,298,0
2020-05-21,21/05/2020,16,Michoacán,Mich,1,2,92,28,30,0
2020-05-21,21/05/2020,16,Michoacán,Mich,2,1,505,12,347,0
2020-05-21,21/05/2020,16,Michoacán,Mich,2,2,188,58,64,0
2020-05-21,21/05/2020,17,Morelos,Mor,1,1,206,5,71,0
2020-05-21,21/05/2020,17,Morelos,Mor,1,2,258,64,17,0
2020-05-21,21/05/2020,17,Morelos,Mor,2,1,233,12,62,0
2020-05-21,21/05/2020,17,Morelos,Mor,2,2,467,131,33,0
2020-05-21,21/05/2020,18,Nayarit,Nay,1,1,133,1,54,0
2020-05-21,21/05/2020,18,Nayarit,Nay,1,2,44,15,14,0
2020-05-21,21/05/2020,18,Nayarit,Nay,2,1,117,0,36,0
2020-05-21,21/05/2020,18,Nayarit,Nay,2,2,68,19,13,0
2020-05-21,21/05/2020,19,Nuevo León,NL,1,1,370,3,934,0
2020-05-21,21/05/2020,19,Nuevo León,NL,1,2,78,17,62,0
2020-05-21,21/05/2020,19,Nuevo León,NL,2,1,469,8,779,0
2020-05-21,21/05/2020,19,Nuevo León,NL,2,2,119,30,74,0
2020-05-21,21/05/2020,20,Oaxaca,Oax,1,1,251,7,233,0
2020-05-21,21/05/2020,20,Oaxaca,Oax,1,2,89,28,33,0
2020-05-21,21/05/2020,20,Oaxaca,Oax,2,1,306,13,119,0
2020-05-21,21/05/2020,20,Oaxaca,Oax,2,2,162,42,57,0
2020-05-21,21/05/2020,21,Puebla,Pue,1,1,418,9,310,0
2020-05-21,21/05/2020,21,Puebla,Pue,1,2,319,59,99,0
2020-05-21,21/05/2020,21,Puebla,Pue,2,1,473,19,358,0
2020-05-21,21/05/2020,21,Puebla,Pue,2,2,593,155,133,0
2020-05-21,21/05/2020,22,Querétaro,Qro,1,1,200,1,116,0
2020-05-21,21/05/2020,22,Querétaro,Qro,1,2,74,17,22,0
2020-05-21,21/05/2020,22,Querétaro,Qro,2,1,189,3,77,0
2020-05-21,21/05/2020,22,Querétaro,Qro,2,2,129,34,35,0
2020-05-21,21/05/2020,23,Quintana Roo,Q. Roo,1,1,344,2,71,0
2020-05-21,21/05/2020,23,Quintana Roo,Q. Roo,1,2,237,86,27,0
2020-05-21,21/05/2020,23,Quintana Roo,Q. Roo,2,1,389,5,86,0
2020-05-21,21/05/2020,23,Quintana Roo,Q. Roo,2,2,480,188,36,0
2020-05-21,21/05/2020,24,San Luis Potosí,SLP,1,1,197,1,99,0
2020-05-21,21/05/2020,24,San Luis Potosí,SLP,1,2,40,11,12,0
2020-05-21,21/05/2020,24,San Luis Potosí,SLP,2,1,265,3,82,0
2020-05-21,21/05/2020,24,San Luis Potosí,SLP,2,2,56,11,12,0
2020-05-21,21/05/2020,25,Sinaloa,Sin,1,1,651,10,273,0
2020-05-21,21/05/2020,25,Sinaloa,Sin,1,2,356,108,119,0
2020-05-21,21/05/2020,25,Sinaloa,Sin,2,1,664,21,281,0
2020-05-21,21/05/2020,25,Sinaloa,Sin,2,2,572,212,131,0
2020-05-21,21/05/2020,26,Sonora,Son,1,1,360,3,404,0
2020-05-21,21/05/2020,26,Sonora,Son,1,2,131,31,94,0
2020-05-21,21/05/2020,26,Sonora,Son,2,1,490,10,337,0
2020-05-21,21/05/2020,26,Sonora,Son,2,2,143,20,113,0
2020-05-21,21/05/2020,27,Tabasco,Tab,1,1,879,28,278,0
2020-05-21,21/05/2020,27,Tabasco,Tab,1,2,336,108,41,0
2020-05-21,21/05/2020,27,Tabasco,Tab,2,1,1058,57,276,0
2020-05-21,21/05/2020,27,Tabasco,Tab,2,2,551,172,48,0
2020-05-21,21/05/2020,28,Tamaulipas,Tamps,1,1,326,4,433,0
2020-05-21,21/05/2020,28,Tamaulipas,Tamps,1,2,66,21,40,0
2020-05-21,21/05/2020,28,Tamaulipas,Tamps,2,1,617,18,467,0
2020-05-21,21/05/2020,28,Tamaulipas,Tamps,2,2,96,27,39,0
2020-05-21,21/05/2020,29,Tlaxcala,Tlax,1,1,203,4,135,0
2020-05-21,21/05/2020,29,Tlaxcala,Tlax,1,2,97,27,13,0
2020-05-21,21/05/2020,29,Tlaxcala,Tlax,2,1,201,16,107,0
2020-05-21,21/05/2020,29,Tlaxcala,Tlax,2,2,176,66,30,0
2020-05-21,21/05/2020,30,Veracruz,Ver,1,1,529,5,358,0
2020-05-21,21/05/2020,30,Veracruz,Ver,1,2,387,101,145,0
2020-05-21,21/05/2020,30,Veracruz,Ver,2,1,706,13,358,0
2020-05-21,21/05/2020,30,Veracruz,Ver,2,2,808,180,276,0
2020-05-21,21/05/2020,31,Yucatán,Yuc,1,1,430,1,87,0
2020-05-21,21/05/2020,31,Yucatán,Yuc,1,2,120,38,8,0
2020-05-21,21/05/2020,31,Yucatán,Yuc,2,1,563,4,105,0
2020-05-21,21/05/2020,31,Yucatán,Yuc,2,2,210,55,19,0
2020-05-21,21/05/2020,32,Zacatecas,Zac,1,1,63,0,25,0
2020-05-21,21/05/2020,32,Zacatecas,Zac,1,2,26,9,8,0
2020-05-21,21/05/2020,32,Zacatecas,Zac,2,1,81,3,27,0
2020-05-21,21/05/2020,32,Zacatecas,Zac,2,2,43,15,3,0
2020-05-22,22/05/2020,1,Aguascalientes,Ags,1,1,271,1,27,0
2020-05-22,22/05/2020,1,Aguascalientes,Ags,1,2,41,7,3,0
2020-05-22,22/05/2020,1,Aguascalientes,Ags,2,1,237,2,21,0
2020-05-22,22/05/2020,1,Aguascalientes,Ags,2,2,60,14,9,0
2020-05-22,22/05/2020,2,Baja California,BC,1,1,1053,17,237,0
2020-05-22,22/05/2020,2,Baja California,BC,1,2,704,211,171,0
2020-05-22,22/05/2020,2,Baja California,BC,2,1,1001,24,192,0
2020-05-22,22/05/2020,2,Baja California,BC,2,2,1186,393,223,0
2020-05-22,22/05/2020,3,Baja California Sur,BCS,1,1,190,1,64,0
2020-05-22,22/05/2020,3,Baja California Sur,BCS,1,2,38,14,6,0
2020-05-22,22/05/2020,3,Baja California Sur,BCS,2,1,232,4,44,0
2020-05-22,22/05/2020,3,Baja California Sur,BCS,2,2,44,12,16,0
2020-05-22,22/05/2020,4,Campeche,Camp,1,1,73,1,25,0
2020-05-22,22/05/2020,4,Campeche,Camp,1,2,34,13,10,0
2020-05-22,22/05/2020,4,Campeche,Camp,2,1,169,2,35,0
2020-05-22,22/05/2020,4,Campeche,Camp,2,2,102,28,20,0
2020-05-22,22/05/2020,5,Coahuila,Coah,1,1,318,3,724,0
2020-05-22,22/05/2020,5,Coahuila,Coah,1,2,59,23,57,0
2020-05-22,22/05/2020,5,Coahuila,Coah,2,1,354,3,695,0
2020-05-22,22/05/2020,5,Coahuila,Coah,2,2,82,35,62,0
2020-05-22,22/05/2020,6,Colima,Col,1,1,20,0,25,0
2020-05-22,22/05/2020,6,Colima,Col,1,2,15,6,11,0
2020-05-22,22/05/2020,6,Colima,Col,2,1,27,0,12,0
2020-05-22,22/05/2020,6,Colima,Col,2,2,35,7,12,0
2020-05-22,22/05/2020,7,Chiapas,Chis,1,1,280,3,99,0
2020-05-22,22/05/2020,7,Chiapas,Chis,1,2,108,16,20,0
2020-05-22,22/05/2020,7,Chiapas,Chis,2,1,384,9,130,0
2020-05-22,22/05/2020,7,Chiapas,Chis,2,2,199,41,58,0
2020-05-22,22/05/2020,8,Chihuahua,Chih,1,1,247,3,309,0
2020-05-22,22/05/2020,8,Chihuahua,Chih,1,2,245,80,178,0
2020-05-22,22/05/2020,8,Chihuahua,Chih,2,1,227,8,271,0
2020-05-22,22/05/2020,8,Chihuahua,Chih,2,2,402,153,237,0
2020-05-22,22/05/2020,9,Ciudad de México,CDMX,1,1,5805,48,3430,0
2020-05-22,22/05/2020,9,Ciudad de México,CDMX,1,2,1976,397,511,0
2020-05-22,22/05/2020,9,Ciudad de México,CDMX,2,1,6358,125,2960,0
2020-05-22,22/05/2020,9,Ciudad de México,CDMX,2,2,3551,986,918,0
2020-05-22,22/05/2020,10,Durango,Dgo,1,1,80,2,84,0
2020-05-22,22/05/2020,10,Durango,Dgo,1,2,28,8,17,0
2020-05-22,22/05/2020,10,Durango,Dgo,2,1,65,2,91,0
2020-05-22,22/05/2020,10,Durango,Dgo,2,2,38,14,10,0
2020-05-22,22/05/2020,11,Guanajuato,Gto,1,1,344,3,442,0
2020-05-22,22/05/2020,11,Guanajuato,Gto,1,2,85,28,27,0
2020-05-22,22/05/2020,11,Guanajuato,Gto,2,1,386,15,374,0
2020-05-22,22/05/2020,11,Guanajuato,Gto,2,2,133,40,51,0
2020-05-22,22/05/2020,12,Guerrero,Gro,1,1,295,2,302,0
2020-05-22,22/05/2020,12,Guerrero,Gro,1,2,130,48,103,0
2020-05-22,22/05/2020,12,Guerrero,Gro,2,1,313,10,359,0
2020-05-22,22/05/2020,12,Guerrero,Gro,2,2,282,101,202,0
2020-05-22,22/05/2020,13,Hidalgo,Hgo,1,1,289,6,106,0
2020-05-22,22/05/2020,13,Hidalgo,Hgo,1,2,174,53,29,0
2020-05-22,22/05/2020,13,Hidalgo,Hgo,2,1,315,16,99,0
2020-05-22,22/05/2020,13,Hidalgo,Hgo,2,2,358,113,72,0
2020-05-22,22/05/2020,14,Jalisco,Jal,1,1,346,7,285,0
2020-05-22,22/05/2020,14,Jalisco,Jal,1,2,102,24,41,0
2020-05-22,22/05/2020,14,Jalisco,Jal,2,1,446,7,234,0
2020-05-22,22/05/2020,14,Jalisco,Jal,2,2,201,64,78,0
2020-05-22,22/05/2020,15,México,Mex,1,1,2581,24,3135,0
2020-05-22,22/05/2020,15,México,Mex,1,2,1703,290,988,0
2020-05-22,22/05/2020,15,México,Mex,2,1,2626,66,2463,0
2020-05-22,22/05/2020,15,México,Mex,2,2,3250,747,1554,0
2020-05-22,22/05/2020,16,Michoacán,Mich,1,1,404,3,280,0
2020-05-22,22/05/2020,16,Michoacán,Mich,1,2,99,30,34,0
2020-05-22,22/05/2020,16,Michoacán,Mich,2,1,542,12,344,0
2020-05-22,22/05/2020,16,Michoacán,Mich,2,2,204,59,59,0
2020-05-22,22/05/2020,17,Morelos,Mor,1,1,212,6,86,0
2020-05-22,22/05/2020,17,Morelos,Mor,1,2,241,69,16,0
2020-05-22,22/05/2020,17,Morelos,Mor,2,1,240,16,66,0
2020-05-22,22/05/2020,17,Morelos,Mor,2,2,441,137,49,0
2020-05-22,22/05/2020,18,Nayarit,Nay,1,1,139,1,61,0
2020-05-22,22/05/2020,18,Nayarit,Nay,1,2,46,15,12,0
2020-05-22,22/05/2020,18,Nayarit,Nay,2,1,128,0,33,0
2020-05-22,22/05/2020,18,Nayarit,Nay,2,2,68,22,17,0
2020-05-22,22/05/2020,19,Nuevo León,NL,1,1,401,3,949,0
2020-05-22,22/05/2020,19,Nuevo León,NL,1,2,83,19,53,0
2020-05-22,22/05/2020,19,Nuevo León,NL,2,1,484,8,803,0
2020-05-22,22/05/2020,19,Nuevo León,NL,2,2,121,32,75,0
2020-05-22,22/05/2020,20,Oaxaca,Oax,1,1,297,7,231,0
2020-05-22,22/05/2020,20,Oaxaca,Oax,1,2,98,30,34,0
2020-05-22,22/05/2020,20,Oaxaca,Oax,2,1,338,14,122,0
2020-05-22,22/05/2020,20,Oaxaca,Oax,2,2,169,43,68,0
2020-05-22,22/05/2020,21,Puebla,Pue,1,1,432,9,323,0
2020-05-22,22/05/2020,21,Puebla,Pue,1,2,327,59,101,0
2020-05-22,22/05/2020,21,Puebla,Pue,2,1,505,17,397,0
2020-05-22,22/05/2020,21,Puebla,Pue,2,2,595,158,176,0
2020-05-22,22/05/2020,22,Querétaro,Qro,1,1,210,1,121,0
2020-05-22,22/05/2020,22,Querétaro,Qro,1,2,80,21,22,0
2020-05-22,22/05/2020,22,Querétaro,Qro,2,1,200,4,80,0
2020-05-22,22/05/2020,22,Querétaro,Qro,2,2,143,36,25,0
2020-05-22,22/05/2020,23,Quintana Roo,Q. Roo,1,1,370,2,57,0
2020-05-22,22/05/2020,23,Quintana Roo,Q. Roo,1,2,239,87,35,0
2020-05-22,22/05/2020,23,Quintana Roo,Q. Roo,2,1,435,6,57,0
2020-05-22,22/05/2020,23,Quintana Roo,Q. Roo,2,2,486,189,45,0
2020-05-22,22/05/2020,24,San Luis Potosí,SLP,1,1,214,1,71,0
2020-05-22,22/05/2020,24,San Luis Potosí,SLP,1,2,41,11,12,0
2020-05-22,22/05/2020,24,San Luis Potosí,SLP,2,1,284,3,85,0
2020-05-22,22/05/2020,24,San Luis Potosí,SLP,2,2,56,11,18,0
2020-05-22,22/05/2020,25,Sinaloa,Sin,1,1,674,10,312,0
2020-05-22,22/05/2020,25,Sinaloa,Sin,1,2,370,111,130,0
2020-05-22,22/05/2020,25,Sinaloa,Sin,2,1,689,21,304,0
2020-05-22,22/05/2020,25,Sinaloa,Sin,2,2,595,221,141,0
2020-05-22,22/05/2020,26,Sonora,Son,1,1,382,3,457,0
2020-05-22,22/05/2020,26,Sonora,Son,1,2,144,33,94,0
2020-05-22,22/05/2020,26,Sonora,Son,2,1,512,10,408,0
2020-05-22,22/05/2020,26,Sonora,Son,2,2,156,21,124,0
2020-05-22,22/05/2020,27,Tabasco,Tab,1,1,921,28,320,0
2020-05-22,22/05/2020,27,Tabasco,Tab,1,2,342,111,58,0
2020-05-22,22/05/2020,27,Tabasco,Tab,2,1,1108,60,339,0
2020-05-22,22/05/2020,27,Tabasco,Tab,2,2,559,176,66,0
2020-05-22,22/05/2020,28,Tamaulipas,Tamps,1,1,329,6,497,0
2020-05-22,22/05/2020,28,Tamaulipas,Tamps,1,2,66,22,42,0
2020-05-22,22/05/2020,28,Tamaulipas,Tamps,2,1,633,18,533,0
2020-05-22,22/05/2020,28,Tamaulipas,Tamps,2,2,98,27,39,0
2020-05-22,22/05/2020,29,Tlaxcala,Tlax,1,1,208,4,198,0
2020-05-22,22/05/2020,29,Tlaxcala,Tlax,1,2,98,27,21,0
2020-05-22,22/05/2020,29,Tlaxcala,Tlax,2,1,207,16,146,0
2020-05-22,22/05/2020,29,Tlaxcala,Tlax,2,2,178,68,38,0
2020-05-22,22/05/2020,30,Veracruz,Ver,1,1,568,5,363,0
2020-05-22,22/05/2020,30,Veracruz,Ver,1,2,409,116,152,0
2020-05-22,22/05/2020,30,Veracruz,Ver,2,1,760,18,368,0
2020-05-22,22/05/2020,30,Veracruz,Ver,2,2,864,202,274,0
2020-05-22,22/05/2020,31,Yucatán,Yuc,1,1,446,1,158,0
2020-05-22,22/05/2020,31,Yucatán,Yuc,1,2,123,40,10,0
2020-05-22,22/05/2020,31,Yucatán,Yuc,2,1,582,4,149,0
2020-05-22,22/05/2020,31,Yucatán,Yuc,2,2,214,62,22,0
2020-05-22,22/05/2020,32,Zacatecas,Zac,1,1,67,0,20,0
2020-05-22,22/05/2020,32,Zacatecas,Zac,1,2,26,9,8,0
2020-05-22,22/05/2020,32,Zacatecas,Zac,2,1,87,3,17,0
2020-05-22,22/05/2020,32,Zacatecas,Zac,2,2,43,15,8,0
2020-05-23,23/05/2020,1,Aguascalientes,Ags,1,1,271,1,52,0
2020-05-23,23/05/2020,1,Aguascalientes,Ags,1,2,41,7,4,0
2020-05-23,23/05/2020,1,Aguascalientes,Ags,2,1,241,2,33,0
2020-05-23,23/05/2020,1,Aguascalientes,Ags,2,2,61,15,9,0
2020-05-23,23/05/2020,2,Baja California,BC,1,1,1101,17,243,0
2020-05-23,23/05/2020,2,Baja California,BC,1,2,724,211,183,0
2020-05-23,23/05/2020,2,Baja California,BC,2,1,1050,24,211,0
2020-05-23,23/05/2020,2,Baja California,BC,2,2,1222,398,222,0
2020-05-23,23/05/2020,3,Baja California Sur,BCS,1,1,195,1,54,0
2020-05-23,23/05/2020,3,Baja California Sur,BCS,1,2,39,14,2,0
2020-05-23,23/05/2020,3,Baja California Sur,BCS,2,1,243,4,39,0
2020-05-23,23/05/2020,3,Baja California Sur,BCS,2,2,44,12,17,0
2020-05-23,23/05/2020,4,Campeche,Camp,1,1,78,1,26,0
2020-05-23,23/05/2020,4,Campeche,Camp,1,2,38,13,6,0
2020-05-23,23/05/2020,4,Campeche,Camp,2,1,181,3,26,0
2020-05-23,23/05/2020,4,Campeche,Camp,2,2,109,29,15,0
2020-05-23,23/05/2020,5,Coahuila,Coah,1,1,317,3,730,0
2020-05-23,23/05/2020,5,Coahuila,Coah,1,2,60,23,55,0
2020-05-23,23/05/2020,5,Coahuila,Coah,2,1,356,3,723,0
2020-05-23,23/05/2020,5,Coahuila,Coah,2,2,83,35,65,0
2020-05-23,23/05/2020,6,Colima,Col,1,1,21,0,21,0
2020-05-23,23/05/2020,6,Colima,Col,1,2,16,6,10,0
2020-05-23,23/05/2020,6,Colima,Col,2,1,27,0,10,0
2020-05-23,23/05/2020,6,Colima,Col,2,2,36,7,12,0
2020-05-23,23/05/2020,7,Chiapas,Chis,1,1,299,3,111,0
2020-05-23,23/05/2020,7,Chiapas,Chis,1,2,115,16,20,0
2020-05-23,23/05/2020,7,Chiapas,Chis,2,1,421,9,137,0
2020-05-23,23/05/2020,7,Chiapas,Chis,2,2,215,42,57,0
2020-05-23,23/05/2020,8,Chihuahua,Chih,1,1,252,3,325,0
2020-05-23,23/05/2020,8,Chihuahua,Chih,1,2,253,80,183,0
2020-05-23,23/05/2020,8,Chihuahua,Chih,2,1,238,8,280,0
2020-05-23,23/05/2020,8,Chihuahua,Chih,2,2,427,154,258,0
2020-05-23,23/05/2020,9,Ciudad de México,CDMX,1,1,6305,52,2679,0
2020-05-23,23/05/2020,9,Ciudad de México,CDMX,1,2,2064,409,475,0
2020-05-23,23/05/2020,9,Ciudad de México,CDMX,2,1,6824,127,2345,0
2020-05-23,23/05/2020,9,Ciudad de México,CDMX,2,2,3719,1008,832,0
2020-05-23,23/05/2020,10,Durango,Dgo,1,1,83,2,84,0
2020-05-23,23/05/2020,10,Durango,Dgo,1,2,30,8,21,0
2020-05-23,23/05/2020,10,Durango,Dgo,2,1,67,2,98,0
2020-05-23,23/05/2020,10,Durango,Dgo,2,2,37,14,12,0
2020-05-23,23/05/2020,11,Guanajuato,Gto,1,1,382,3,318,0
2020-05-23,23/05/2020,11,Guanajuato,Gto,1,2,89,28,28,0
2020-05-23,23/05/2020,11,Guanajuato,Gto,2,1,415,15,296,0
