periodo,fecha,cve_ent,Estado,Sigla,sexo,tipo_paciente,positivos,fallecimientos,sospechosos,merge
2020-08-13,13/08/2020,27,Tabasco,Tab,2,1,10696,354,481,0
2020-08-13,13/08/2020,27,Tabasco,Tab,2,2,2427,1035,58,0
2020-08-13,13/08/2020,28,Tamaulipas,Tamps,1,1,7557,75,2354,0
2020-08-13,13/08/2020,28,Tamaulipas,Tamps,1,2,1408,446,323,0
2020-08-13,13/08/2020,28,Tamaulipas,Tamps,2,1,9336,154,2512,0
2020-08-13,13/08/2020,28,Tamaulipas,Tamps,2,2,1980,750,437,0
2020-08-13,13/08/2020,29,Tlaxcala,Tlax,1,1,1757,54,319,0
2020-08-13,13/08/2020,29,Tlaxcala,Tlax,1,2,682,233,33,0
2020-08-13,13/08/2020,29,Tlaxcala,Tlax,2,1,1911,100,446,0
2020-08-13,13/08/2020,29,Tlaxcala,Tlax,2,2,1120,455,53,0
2020-08-13,13/08/2020,30,Veracruz,Ver,1,1,7460,98,837,0
2020-08-13,13/08/2020,30,Veracruz,Ver,1,2,3256,1046,310,0
2020-08-13,13/08/2020,30,Veracruz,Ver,2,1,8530,201,999,0
2020-08-13,13/08/2020,30,Veracruz,Ver,2,2,5678,1921,444,0
2020-08-13,13/08/2020,31,Yucatán,Yuc,1,1,4203,47,173,0
2020-08-13,13/08/2020,31,Yucatán,Yuc,1,2,1119,337,43,0
2020-08-13,13/08/2020,31,Yucatán,Yuc,2,1,5052,90,176,0
2020-08-13,13/08/2020,31,Yucatán,Yuc,2,2,1783,617,75,0
2020-08-13,13/08/2020,32,Zacatecas,Zac,1,1,1387,14,125,0
2020-08-13,13/08/2020,32,Zacatecas,Zac,1,2,452,133,25,0
2020-08-13,13/08/2020,32,Zacatecas,Zac,2,1,1463,33,114,0
2020-08-13,13/08/2020,32,Zacatecas,Zac,2,2,554,178,21,0
2020-08-14,14/08/2020,1,Aguascalientes,Ags,1,1,1948,15,193,0
2020-08-14,14/08/2020,1,Aguascalientes,Ags,1,2,488,121,27,0
2020-08-14,14/08/2020,1,Aguascalientes,Ags,2,1,1679,15,196,0
2020-08-14,14/08/2020,1,Aguascalientes,Ags,2,2,608,158,52,0
2020-08-14,14/08/2020,2,Baja California,BC,1,1,5061,48,493,0
2020-08-14,14/08/2020,2,Baja California,BC,1,2,2266,1086,114,0
2020-08-14,14/08/2020,2,Baja California,BC,2,1,4457,81,337,0
2020-08-14,14/08/2020,2,Baja California,BC,2,2,3333,1689,170,0
2020-08-14,14/08/2020,3,Baja California Sur,BCS,1,1,2636,16,259,0
2020-08-14,14/08/2020,3,Baja California Sur,BCS,1,2,316,85,23,0
2020-08-14,14/08/2020,3,Baja California Sur,BCS,2,1,2624,25,223,0
2020-08-14,14/08/2020,3,Baja California Sur,BCS,2,2,472,117,33,0
2020-08-14,14/08/2020,4,Campeche,Camp,1,1,1461,12,76,0
2020-08-14,14/08/2020,4,Campeche,Camp,1,2,596,215,18,0
2020-08-14,14/08/2020,4,Campeche,Camp,2,1,2020,37,58,0
2020-08-14,14/08/2020,4,Campeche,Camp,2,2,1043,390,35,0
2020-08-14,14/08/2020,5,Coahuila,Coah,1,1,7563,74,1502,0
2020-08-14,14/08/2020,5,Coahuila,Coah,1,2,1005,376,195,0
2020-08-14,14/08/2020,5,Coahuila,Coah,2,1,7279,112,1350,0
2020-08-14,14/08/2020,5,Coahuila,Coah,2,2,1331,504,273,0
2020-08-14,14/08/2020,6,Colima,Col,1,1,909,5,156,0
2020-08-14,14/08/2020,6,Colima,Col,1,2,289,102,33,0
2020-08-14,14/08/2020,6,Colima,Col,2,1,904,14,128,0
2020-08-14,14/08/2020,6,Colima,Col,2,2,475,163,51,0
2020-08-14,14/08/2020,7,Chiapas,Chis,1,1,1744,18,102,0
2020-08-14,14/08/2020,7,Chiapas,Chis,1,2,777,297,14,0
2020-08-14,14/08/2020,7,Chiapas,Chis,2,1,1994,52,91,0
2020-08-14,14/08/2020,7,Chiapas,Chis,2,2,1517,665,35,0
2020-08-14,14/08/2020,8,Chihuahua,Chih,1,1,2008,25,1205,0
2020-08-14,14/08/2020,8,Chihuahua,Chih,1,2,954,362,234,0
2020-08-14,14/08/2020,8,Chihuahua,Chih,2,1,2055,37,979,0
2020-08-14,14/08/2020,8,Chihuahua,Chih,2,2,1390,592,282,0
2020-08-14,14/08/2020,9,Ciudad de México,CDMX,1,1,34598,323,7165,0
2020-08-14,14/08/2020,9,Ciudad de México,CDMX,1,2,6496,2234,1016,0
2020-08-14,14/08/2020,9,Ciudad de México,CDMX,2,1,32527,591,6333,0
2020-08-14,14/08/2020,9,Ciudad de México,CDMX,2,2,10948,4648,1608,0
2020-08-14,14/08/2020,10,Durango,Dgo,1,1,2265,29,586,0
2020-08-14,14/08/2020,10,Durango,Dgo,1,2,378,112,41,0
2020-08-14,14/08/2020,10,Durango,Dgo,2,1,2031,42,517,0
2020-08-14,14/08/2020,10,Durango,Dgo,2,2,477,189,57,0
2020-08-14,14/08/2020,11,Guanajuato,Gto,1,1,11142,110,1019,0
2020-08-14,14/08/2020,11,Guanajuato,Gto,1,2,1838,380,126,0
2020-08-14,14/08/2020,11,Guanajuato,Gto,2,1,10265,226,848,0
2020-08-14,14/08/2020,11,Guanajuato,Gto,2,2,2733,644,183,0
2020-08-14,14/08/2020,12,Guerrero,Gro,1,1,4890,39,461,0
2020-08-14,14/08/2020,12,Guerrero,Gro,1,2,1114,491,70,0
2020-08-14,14/08/2020,12,Guerrero,Gro,2,1,5009,73,406,0
2020-08-14,14/08/2020,12,Guerrero,Gro,2,2,2012,936,91,0
2020-08-14,14/08/2020,13,Hidalgo,Hgo,1,1,2702,17,232,0
2020-08-14,14/08/2020,13,Hidalgo,Hgo,1,2,1098,412,65,0
2020-08-14,14/08/2020,13,Hidalgo,Hgo,2,1,2613,59,211,0
2020-08-14,14/08/2020,13,Hidalgo,Hgo,2,2,2004,789,111,0
2020-08-14,14/08/2020,14,Jalisco,Jal,1,1,5741,65,1464,0
2020-08-14,14/08/2020,14,Jalisco,Jal,1,2,1944,617,351,0
2020-08-14,14/08/2020,14,Jalisco,Jal,2,1,5273,155,1264,0
2020-08-14,14/08/2020,14,Jalisco,Jal,2,2,3072,1110,578,0
2020-08-14,14/08/2020,15,México,Mex,1,1,18820,170,9998,0
2020-08-14,14/08/2020,15,México,Mex,1,2,9205,2787,1219,0
2020-08-14,14/08/2020,15,México,Mex,2,1,17228,404,9222,0
2020-08-14,14/08/2020,15,México,Mex,2,2,15108,5767,1853,0
2020-08-14,14/08/2020,16,Michoacán,Mich,1,1,4795,38,1118,0
2020-08-14,14/08/2020,16,Michoacán,Mich,1,2,867,301,133,0
2020-08-14,14/08/2020,16,Michoacán,Mich,2,1,4844,70,958,0
2020-08-14,14/08/2020,16,Michoacán,Mich,2,2,1449,557,175,0
2020-08-14,14/08/2020,17,Morelos,Mor,1,1,1260,29,149,0
2020-08-14,14/08/2020,17,Morelos,Mor,1,2,774,265,36,0
2020-08-14,14/08/2020,17,Morelos,Mor,2,1,1202,61,124,0
2020-08-14,14/08/2020,17,Morelos,Mor,2,2,1360,548,48,0
2020-08-14,14/08/2020,18,Nayarit,Nay,1,1,1535,7,115,0
2020-08-14,14/08/2020,18,Nayarit,Nay,1,2,451,155,39,0
2020-08-14,14/08/2020,18,Nayarit,Nay,2,1,1431,25,88,0
2020-08-14,14/08/2020,18,Nayarit,Nay,2,2,779,291,35,0
2020-08-14,14/08/2020,19,Nuevo León,NL,1,1,9005,147,1116,0
2020-08-14,14/08/2020,19,Nuevo León,NL,1,2,2067,518,218,0
2020-08-14,14/08/2020,19,Nuevo León,NL,2,1,9337,249,1012,0
2020-08-14,14/08/2020,19,Nuevo León,NL,2,2,3002,803,333,0
2020-08-14,14/08/2020,20,Oaxaca,Oax,1,1,4485,65,328,0
2020-08-14,14/08/2020,20,Oaxaca,Oax,1,2,1047,326,72,0
2020-08-14,14/08/2020,20,Oaxaca,Oax,2,1,4990,135,290,0
2020-08-14,14/08/2020,20,Oaxaca,Oax,2,2,1692,609,109,0
2020-08-14,14/08/2020,21,Puebla,Pue,1,1,8098,137,1401,0
2020-08-14,14/08/2020,21,Puebla,Pue,1,2,2851,860,305,0
2020-08-14,14/08/2020,21,Puebla,Pue,2,1,8692,327,1518,0
2020-08-14,14/08/2020,21,Puebla,Pue,2,2,4238,1652,468,0
2020-08-14,14/08/2020,22,Querétaro,Qro,1,1,1458,9,83,0
2020-08-14,14/08/2020,22,Querétaro,Qro,1,2,626,165,20,0
2020-08-14,14/08/2020,22,Querétaro,Qro,2,1,1606,24,82,0
2020-08-14,14/08/2020,22,Querétaro,Qro,2,2,1013,343,22,0
2020-08-14,14/08/2020,23,Quintana Roo,Q. Roo,1,1,3026,31,248,0
2020-08-14,14/08/2020,23,Quintana Roo,Q. Roo,1,2,1013,399,47,0
2020-08-14,14/08/2020,23,Quintana Roo,Q. Roo,2,1,3364,62,305,0
2020-08-14,14/08/2020,23,Quintana Roo,Q. Roo,2,2,1746,718,81,0
2020-08-14,14/08/2020,24,San Luis Potosí,SLP,1,1,5867,60,1515,0
2020-08-14,14/08/2020,24,San Luis Potosí,SLP,1,2,827,244,123,0
2020-08-14,14/08/2020,24,San Luis Potosí,SLP,2,1,5925,114,1465,0
2020-08-14,14/08/2020,24,San Luis Potosí,SLP,2,2,1121,405,170,0
2020-08-14,14/08/2020,25,Sinaloa,Sin,1,1,4830,79,522,0
2020-08-14,14/08/2020,25,Sinaloa,Sin,1,2,2209,928,176,0
2020-08-14,14/08/2020,25,Sinaloa,Sin,2,1,4340,124,476,0
2020-08-14,14/08/2020,25,Sinaloa,Sin,2,2,2961,1392,218,0
2020-08-14,14/08/2020,26,Sonora,Son,1,1,7786,92,1060,0
2020-08-14,14/08/2020,26,Sonora,Son,1,2,2226,908,192,0
2020-08-14,14/08/2020,26,Sonora,Son,2,1,6876,152,931,0
2020-08-14,14/08/2020,26,Sonora,Son,2,2,2856,1208,307,0
2020-08-14,14/08/2020,27,Tabasco,Tab,1,1,10629,225,541,0
2020-08-14,14/08/2020,27,Tabasco,Tab,1,2,1540,644,30,0
2020-08-14,14/08/2020,27,Tabasco,Tab,2,1,10791,359,478,0
2020-08-14,14/08/2020,27,Tabasco,Tab,2,2,2442,1049,43,0
2020-08-14,14/08/2020,28,Tamaulipas,Tamps,1,1,7641,75,2363,0
2020-08-14,14/08/2020,28,Tamaulipas,Tamps,1,2,1422,460,305,0
2020-08-14,14/08/2020,28,Tamaulipas,Tamps,2,1,9425,154,2571,0
2020-08-14,14/08/2020,28,Tamaulipas,Tamps,2,2,1999,758,414,0
2020-08-14,14/08/2020,29,Tlaxcala,Tlax,1,1,1779,54,384,0
2020-08-14,14/08/2020,29,Tlaxcala,Tlax,1,2,684,237,34,0
2020-08-14,14/08/2020,29,Tlaxcala,Tlax,2,1,1935,101,469,0
2020-08-14,14/08/2020,29,Tlaxcala,Tlax,2,2,1128,461,55,0
2020-08-14,14/08/2020,30,Veracruz,Ver,1,1,7493,100,928,0
2020-08-14,14/08/2020,30,Veracruz,Ver,1,2,3274,1050,335,0
2020-08-14,14/08/2020,30,Veracruz,Ver,2,1,8564,203,1058,0
2020-08-14,14/08/2020,30,Veracruz,Ver,2,2,5702,1945,469,0
2020-08-14,14/08/2020,31,Yucatán,Yuc,1,1,4259,48,180,0
2020-08-14,14/08/2020,31,Yucatán,Yuc,1,2,1141,341,37,0
2020-08-14,14/08/2020,31,Yucatán,Yuc,2,1,5099,91,193,0
2020-08-14,14/08/2020,31,Yucatán,Yuc,2,2,1807,629,67,0
2020-08-14,14/08/2020,32,Zacatecas,Zac,1,1,1432,14,107,0
2020-08-14,14/08/2020,32,Zacatecas,Zac,1,2,460,136,24,0
2020-08-14,14/08/2020,32,Zacatecas,Zac,2,1,1501,34,134,0
2020-08-14,14/08/2020,32,Zacatecas,Zac,2,2,562,181,27,0
2020-08-15,15/08/2020,1,Aguascalientes,Ags,1,1,1962,15,234,0
2020-08-15,15/08/2020,1,Aguascalientes,Ags,1,2,495,122,32,0
2020-08-15,15/08/2020,1,Aguascalientes,Ags,2,1,1696,15,172,0
2020-08-15,15/08/2020,1,Aguascalientes,Ags,2,2,618,162,53,0
2020-08-15,15/08/2020,2,Baja California,BC,1,1,5148,50,445,0
2020-08-15,15/08/2020,2,Baja California,BC,1,2,2284,1091,105,0
2020-08-15,15/08/2020,2,Baja California,BC,2,1,4510,81,315,0
2020-08-15,15/08/2020,2,Baja California,BC,2,2,3354,1694,150,0
2020-08-15,15/08/2020,3,Baja California Sur,BCS,1,1,2715,16,219,0
2020-08-15,15/08/2020,3,Baja California Sur,BCS,1,2,323,92,21,0
2020-08-15,15/08/2020,3,Baja California Sur,BCS,2,1,2682,28,186,0
2020-08-15,15/08/2020,3,Baja California Sur,BCS,2,2,488,128,29,0
2020-08-15,15/08/2020,4,Campeche,Camp,1,1,1479,12,48,0
2020-08-15,15/08/2020,4,Campeche,Camp,1,2,603,218,15,0
2020-08-15,15/08/2020,4,Campeche,Camp,2,1,2035,38,38,0
2020-08-15,15/08/2020,4,Campeche,Camp,2,2,1058,402,24,0
2020-08-15,15/08/2020,5,Coahuila,Coah,1,1,7687,77,1534,0
2020-08-15,15/08/2020,5,Coahuila,Coah,1,2,1019,380,198,0
2020-08-15,15/08/2020,5,Coahuila,Coah,2,1,7380,115,1371,0
2020-08-15,15/08/2020,5,Coahuila,Coah,2,2,1361,518,268,0
2020-08-15,15/08/2020,6,Colima,Col,1,1,944,6,139,0
2020-08-15,15/08/2020,6,Colima,Col,1,2,294,103,32,0
2020-08-15,15/08/2020,6,Colima,Col,2,1,938,14,112,0
2020-08-15,15/08/2020,6,Colima,Col,2,2,482,166,58,0
2020-08-15,15/08/2020,7,Chiapas,Chis,1,1,1757,18,83,0
2020-08-15,15/08/2020,7,Chiapas,Chis,1,2,779,299,15,0
2020-08-15,15/08/2020,7,Chiapas,Chis,2,1,2006,52,93,0
2020-08-15,15/08/2020,7,Chiapas,Chis,2,2,1521,668,33,0
2020-08-15,15/08/2020,8,Chihuahua,Chih,1,1,2064,26,1268,0
2020-08-15,15/08/2020,8,Chihuahua,Chih,1,2,967,364,232,0
2020-08-15,15/08/2020,8,Chihuahua,Chih,2,1,2093,38,1028,0
2020-08-15,15/08/2020,8,Chihuahua,Chih,2,2,1402,599,285,0
2020-08-15,15/08/2020,9,Ciudad de México,CDMX,1,1,35123,324,7150,0
2020-08-15,15/08/2020,9,Ciudad de México,CDMX,1,2,6541,2244,1019,0
2020-08-15,15/08/2020,9,Ciudad de México,CDMX,2,1,32984,592,6242,0
2020-08-15,15/08/2020,9,Ciudad de México,CDMX,2,2,11019,4674,1582,0
2020-08-15,15/08/2020,10,Durango,Dgo,1,1,2325,29,554,0
2020-08-15,15/08/2020,10,Durango,Dgo,1,2,381,112,43,0
2020-08-15,15/08/2020,10,Durango,Dgo,2,1,2080,42,496,0
2020-08-15,15/08/2020,10,Durango,Dgo,2,2,481,191,55,0
2020-08-15,15/08/2020,11,Guanajuato,Gto,1,1,11313,111,1097,0
2020-08-15,15/08/2020,11,Guanajuato,Gto,1,2,1848,381,122,0
2020-08-15,15/08/2020,11,Guanajuato,Gto,2,1,10389,227,900,0
2020-08-15,15/08/2020,11,Guanajuato,Gto,2,2,2763,650,178,0
2020-08-15,15/08/2020,12,Guerrero,Gro,1,1,4951,39,473,0
2020-08-15,15/08/2020,12,Guerrero,Gro,1,2,1123,493,74,0
2020-08-15,15/08/2020,12,Guerrero,Gro,2,1,5045,73,440,0
2020-08-15,15/08/2020,12,Guerrero,Gro,2,2,2022,942,98,0
2020-08-15,15/08/2020,13,Hidalgo,Hgo,1,1,2769,18,221,0
2020-08-15,15/08/2020,13,Hidalgo,Hgo,1,2,1125,419,54,0
2020-08-15,15/08/2020,13,Hidalgo,Hgo,2,1,2666,60,213,0
2020-08-15,15/08/2020,13,Hidalgo,Hgo,2,2,2043,805,101,0
2020-08-15,15/08/2020,14,Jalisco,Jal,1,1,5810,71,1431,0
2020-08-15,15/08/2020,14,Jalisco,Jal,1,2,1961,635,363,0
2020-08-15,15/08/2020,14,Jalisco,Jal,2,1,5343,159,1253,0
2020-08-15,15/08/2020,14,Jalisco,Jal,2,2,3109,1131,578,0
2020-08-15,15/08/2020,15,México,Mex,1,1,19070,172,10115,0
2020-08-15,15/08/2020,15,México,Mex,1,2,9286,2821,1210,0
2020-08-15,15/08/2020,15,México,Mex,2,1,17427,405,9320,0
2020-08-15,15/08/2020,15,México,Mex,2,2,15227,5798,1804,0
2020-08-15,15/08/2020,16,Michoacán,Mich,1,1,4899,38,1071,0
2020-08-15,15/08/2020,16,Michoacán,Mich,1,2,871,303,139,0
2020-08-15,15/08/2020,16,Michoacán,Mich,2,1,4931,70,963,0
2020-08-15,15/08/2020,16,Michoacán,Mich,2,2,1466,566,180,0
2020-08-15,15/08/2020,17,Morelos,Mor,1,1,1269,29,142,0
2020-08-15,15/08/2020,17,Morelos,Mor,1,2,780,266,32,0
2020-08-15,15/08/2020,17,Morelos,Mor,2,1,1213,62,122,0
2020-08-15,15/08/2020,17,Morelos,Mor,2,2,1368,549,42,0
2020-08-15,15/08/2020,18,Nayarit,Nay,1,1,1565,7,96,0
2020-08-15,15/08/2020,18,Nayarit,Nay,1,2,466,158,30,0
2020-08-15,15/08/2020,18,Nayarit,Nay,2,1,1453,25,75,0
2020-08-15,15/08/2020,18,Nayarit,Nay,2,2,791,296,38,0
2020-08-15,15/08/2020,19,Nuevo León,NL,1,1,9127,150,1089,0
2020-08-15,15/08/2020,19,Nuevo León,NL,1,2,2101,532,226,0
2020-08-15,15/08/2020,19,Nuevo León,NL,2,1,9447,257,985,0
2020-08-15,15/08/2020,19,Nuevo León,NL,2,2,3052,822,330,0
2020-08-15,15/08/2020,20,Oaxaca,Oax,1,1,4522,66,330,0
2020-08-15,15/08/2020,20,Oaxaca,Oax,1,2,1048,328,94,0
2020-08-15,15/08/2020,20,Oaxaca,Oax,2,1,5033,135,308,0
2020-08-15,15/08/2020,20,Oaxaca,Oax,2,2,1699,615,119,0
2020-08-15,15/08/2020,21,Puebla,Pue,1,1,8188,137,1418,0
2020-08-15,15/08/2020,21,Puebla,Pue,1,2,2879,869,290,0
2020-08-15,15/08/2020,21,Puebla,Pue,2,1,8770,327,1566,0
2020-08-15,15/08/2020,21,Puebla,Pue,2,2,4281,1671,459,0
2020-08-15,15/08/2020,22,Querétaro,Qro,1,1,1492,9,85,0
2020-08-15,15/08/2020,22,Querétaro,Qro,1,2,636,168,13,0
2020-08-15,15/08/2020,22,Querétaro,Qro,2,1,1643,24,83,0
2020-08-15,15/08/2020,22,Querétaro,Qro,2,2,1026,347,21,0
2020-08-15,15/08/2020,23,Quintana Roo,Q. Roo,1,1,3055,31,244,0
2020-08-15,15/08/2020,23,Quintana Roo,Q. Roo,1,2,1023,400,44,0
2020-08-15,15/08/2020,23,Quintana Roo,Q. Roo,2,1,3394,62,291,0
2020-08-15,15/08/2020,23,Quintana Roo,Q. Roo,2,2,1766,723,71,0
2020-08-15,15/08/2020,24,San Luis Potosí,SLP,1,1,6021,61,1349,0
2020-08-15,15/08/2020,24,San Luis Potosí,SLP,1,2,847,248,118,0
2020-08-15,15/08/2020,24,San Luis Potosí,SLP,2,1,6091,116,1306,0
2020-08-15,15/08/2020,24,San Luis Potosí,SLP,2,2,1148,425,174,0
2020-08-15,15/08/2020,25,Sinaloa,Sin,1,1,4878,79,548,0
2020-08-15,15/08/2020,25,Sinaloa,Sin,1,2,2229,938,170,0
2020-08-15,15/08/2020,25,Sinaloa,Sin,2,1,4378,124,481,0
2020-08-15,15/08/2020,25,Sinaloa,Sin,2,2,2981,1401,224,0
2020-08-15,15/08/2020,26,Sonora,Son,1,1,7849,92,1004,0
2020-08-15,15/08/2020,26,Sonora,Son,1,2,2242,914,183,0
2020-08-15,15/08/2020,26,Sonora,Son,2,1,6949,152,873,0
2020-08-15,15/08/2020,26,Sonora,Son,2,2,2890,1215,288,0
2020-08-15,15/08/2020,27,Tabasco,Tab,1,1,10731,232,557,0
2020-08-15,15/08/2020,27,Tabasco,Tab,1,2,1546,652,40,0
2020-08-15,15/08/2020,27,Tabasco,Tab,2,1,10871,364,490,0
2020-08-15,15/08/2020,27,Tabasco,Tab,2,2,2453,1057,45,0
2020-08-15,15/08/2020,28,Tamaulipas,Tamps,1,1,7709,77,2420,0
2020-08-15,15/08/2020,28,Tamaulipas,Tamps,1,2,1439,488,309,0
2020-08-15,15/08/2020,28,Tamaulipas,Tamps,2,1,9478,167,2675,0
2020-08-15,15/08/2020,28,Tamaulipas,Tamps,2,2,2021,797,406,0
2020-08-15,15/08/2020,29,Tlaxcala,Tlax,1,1,1793,54,265,0
2020-08-15,15/08/2020,29,Tlaxcala,Tlax,1,2,688,238,44,0
2020-08-15,15/08/2020,29,Tlaxcala,Tlax,2,1,1952,102,401,0
2020-08-15,15/08/2020,29,Tlaxcala,Tlax,2,2,1133,464,51,0
2020-08-15,15/08/2020,30,Veracruz,Ver,1,1,7589,101,889,0
2020-08-15,15/08/2020,30,Veracruz,Ver,1,2,3304,1059,342,0
2020-08-15,15/08/2020,30,Veracruz,Ver,2,1,8681,206,988,0
2020-08-15,15/08/2020,30,Veracruz,Ver,2,2,5751,1961,449,0
2020-08-15,15/08/2020,31,Yucatán,Yuc,1,1,4290,48,195,0
2020-08-15,15/08/2020,31,Yucatán,Yuc,1,2,1156,345,39,0
2020-08-15,15/08/2020,31,Yucatán,Yuc,2,1,5138,91,201,0
2020-08-15,15/08/2020,31,Yucatán,Yuc,2,2,1818,635,70,0
2020-08-15,15/08/2020,32,Zacatecas,Zac,1,1,1461,14,133,0
2020-08-15,15/08/2020,32,Zacatecas,Zac,1,2,465,137,30,0
2020-08-15,15/08/2020,32,Zacatecas,Zac,2,1,1551,36,130,0
2020-08-15,15/08/2020,32,Zacatecas,Zac,2,2,571,186,30,0
2020-08-16,16/08/2020,1,Aguascalientes,Ags,1,1,1977,15,214,0
2020-08-16,16/08/2020,1,Aguascalientes,Ags,1,2,498,122,32,0
2020-08-16,16/08/2020,1,Aguascalientes,Ags,2,1,1710,15,164,0
2020-08-16,16/08/2020,1,Aguascalientes,Ags,2,2,627,162,45,0
2020-08-16,16/08/2020,2,Baja California,BC,1,1,5174,50,416,0
2020-08-16,16/08/2020,2,Baja California,BC,1,2,2291,1093,99,0
2020-08-16,16/08/2020,2,Baja California,BC,2,1,4523,82,311,0
2020-08-16,16/08/2020,2,Baja California,BC,2,2,3364,1698,145,0
2020-08-16,16/08/2020,3,Baja California Sur,BCS,1,1,2777,16,170,0
2020-08-16,16/08/2020,3,Baja California Sur,BCS,1,2,329,93,17,0
2020-08-16,16/08/2020,3,Baja California Sur,BCS,2,1,2729,28,134,0
2020-08-16,16/08/2020,3,Baja California Sur,BCS,2,2,495,128,22,0
2020-08-16,16/08/2020,4,Campeche,Camp,1,1,1482,12,34,0
2020-08-16,16/08/2020,4,Campeche,Camp,1,2,606,221,8,0
2020-08-16,16/08/2020,4,Campeche,Camp,2,1,2039,39,36,0
2020-08-16,16/08/2020,4,Campeche,Camp,2,2,1063,407,16,0
2020-08-16,16/08/2020,5,Coahuila,Coah,1,1,7808,77,1479,0
2020-08-16,16/08/2020,5,Coahuila,Coah,1,2,1033,380,195,0
2020-08-16,16/08/2020,5,Coahuila,Coah,2,1,7503,116,1267,0
2020-08-16,16/08/2020,5,Coahuila,Coah,2,2,1374,522,258,0
2020-08-16,16/08/2020,6,Colima,Col,1,1,974,6,125,0
2020-08-16,16/08/2020,6,Colima,Col,1,2,295,103,33,0
2020-08-16,16/08/2020,6,Colima,Col,2,1,969,15,82,0
2020-08-16,16/08/2020,6,Colima,Col,2,2,490,168,50,0
2020-08-16,16/08/2020,7,Chiapas,Chis,1,1,1760,19,78,0
2020-08-16,16/08/2020,7,Chiapas,Chis,1,2,779,299,17,0
2020-08-16,16/08/2020,7,Chiapas,Chis,2,1,2011,52,78,0
2020-08-16,16/08/2020,7,Chiapas,Chis,2,2,1522,668,33,0
2020-08-16,16/08/2020,8,Chihuahua,Chih,1,1,2086,26,1263,0
2020-08-16,16/08/2020,8,Chihuahua,Chih,1,2,971,364,230,0
2020-08-16,16/08/2020,8,Chihuahua,Chih,2,1,2120,38,1029,0
2020-08-16,16/08/2020,8,Chihuahua,Chih,2,2,1404,599,288,0
2020-08-16,16/08/2020,9,Ciudad de México,CDMX,1,1,35348,326,6804,0
2020-08-16,16/08/2020,9,Ciudad de México,CDMX,1,2,6562,2253,1007,0
2020-08-16,16/08/2020,9,Ciudad de México,CDMX,2,1,33198,592,5997,0
2020-08-16,16/08/2020,9,Ciudad de México,CDMX,2,2,11051,4685,1592,0
2020-08-16,16/08/2020,10,Durango,Dgo,1,1,2347,29,487,0
2020-08-16,16/08/2020,10,Durango,Dgo,1,2,381,112,39,0
2020-08-16,16/08/2020,10,Durango,Dgo,2,1,2101,42,439,0
2020-08-16,16/08/2020,10,Durango,Dgo,2,2,488,191,53,0
2020-08-16,16/08/2020,11,Guanajuato,Gto,1,1,11466,111,956,0
2020-08-16,16/08/2020,11,Guanajuato,Gto,1,2,1866,381,118,0
2020-08-16,16/08/2020,11,Guanajuato,Gto,2,1,10511,227,798,0
2020-08-16,16/08/2020,11,Guanajuato,Gto,2,2,2782,657,170,0
2020-08-16,16/08/2020,12,Guerrero,Gro,1,1,4987,39,428,0
2020-08-16,16/08/2020,12,Guerrero,Gro,1,2,1129,495,87,0
2020-08-16,16/08/2020,12,Guerrero,Gro,2,1,5101,73,374,0
2020-08-16,16/08/2020,12,Guerrero,Gro,2,2,2037,945,93,0
2020-08-16,16/08/2020,13,Hidalgo,Hgo,1,1,2804,18,163,0
2020-08-16,16/08/2020,13,Hidalgo,Hgo,1,2,1141,420,50,0
2020-08-16,16/08/2020,13,Hidalgo,Hgo,2,1,2711,61,156,0
2020-08-16,16/08/2020,13,Hidalgo,Hgo,2,2,2073,818,86,0
2020-08-16,16/08/2020,14,Jalisco,Jal,1,1,5866,71,1331,0
2020-08-16,16/08/2020,14,Jalisco,Jal,1,2,1980,639,367,0
2020-08-16,16/08/2020,14,Jalisco,Jal,2,1,5395,160,1195,0
2020-08-16,16/08/2020,14,Jalisco,Jal,2,2,3140,1139,578,0
2020-08-16,16/08/2020,15,México,Mex,1,1,19220,173,9859,0
2020-08-16,16/08/2020,15,México,Mex,1,2,9338,2824,1160,0
2020-08-16,16/08/2020,15,México,Mex,2,1,17571,405,9099,0
2020-08-16,16/08/2020,15,México,Mex,2,2,15302,5809,1719,0
2020-08-16,16/08/2020,16,Michoacán,Mich,1,1,4991,38,938,0
2020-08-16,16/08/2020,16,Michoacán,Mich,1,2,882,307,128,0
2020-08-16,16/08/2020,16,Michoacán,Mich,2,1,4994,70,838,0
2020-08-16,16/08/2020,16,Michoacán,Mich,2,2,1485,570,178,0
2020-08-16,16/08/2020,17,Morelos,Mor,1,1,1277,29,126,0
2020-08-16,16/08/2020,17,Morelos,Mor,1,2,781,266,27,0
2020-08-16,16/08/2020,17,Morelos,Mor,2,1,1222,62,122,0
2020-08-16,16/08/2020,17,Morelos,Mor,2,2,1372,549,40,0
2020-08-16,16/08/2020,18,Nayarit,Nay,1,1,1599,7,67,0
2020-08-16,16/08/2020,18,Nayarit,Nay,1,2,481,160,17,0
2020-08-16,16/08/2020,18,Nayarit,Nay,2,1,1472,25,63,0
2020-08-16,16/08/2020,18,Nayarit,Nay,2,2,804,298,30,0
2020-08-16,16/08/2020,19,Nuevo León,NL,1,1,9217,150,1082,0
2020-08-16,16/08/2020,19,Nuevo León,NL,1,2,2124,532,226,0
