yearm,CVE_construccion,anio,mes,month,codigo_actividad,descripcion_actividad,codigo_entidad,entidad,vp_total_entidad,unidad_medida,estatus,Tipo,vp_total_entidad_1
01/07/2015,2,2015,7,julio,23,Construcción,14,Jalisco,23569.399344,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",93816.52976600001
01/08/2015,2,2015,8,agosto,23,Construcción,14,Jalisco,23324.110933,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",26487.615529
01/09/2015,2,2015,9,septiembre,23,Construcción,14,Jalisco,50426.57155,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",52721.68667
01/10/2015,2,2015,10,octubre,23,Construcción,14,Jalisco,15720.772952,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",67737.75003900001
01/11/2015,2,2015,11,noviembre,23,Construcción,14,Jalisco,29883.58336,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",74953.43894399999
01/12/2015,2,2015,12,diciembre,23,Construcción,14,Jalisco,86260.518988,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",84081.52140500001
01/01/2016,2,2016,1,enero,23,Construcción,14,Jalisco,7233.239986,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",134994.487585
01/02/2016,2,2016,2,febrero,23,Construcción,14,Jalisco,7375.920488,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",57068.230969
01/03/2016,2,2016,3,marzo,23,Construcción,14,Jalisco,16486.687877,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",40355.060647
01/04/2016,2,2016,4,abril,23,Construcción,14,Jalisco,9748.073522999999,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",13258.654943
01/05/2016,2,2016,5,mayo,23,Construcción,14,Jalisco,20363.941997,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",37066.017056
01/06/2016,2,2016,6,junio,23,Construcción,14,Jalisco,45369.837083,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",34679.840446
01/07/2016,2,2016,7,julio,23,Construcción,14,Jalisco,44779.252749,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",23569.399344
01/08/2016,2,2016,8,agosto,23,Construcción,14,Jalisco,92353.423215,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",23324.110933
01/09/2016,2,2016,9,septiembre,23,Construcción,14,Jalisco,61387.553401,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",50426.57155
01/10/2016,2,2016,10,octubre,23,Construcción,14,Jalisco,157245.706605,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",15720.772952
01/11/2016,2,2016,11,noviembre,23,Construcción,14,Jalisco,6847.214079,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",29883.58336
01/12/2016,2,2016,12,diciembre,23,Construcción,14,Jalisco,22667.545513,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",86260.518988
01/01/2017,2,2017,1,enero,23,Construcción,14,Jalisco,8500.072284,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",7233.239986
01/02/2017,2,2017,2,febrero,23,Construcción,14,Jalisco,20438.421002,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",7375.920488
01/03/2017,2,2017,3,marzo,23,Construcción,14,Jalisco,36092.649415,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",16486.687877
01/04/2017,2,2017,4,abril,23,Construcción,14,Jalisco,44193.855117,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",9748.073522999999
01/05/2017,2,2017,5,mayo,23,Construcción,14,Jalisco,53351.17456,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",20363.941997
01/06/2017,2,2017,6,junio,23,Construcción,14,Jalisco,100750.151571,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",45369.837083
01/07/2017,2,2017,7,julio,23,Construcción,14,Jalisco,193838.75868,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",44779.252749
01/08/2017,2,2017,8,agosto,23,Construcción,14,Jalisco,211083.654242,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",92353.423215
01/09/2017,2,2017,9,septiembre,23,Construcción,14,Jalisco,123269.603179,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",61387.553401
01/10/2017,2,2017,10,octubre,23,Construcción,14,Jalisco,139832.020747,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",157245.706605
01/11/2017,2,2017,11,noviembre,23,Construcción,14,Jalisco,126207.436532,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",6847.214079
01/12/2017,2,2017,12,diciembre,23,Construcción,14,Jalisco,110714.609138,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",22667.545513
01/01/2018,2,2018,1,enero,23,Construcción,14,Jalisco,65065.790764,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",8500.072284
01/02/2018,2,2018,2,febrero,23,Construcción,14,Jalisco,116711.105938,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",20438.421002
01/03/2018,2,2018,3,marzo,23,Construcción,14,Jalisco,77031.236343,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",36092.649415
01/04/2018,2,2018,4,abril,23,Construcción,14,Jalisco,41006.592288,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",44193.855117
01/05/2018,2,2018,5,mayo,23,Construcción,14,Jalisco,30985.546796,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",53351.17456
01/06/2018,2,2018,6,junio,23,Construcción,14,Jalisco,59246.210322,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",100750.151571
01/07/2018,2,2018,7,julio,23,Construcción,14,Jalisco,67598.378002,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",193838.75868
01/08/2018,2,2018,8,agosto,23,Construcción,14,Jalisco,129625.874508,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",211083.654242
01/09/2018,2,2018,9,septiembre,23,Construcción,14,Jalisco,27449.122232,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",123269.603179
01/10/2018,2,2018,10,octubre,23,Construcción,14,Jalisco,40410.144246,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",139832.020747
01/11/2018,2,2018,11,noviembre,23,Construcción,14,Jalisco,51211.712097,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",126207.436532
01/12/2018,2,2018,12,diciembre,23,Construcción,14,Jalisco,260368.992067,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",110714.609138
01/01/2019,2,2019,1,enero,23,Construcción,14,Jalisco,72392.115921,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",65065.790764
01/02/2019,2,2019,2,febrero,23,Construcción,14,Jalisco,76974.82621100001,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",116711.105938
01/03/2019,2,2019,3,marzo,23,Construcción,14,Jalisco,64039.968337,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",77031.236343
01/04/2019,2,2019,4,abril,23,Construcción,14,Jalisco,36318.526533,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",41006.592288
01/05/2019,2,2019,5,mayo,23,Construcción,14,Jalisco,12259.888664,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",30985.546796
01/06/2019,2,2019,6,junio,23,Construcción,14,Jalisco,4589.505296,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",59246.210322
01/07/2019,2,2019,7,julio,23,Construcción,14,Jalisco,35107.249789,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",67598.378002
01/08/2019,2,2019,8,agosto,23,Construcción,14,Jalisco,26951.806134,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",129625.874508
01/09/2019,2,2019,9,septiembre,23,Construcción,14,Jalisco,34664.337027,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",27449.122232
01/10/2019,2,2019,10,octubre,23,Construcción,14,Jalisco,62355.954217,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",40410.144246
01/11/2019,2,2019,11,noviembre,23,Construcción,14,Jalisco,79702.994733,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",51211.712097
01/12/2019,2,2019,12,diciembre,23,Construcción,14,Jalisco,59182.550777,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",260368.992067
01/01/2020,2,2020,1,enero,23,Construcción,14,Jalisco,22080.088737,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",72392.115921
01/02/2020,2,2020,2,febrero,23,Construcción,14,Jalisco,27239.59636,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",76974.82621100001
01/03/2020,2,2020,3,marzo,23,Construcción,14,Jalisco,37361.526043,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",64039.968337
01/04/2020,2,2020,4,abril,23,Construcción,14,Jalisco,14815.366333,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",36318.526533
01/05/2020,2,2020,5,mayo,23,Construcción,14,Jalisco,10830.463534,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",12259.888664
01/06/2020,2,2020,6,junio,23,Construcción,14,Jalisco,11744.094036,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",4589.505296
01/07/2020,2,2020,7,julio,23,Construcción,14,Jalisco,24027.559667,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",35107.249789
01/08/2020,2,2020,8,agosto,23,Construcción,14,Jalisco,37773.81737,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",26951.806134
01/09/2020,2,2020,9,septiembre,23,Construcción,14,Jalisco,21535.787586,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",34664.337027
01/10/2020,2,2020,10,octubre,23,Construcción,14,Jalisco,26651.493425,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",62355.954217
01/11/2020,2,2020,11,noviembre,23,Construcción,14,Jalisco,35591.885007,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",79702.994733
01/12/2020,2,2020,12,diciembre,23,Construcción,14,Jalisco,33623.378935,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",59182.550777
01/01/2021,2,2021,1,enero,23,Construcción,14,Jalisco,30596.720872,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",22080.088737
01/02/2021,2,2021,2,febrero,23,Construcción,14,Jalisco,23280.662022,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",27239.59636
01/03/2021,2,2021,3,marzo,23,Construcción,14,Jalisco,34228.177343,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",37361.526043
01/04/2021,2,2021,4,abril,23,Construcción,14,Jalisco,45258.164011,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",14815.366333
01/05/2021,2,2021,5,mayo,23,Construcción,14,Jalisco,29450.746739,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",10830.463534
01/06/2021,2,2021,6,junio,23,Construcción,14,Jalisco,53047.908081,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",11744.094036
01/07/2021,2,2021,7,julio,23,Construcción,14,Jalisco,30572.084864,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",24027.559667
01/08/2021,2,2021,8,agosto,23,Construcción,14,Jalisco,25183.41461,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",37773.81737
01/09/2021,2,2021,9,septiembre,23,Construcción,14,Jalisco,37467.199476,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",21535.787586
01/10/2021,2,2021,10,octubre,23,Construcción,14,Jalisco,44305.7165,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",26651.493425
01/11/2021,2,2021,11,noviembre,23,Construcción,14,Jalisco,32404.444355,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",35591.885007
01/12/2021,2,2021,12,diciembre,23,Construcción,14,Jalisco,38872.649811,Miles de pesos constantes,Cifras definitivas,"Agua, riego y saneamiento",33623.378935
01/01/2022,2,2022,1,enero,23,Construcción,14,Jalisco,23114.976359,Miles de pesos constantes,Cifras preliminares,"Agua, riego y saneamiento",30596.720872
01/02/2022,2,2022,2,febrero,23,Construcción,14,Jalisco,45289.381443,Miles de pesos constantes,Cifras preliminares,"Agua, riego y saneamiento",23280.662022
01/03/2022,2,2022,3,marzo,23,Construcción,14,Jalisco,42056.086409,Miles de pesos constantes,Cifras preliminares,"Agua, riego y saneamiento",34228.177343
01/04/2022,2,2022,4,abril,23,Construcción,14,Jalisco,44486.778179,Miles de pesos constantes,Cifras preliminares,"Agua, riego y saneamiento",45258.164011
01/05/2022,2,2022,5,mayo,23,Construcción,14,Jalisco,75914.548217,Miles de pesos constantes,Cifras preliminares,"Agua, riego y saneamiento",29450.746739
01/06/2022,2,2022,6,junio,23,Construcción,14,Jalisco,63233.477259,Miles de pesos constantes,Cifras preliminares,"Agua, riego y saneamiento",53047.908081
01/07/2022,2,2022,7,julio,23,Construcción,14,Jalisco,48202.016536,Miles de pesos constantes,Cifras preliminares,"Agua, riego y saneamiento",30572.084864
01/08/2022,2,2022,8,agosto,23,Construcción,14,Jalisco,56586.83453,Miles de pesos constantes,Cifras preliminares,"Agua, riego y saneamiento",25183.41461
01/09/2022,2,2022,9,septiembre,23,Construcción,14,Jalisco,52992.388548,Miles de pesos constantes,Cifras preliminares,"Agua, riego y saneamiento",37467.199476
01/10/2022,2,2022,10,octubre,23,Construcción,14,Jalisco,103065.624928,Miles de pesos constantes,Cifras preliminares,"Agua, riego y saneamiento",44305.7165
01/11/2022,2,2022,11,noviembre,23,Construcción,14,Jalisco,81119.448427,Miles de pesos constantes,Cifras preliminares,"Agua, riego y saneamiento",32404.444355
01/12/2022,2,2022,12,diciembre,23,Construcción,14,Jalisco,113081.914914,Miles de pesos constantes,Cifras preliminares,"Agua, riego y saneamiento",38872.649811
01/01/2023,2,2023,1,enero,23,Construcción,14,Jalisco,141243.99951,Miles de pesos constantes,Cifras preliminares,"Agua, riego y saneamiento",23114.976359
01/02/2023,2,2023,2,febrero,23,Construcción,14,Jalisco,112280.728705,Miles de pesos constantes,Cifras preliminares,"Agua, riego y saneamiento",45289.381443
01/03/2023,2,2023,3,marzo,23,Construcción,14,Jalisco,120443.255214,Miles de pesos constantes,Cifras preliminares,"Agua, riego y saneamiento",42056.086409
01/01/2006,3,2006,1,enero,23,Construcción,14,Jalisco,117052.191569,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,
01/02/2006,3,2006,2,febrero,23,Construcción,14,Jalisco,48514.926461,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,
01/03/2006,3,2006,3,marzo,23,Construcción,14,Jalisco,63418.297178,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,
01/04/2006,3,2006,4,abril,23,Construcción,14,Jalisco,50409.359848,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,
01/05/2006,3,2006,5,mayo,23,Construcción,14,Jalisco,43969.059845,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,
01/06/2006,3,2006,6,junio,23,Construcción,14,Jalisco,15220.773916,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,
01/07/2006,3,2006,7,julio,23,Construcción,14,Jalisco,35185.190902,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,
01/08/2006,3,2006,8,agosto,23,Construcción,14,Jalisco,65040.481505,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,
01/09/2006,3,2006,9,septiembre,23,Construcción,14,Jalisco,43778.736133,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,
01/10/2006,3,2006,10,octubre,23,Construcción,14,Jalisco,62457.263759,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,
01/11/2006,3,2006,11,noviembre,23,Construcción,14,Jalisco,76801.141601,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,
01/12/2006,3,2006,12,diciembre,23,Construcción,14,Jalisco,94116.17969600001,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,
01/01/2007,3,2007,1,enero,23,Construcción,14,Jalisco,100001.713819,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,117052.191569
01/02/2007,3,2007,2,febrero,23,Construcción,14,Jalisco,56897.826126,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,48514.926461
01/03/2007,3,2007,3,marzo,23,Construcción,14,Jalisco,40170.248101,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,63418.297178
01/04/2007,3,2007,4,abril,23,Construcción,14,Jalisco,63959.520536,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,50409.359848
01/05/2007,3,2007,5,mayo,23,Construcción,14,Jalisco,50985.402927,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,43969.059845
01/06/2007,3,2007,6,junio,23,Construcción,14,Jalisco,44341.767306,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,15220.773916
01/07/2007,3,2007,7,julio,23,Construcción,14,Jalisco,31499.010726,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,35185.190902
01/08/2007,3,2007,8,agosto,23,Construcción,14,Jalisco,36583.802383,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,65040.481505
01/09/2007,3,2007,9,septiembre,23,Construcción,14,Jalisco,38434.622284,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,43778.736133
01/10/2007,3,2007,10,octubre,23,Construcción,14,Jalisco,35409.537503,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,62457.263759
01/11/2007,3,2007,11,noviembre,23,Construcción,14,Jalisco,39971.658392,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,76801.141601
01/12/2007,3,2007,12,diciembre,23,Construcción,14,Jalisco,91000.674463,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,94116.17969600001
01/01/2008,3,2008,1,enero,23,Construcción,14,Jalisco,121599.643343,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,100001.713819
01/02/2008,3,2008,2,febrero,23,Construcción,14,Jalisco,207719.209502,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,56897.826126
01/03/2008,3,2008,3,marzo,23,Construcción,14,Jalisco,279943.70876,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,40170.248101
01/04/2008,3,2008,4,abril,23,Construcción,14,Jalisco,349249.472514,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,63959.520536
01/05/2008,3,2008,5,mayo,23,Construcción,14,Jalisco,266256.690721,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,50985.402927
01/06/2008,3,2008,6,junio,23,Construcción,14,Jalisco,274066.837962,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,44341.767306
01/07/2008,3,2008,7,julio,23,Construcción,14,Jalisco,344465.932648,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,31499.010726
01/08/2008,3,2008,8,agosto,23,Construcción,14,Jalisco,320330.642407,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,36583.802383
01/09/2008,3,2008,9,septiembre,23,Construcción,14,Jalisco,366541.185939,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,38434.622284
01/10/2008,3,2008,10,octubre,23,Construcción,14,Jalisco,502341.006312,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,35409.537503
01/11/2008,3,2008,11,noviembre,23,Construcción,14,Jalisco,474268.735929,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,39971.658392
01/12/2008,3,2008,12,diciembre,23,Construcción,14,Jalisco,583310.425263,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,91000.674463
01/01/2009,3,2009,1,enero,23,Construcción,14,Jalisco,383528.087863,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,121599.643343
01/02/2009,3,2009,2,febrero,23,Construcción,14,Jalisco,215757.891643,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,207719.209502
01/03/2009,3,2009,3,marzo,23,Construcción,14,Jalisco,374561.151095,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,279943.70876
01/04/2009,3,2009,4,abril,23,Construcción,14,Jalisco,378106.232208,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,349249.472514
01/05/2009,3,2009,5,mayo,23,Construcción,14,Jalisco,367354.120214,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,266256.690721
01/06/2009,3,2009,6,junio,23,Construcción,14,Jalisco,257711.269984,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,274066.837962
01/07/2009,3,2009,7,julio,23,Construcción,14,Jalisco,332303.852034,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,344465.932648
01/08/2009,3,2009,8,agosto,23,Construcción,14,Jalisco,326071.397637,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,320330.642407
01/09/2009,3,2009,9,septiembre,23,Construcción,14,Jalisco,299397.239073,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,366541.185939
01/10/2009,3,2009,10,octubre,23,Construcción,14,Jalisco,329960.565636,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,502341.006312
01/11/2009,3,2009,11,noviembre,23,Construcción,14,Jalisco,248610.283134,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,474268.735929
01/12/2009,3,2009,12,diciembre,23,Construcción,14,Jalisco,275223.576504,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,583310.425263
01/01/2010,3,2010,1,enero,23,Construcción,14,Jalisco,433585.814924,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,383528.087863
01/02/2010,3,2010,2,febrero,23,Construcción,14,Jalisco,483769.81041,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,215757.891643
01/03/2010,3,2010,3,marzo,23,Construcción,14,Jalisco,361754.050601,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,374561.151095
01/04/2010,3,2010,4,abril,23,Construcción,14,Jalisco,504603.604886,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,378106.232208
01/05/2010,3,2010,5,mayo,23,Construcción,14,Jalisco,461649.891381,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,367354.120214
01/06/2010,3,2010,6,junio,23,Construcción,14,Jalisco,424703.703654,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,257711.269984
01/07/2010,3,2010,7,julio,23,Construcción,14,Jalisco,351727.468281,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,332303.852034
01/08/2010,3,2010,8,agosto,23,Construcción,14,Jalisco,325828.144898,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,326071.397637
01/09/2010,3,2010,9,septiembre,23,Construcción,14,Jalisco,436122.630777,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,299397.239073
01/10/2010,3,2010,10,octubre,23,Construcción,14,Jalisco,441165.723958,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,329960.565636
01/11/2010,3,2010,11,noviembre,23,Construcción,14,Jalisco,382905.621338,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,248610.283134
01/12/2010,3,2010,12,diciembre,23,Construcción,14,Jalisco,350134.938034,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,275223.576504
01/01/2011,3,2011,1,enero,23,Construcción,14,Jalisco,588181.185605,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,433585.814924
01/02/2011,3,2011,2,febrero,23,Construcción,14,Jalisco,636409.499832,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,483769.81041
01/03/2011,3,2011,3,marzo,23,Construcción,14,Jalisco,490865.472968,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,361754.050601
01/04/2011,3,2011,4,abril,23,Construcción,14,Jalisco,516043.914732,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,504603.604886
01/05/2011,3,2011,5,mayo,23,Construcción,14,Jalisco,271309.302392,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,461649.891381
01/06/2011,3,2011,6,junio,23,Construcción,14,Jalisco,527312.346546,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,424703.703654
01/07/2011,3,2011,7,julio,23,Construcción,14,Jalisco,518995.043867,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,351727.468281
01/08/2011,3,2011,8,agosto,23,Construcción,14,Jalisco,385198.231029,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,325828.144898
01/09/2011,3,2011,9,septiembre,23,Construcción,14,Jalisco,371653.34785,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,436122.630777
01/10/2011,3,2011,10,octubre,23,Construcción,14,Jalisco,393940.642959,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,441165.723958
01/11/2011,3,2011,11,noviembre,23,Construcción,14,Jalisco,510535.261986,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,382905.621338
01/12/2011,3,2011,12,diciembre,23,Construcción,14,Jalisco,270722.050622,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,350134.938034
01/01/2012,3,2012,1,enero,23,Construcción,14,Jalisco,333721.299564,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,588181.185605
01/02/2012,3,2012,2,febrero,23,Construcción,14,Jalisco,497971.571227,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,636409.499832
01/03/2012,3,2012,3,marzo,23,Construcción,14,Jalisco,487026.517988,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,490865.472968
01/04/2012,3,2012,4,abril,23,Construcción,14,Jalisco,329093.669069,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,516043.914732
01/05/2012,3,2012,5,mayo,23,Construcción,14,Jalisco,398114.197616,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,271309.302392
01/06/2012,3,2012,6,junio,23,Construcción,14,Jalisco,368719.028817,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,527312.346546
01/07/2012,3,2012,7,julio,23,Construcción,14,Jalisco,264664.259242,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,518995.043867
01/08/2012,3,2012,8,agosto,23,Construcción,14,Jalisco,274822.074609,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,385198.231029
01/09/2012,3,2012,9,septiembre,23,Construcción,14,Jalisco,313017.483752,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,371653.34785
01/10/2012,3,2012,10,octubre,23,Construcción,14,Jalisco,330538.358487,Miles de pesos constantes,Cifras definitivas,Electricidad y telecomunicaciones,393940.642959
