yearm,CVE_construccion,anio,mes,month,codigo_actividad,descripcion_actividad,codigo_entidad,entidad,vp_total_entidad,unidad_medida,estatus,Tipo,vp_total_entidad_1
01/07/2022,3,2022,7,julio,23,Construcción,14,Jalisco,39950.504529,Miles de pesos constantes,Cifras preliminares,Electricidad y telecomunicaciones,52875.001929
01/08/2022,3,2022,8,agosto,23,Construcción,14,Jalisco,25822.723009,Miles de pesos constantes,Cifras preliminares,Electricidad y telecomunicaciones,78002.19688600001
01/09/2022,3,2022,9,septiembre,23,Construcción,14,Jalisco,94673.176756,Miles de pesos constantes,Cifras preliminares,Electricidad y telecomunicaciones,63237.574524
01/10/2022,3,2022,10,octubre,23,Construcción,14,Jalisco,31218.800299,Miles de pesos constantes,Cifras preliminares,Electricidad y telecomunicaciones,10430.03606
01/11/2022,3,2022,11,noviembre,23,Construcción,14,Jalisco,17198.280953,Miles de pesos constantes,Cifras preliminares,Electricidad y telecomunicaciones,65447.222487
01/12/2022,3,2022,12,diciembre,23,Construcción,14,Jalisco,40143.947184,Miles de pesos constantes,Cifras preliminares,Electricidad y telecomunicaciones,88282.722781
01/01/2023,3,2023,1,enero,23,Construcción,14,Jalisco,45804.529792,Miles de pesos constantes,Cifras preliminares,Electricidad y telecomunicaciones,30658.401142
01/02/2023,3,2023,2,febrero,23,Construcción,14,Jalisco,18345.663825,Miles de pesos constantes,Cifras preliminares,Electricidad y telecomunicaciones,36329.886583
01/03/2023,3,2023,3,marzo,23,Construcción,14,Jalisco,31145.066837,Miles de pesos constantes,Cifras preliminares,Electricidad y telecomunicaciones,27946.042161
01/01/2006,4,2006,1,enero,23,Construcción,14,Jalisco,644340.526153,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,
01/02/2006,4,2006,2,febrero,23,Construcción,14,Jalisco,598661.065323,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,
01/03/2006,4,2006,3,marzo,23,Construcción,14,Jalisco,527116.819308,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,
01/04/2006,4,2006,4,abril,23,Construcción,14,Jalisco,463880.152032,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,
01/05/2006,4,2006,5,mayo,23,Construcción,14,Jalisco,569847.719163,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,
01/06/2006,4,2006,6,junio,23,Construcción,14,Jalisco,621422.344779,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,
01/07/2006,4,2006,7,julio,23,Construcción,14,Jalisco,498454.722437,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,
01/08/2006,4,2006,8,agosto,23,Construcción,14,Jalisco,377350.649103,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,
01/09/2006,4,2006,9,septiembre,23,Construcción,14,Jalisco,454148.00147,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,
01/10/2006,4,2006,10,octubre,23,Construcción,14,Jalisco,695101.421805,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,
01/11/2006,4,2006,11,noviembre,23,Construcción,14,Jalisco,563617.093071,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,
01/12/2006,4,2006,12,diciembre,23,Construcción,14,Jalisco,1050386.017525,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,
01/01/2007,4,2007,1,enero,23,Construcción,14,Jalisco,700476.120454,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,644340.526153
01/02/2007,4,2007,2,febrero,23,Construcción,14,Jalisco,773406.424002,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,598661.065323
01/03/2007,4,2007,3,marzo,23,Construcción,14,Jalisco,405690.786898,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,527116.819308
01/04/2007,4,2007,4,abril,23,Construcción,14,Jalisco,371329.462635,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,463880.152032
01/05/2007,4,2007,5,mayo,23,Construcción,14,Jalisco,597549.5870459999,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,569847.719163
01/06/2007,4,2007,6,junio,23,Construcción,14,Jalisco,420671.611964,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,621422.344779
01/07/2007,4,2007,7,julio,23,Construcción,14,Jalisco,513295.183815,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,498454.722437
01/08/2007,4,2007,8,agosto,23,Construcción,14,Jalisco,443129.834588,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,377350.649103
01/09/2007,4,2007,9,septiembre,23,Construcción,14,Jalisco,515176.961455,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,454148.00147
01/10/2007,4,2007,10,octubre,23,Construcción,14,Jalisco,476919.117112,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,695101.421805
01/11/2007,4,2007,11,noviembre,23,Construcción,14,Jalisco,486805.735976,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,563617.093071
01/12/2007,4,2007,12,diciembre,23,Construcción,14,Jalisco,677768.50258,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,1050386.017525
01/01/2008,4,2008,1,enero,23,Construcción,14,Jalisco,500881.472829,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,700476.120454
01/02/2008,4,2008,2,febrero,23,Construcción,14,Jalisco,651446.788768,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,773406.424002
01/03/2008,4,2008,3,marzo,23,Construcción,14,Jalisco,455552.863053,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,405690.786898
01/04/2008,4,2008,4,abril,23,Construcción,14,Jalisco,454877.166915,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,371329.462635
01/05/2008,4,2008,5,mayo,23,Construcción,14,Jalisco,406222.293435,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,597549.5870459999
01/06/2008,4,2008,6,junio,23,Construcción,14,Jalisco,430935.152293,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,420671.611964
01/07/2008,4,2008,7,julio,23,Construcción,14,Jalisco,502943.313006,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,513295.183815
01/08/2008,4,2008,8,agosto,23,Construcción,14,Jalisco,576544.044474,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,443129.834588
01/09/2008,4,2008,9,septiembre,23,Construcción,14,Jalisco,615528.775794,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,515176.961455
01/10/2008,4,2008,10,octubre,23,Construcción,14,Jalisco,499283.395488,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,476919.117112
01/11/2008,4,2008,11,noviembre,23,Construcción,14,Jalisco,478694.094339,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,486805.735976
01/12/2008,4,2008,12,diciembre,23,Construcción,14,Jalisco,490169.479171,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,677768.50258
01/01/2009,4,2009,1,enero,23,Construcción,14,Jalisco,349163.69209,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,500881.472829
01/02/2009,4,2009,2,febrero,23,Construcción,14,Jalisco,692828.143746,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,651446.788768
01/03/2009,4,2009,3,marzo,23,Construcción,14,Jalisco,715371.321761,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,455552.863053
01/04/2009,4,2009,4,abril,23,Construcción,14,Jalisco,425792.702981,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,454877.166915
01/05/2009,4,2009,5,mayo,23,Construcción,14,Jalisco,413009.266672,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,406222.293435
01/06/2009,4,2009,6,junio,23,Construcción,14,Jalisco,413310.873745,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,430935.152293
01/07/2009,4,2009,7,julio,23,Construcción,14,Jalisco,412858.670542,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,502943.313006
01/08/2009,4,2009,8,agosto,23,Construcción,14,Jalisco,421671.647631,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,576544.044474
01/09/2009,4,2009,9,septiembre,23,Construcción,14,Jalisco,331068.40977,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,615528.775794
01/10/2009,4,2009,10,octubre,23,Construcción,14,Jalisco,458670.43151,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,499283.395488
01/11/2009,4,2009,11,noviembre,23,Construcción,14,Jalisco,417649.916968,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,478694.094339
01/12/2009,4,2009,12,diciembre,23,Construcción,14,Jalisco,440586.801729,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,490169.479171
01/01/2010,4,2010,1,enero,23,Construcción,14,Jalisco,530906.495336,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,349163.69209
01/02/2010,4,2010,2,febrero,23,Construcción,14,Jalisco,424078.248344,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,692828.143746
01/03/2010,4,2010,3,marzo,23,Construcción,14,Jalisco,441471.671443,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,715371.321761
01/04/2010,4,2010,4,abril,23,Construcción,14,Jalisco,472499.575007,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,425792.702981
01/05/2010,4,2010,5,mayo,23,Construcción,14,Jalisco,585620.015742,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,413009.266672
01/06/2010,4,2010,6,junio,23,Construcción,14,Jalisco,457230.924149,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,413310.873745
01/07/2010,4,2010,7,julio,23,Construcción,14,Jalisco,400775.93697,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,412858.670542
01/08/2010,4,2010,8,agosto,23,Construcción,14,Jalisco,542252.521725,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,421671.647631
01/09/2010,4,2010,9,septiembre,23,Construcción,14,Jalisco,620185.847525,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,331068.40977
01/10/2010,4,2010,10,octubre,23,Construcción,14,Jalisco,451167.180591,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,458670.43151
01/11/2010,4,2010,11,noviembre,23,Construcción,14,Jalisco,717702.109653,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,417649.916968
01/12/2010,4,2010,12,diciembre,23,Construcción,14,Jalisco,599169.924807,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,440586.801729
01/01/2011,4,2011,1,enero,23,Construcción,14,Jalisco,320725.092793,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,530906.495336
01/02/2011,4,2011,2,febrero,23,Construcción,14,Jalisco,557133.292967,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,424078.248344
01/03/2011,4,2011,3,marzo,23,Construcción,14,Jalisco,500206.750742,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,441471.671443
01/04/2011,4,2011,4,abril,23,Construcción,14,Jalisco,604839.8661700001,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,472499.575007
01/05/2011,4,2011,5,mayo,23,Construcción,14,Jalisco,693341.20635,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,585620.015742
01/06/2011,4,2011,6,junio,23,Construcción,14,Jalisco,614631.025451,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,457230.924149
01/07/2011,4,2011,7,julio,23,Construcción,14,Jalisco,608466.513991,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,400775.93697
01/08/2011,4,2011,8,agosto,23,Construcción,14,Jalisco,656427.543988,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,542252.521725
01/09/2011,4,2011,9,septiembre,23,Construcción,14,Jalisco,706378.047569,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,620185.847525
01/10/2011,4,2011,10,octubre,23,Construcción,14,Jalisco,714120.232236,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,451167.180591
01/11/2011,4,2011,11,noviembre,23,Construcción,14,Jalisco,708070.350091,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,717702.109653
01/12/2011,4,2011,12,diciembre,23,Construcción,14,Jalisco,563960.573491,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,599169.924807
01/01/2012,4,2012,1,enero,23,Construcción,14,Jalisco,513495.173303,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,320725.092793
01/02/2012,4,2012,2,febrero,23,Construcción,14,Jalisco,388523.629663,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,557133.292967
01/03/2012,4,2012,3,marzo,23,Construcción,14,Jalisco,392839.143404,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,500206.750742
01/04/2012,4,2012,4,abril,23,Construcción,14,Jalisco,327368.680541,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,604839.8661700001
01/05/2012,4,2012,5,mayo,23,Construcción,14,Jalisco,585493.453253,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,693341.20635
01/06/2012,4,2012,6,junio,23,Construcción,14,Jalisco,654458.759231,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,614631.025451
01/07/2012,4,2012,7,julio,23,Construcción,14,Jalisco,697035.867523,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,608466.513991
01/08/2012,4,2012,8,agosto,23,Construcción,14,Jalisco,737649.288667,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,656427.543988
01/09/2012,4,2012,9,septiembre,23,Construcción,14,Jalisco,572595.316948,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,706378.047569
01/10/2012,4,2012,10,octubre,23,Construcción,14,Jalisco,613936.611084,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,714120.232236
01/11/2012,4,2012,11,noviembre,23,Construcción,14,Jalisco,789344.947906,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,708070.350091
01/12/2012,4,2012,12,diciembre,23,Construcción,14,Jalisco,665818.252448,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,563960.573491
01/01/2013,4,2013,1,enero,23,Construcción,14,Jalisco,496548.329418,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,513495.173303
01/02/2013,4,2013,2,febrero,23,Construcción,14,Jalisco,686529.247208,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,388523.629663
01/03/2013,4,2013,3,marzo,23,Construcción,14,Jalisco,279028.225153,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,392839.143404
01/04/2013,4,2013,4,abril,23,Construcción,14,Jalisco,264091.069409,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,327368.680541
01/05/2013,4,2013,5,mayo,23,Construcción,14,Jalisco,173914.865013,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,585493.453253
01/06/2013,4,2013,6,junio,23,Construcción,14,Jalisco,183928.764303,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,654458.759231
01/07/2013,4,2013,7,julio,23,Construcción,14,Jalisco,284708.676474,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,697035.867523
01/08/2013,4,2013,8,agosto,23,Construcción,14,Jalisco,317858.148915,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,737649.288667
01/09/2013,4,2013,9,septiembre,23,Construcción,14,Jalisco,241300.960168,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,572595.316948
01/10/2013,4,2013,10,octubre,23,Construcción,14,Jalisco,362571.493664,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,613936.611084
01/11/2013,4,2013,11,noviembre,23,Construcción,14,Jalisco,366497.407945,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,789344.947906
01/12/2013,4,2013,12,diciembre,23,Construcción,14,Jalisco,388780.92016,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,665818.252448
01/01/2014,4,2014,1,enero,23,Construcción,14,Jalisco,275369.683592,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,496548.329418
01/02/2014,4,2014,2,febrero,23,Construcción,14,Jalisco,333043.526889,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,686529.247208
01/03/2014,4,2014,3,marzo,23,Construcción,14,Jalisco,225636.631223,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,279028.225153
01/04/2014,4,2014,4,abril,23,Construcción,14,Jalisco,217303.818687,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,264091.069409
01/05/2014,4,2014,5,mayo,23,Construcción,14,Jalisco,351666.686913,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,173914.865013
01/06/2014,4,2014,6,junio,23,Construcción,14,Jalisco,328562.492858,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,183928.764303
01/07/2014,4,2014,7,julio,23,Construcción,14,Jalisco,241432.213232,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,284708.676474
01/08/2014,4,2014,8,agosto,23,Construcción,14,Jalisco,287651.582851,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,317858.148915
01/09/2014,4,2014,9,septiembre,23,Construcción,14,Jalisco,297163.32058,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,241300.960168
01/10/2014,4,2014,10,octubre,23,Construcción,14,Jalisco,435387.281853,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,362571.493664
01/11/2014,4,2014,11,noviembre,23,Construcción,14,Jalisco,379080.362307,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,366497.407945
01/12/2014,4,2014,12,diciembre,23,Construcción,14,Jalisco,431214.560878,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,388780.92016
01/01/2015,4,2015,1,enero,23,Construcción,14,Jalisco,551980.033409,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,275369.683592
01/02/2015,4,2015,2,febrero,23,Construcción,14,Jalisco,469758.838132,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,333043.526889
01/03/2015,4,2015,3,marzo,23,Construcción,14,Jalisco,336648.026792,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,225636.631223
01/04/2015,4,2015,4,abril,23,Construcción,14,Jalisco,389434.840633,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,217303.818687
01/05/2015,4,2015,5,mayo,23,Construcción,14,Jalisco,442189.533412,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,351666.686913
01/06/2015,4,2015,6,junio,23,Construcción,14,Jalisco,478126.198405,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,328562.492858
01/07/2015,4,2015,7,julio,23,Construcción,14,Jalisco,412039.164153,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,241432.213232
01/08/2015,4,2015,8,agosto,23,Construcción,14,Jalisco,565440.356777,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,287651.582851
01/09/2015,4,2015,9,septiembre,23,Construcción,14,Jalisco,421961.848654,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,297163.32058
01/10/2015,4,2015,10,octubre,23,Construcción,14,Jalisco,559137.393132,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,435387.281853
01/11/2015,4,2015,11,noviembre,23,Construcción,14,Jalisco,572877.0782099999,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,379080.362307
01/12/2015,4,2015,12,diciembre,23,Construcción,14,Jalisco,455593.138805,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,431214.560878
01/01/2016,4,2016,1,enero,23,Construcción,14,Jalisco,344850.27086,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,551980.033409
01/02/2016,4,2016,2,febrero,23,Construcción,14,Jalisco,441421.800681,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,469758.838132
01/03/2016,4,2016,3,marzo,23,Construcción,14,Jalisco,385951.104782,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,336648.026792
01/04/2016,4,2016,4,abril,23,Construcción,14,Jalisco,571109.587235,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,389434.840633
01/05/2016,4,2016,5,mayo,23,Construcción,14,Jalisco,485923.571328,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,442189.533412
01/06/2016,4,2016,6,junio,23,Construcción,14,Jalisco,417921.502658,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,478126.198405
01/07/2016,4,2016,7,julio,23,Construcción,14,Jalisco,359596.895378,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,412039.164153
01/08/2016,4,2016,8,agosto,23,Construcción,14,Jalisco,453257.570104,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,565440.356777
01/09/2016,4,2016,9,septiembre,23,Construcción,14,Jalisco,536214.383289,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,421961.848654
01/10/2016,4,2016,10,octubre,23,Construcción,14,Jalisco,581093.534215,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,559137.393132
01/11/2016,4,2016,11,noviembre,23,Construcción,14,Jalisco,667135.3482989999,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,572877.0782099999
01/12/2016,4,2016,12,diciembre,23,Construcción,14,Jalisco,435775.920262,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,455593.138805
01/01/2017,4,2017,1,enero,23,Construcción,14,Jalisco,463433.924549,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,344850.27086
01/02/2017,4,2017,2,febrero,23,Construcción,14,Jalisco,496444.979931,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,441421.800681
01/03/2017,4,2017,3,marzo,23,Construcción,14,Jalisco,460649.726039,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,385951.104782
01/04/2017,4,2017,4,abril,23,Construcción,14,Jalisco,440440.225113,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,571109.587235
01/05/2017,4,2017,5,mayo,23,Construcción,14,Jalisco,444381.979739,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,485923.571328
01/06/2017,4,2017,6,junio,23,Construcción,14,Jalisco,304614.86402,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,417921.502658
01/07/2017,4,2017,7,julio,23,Construcción,14,Jalisco,275922.723348,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,359596.895378
01/08/2017,4,2017,8,agosto,23,Construcción,14,Jalisco,356576.869112,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,453257.570104
01/09/2017,4,2017,9,septiembre,23,Construcción,14,Jalisco,322957.265846,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,536214.383289
01/10/2017,4,2017,10,octubre,23,Construcción,14,Jalisco,449272.048005,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,581093.534215
01/11/2017,4,2017,11,noviembre,23,Construcción,14,Jalisco,527882.045654,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,667135.3482989999
01/12/2017,4,2017,12,diciembre,23,Construcción,14,Jalisco,392599.960155,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,435775.920262
01/01/2018,4,2018,1,enero,23,Construcción,14,Jalisco,380607.6619,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,463433.924549
01/02/2018,4,2018,2,febrero,23,Construcción,14,Jalisco,339783.248808,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,496444.979931
01/03/2018,4,2018,3,marzo,23,Construcción,14,Jalisco,317528.688284,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,460649.726039
01/04/2018,4,2018,4,abril,23,Construcción,14,Jalisco,296520.915015,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,440440.225113
01/05/2018,4,2018,5,mayo,23,Construcción,14,Jalisco,357812.03477,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,444381.979739
01/06/2018,4,2018,6,junio,23,Construcción,14,Jalisco,403699.960336,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,304614.86402
01/07/2018,4,2018,7,julio,23,Construcción,14,Jalisco,510215.008925,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,275922.723348
01/08/2018,4,2018,8,agosto,23,Construcción,14,Jalisco,482404.209271,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,356576.869112
01/09/2018,4,2018,9,septiembre,23,Construcción,14,Jalisco,316135.362172,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,322957.265846
01/10/2018,4,2018,10,octubre,23,Construcción,14,Jalisco,447254.259715,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,449272.048005
01/11/2018,4,2018,11,noviembre,23,Construcción,14,Jalisco,284931.848069,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,527882.045654
01/12/2018,4,2018,12,diciembre,23,Construcción,14,Jalisco,303741.76518,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,392599.960155
01/01/2019,4,2019,1,enero,23,Construcción,14,Jalisco,176089.159972,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,380607.6619
01/02/2019,4,2019,2,febrero,23,Construcción,14,Jalisco,230889.878124,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,339783.248808
01/03/2019,4,2019,3,marzo,23,Construcción,14,Jalisco,226277.384037,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,317528.688284
01/04/2019,4,2019,4,abril,23,Construcción,14,Jalisco,324041.00546,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,296520.915015
01/05/2019,4,2019,5,mayo,23,Construcción,14,Jalisco,230235.094768,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,357812.03477
01/06/2019,4,2019,6,junio,23,Construcción,14,Jalisco,367695.854263,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,403699.960336
01/07/2019,4,2019,7,julio,23,Construcción,14,Jalisco,426727.817336,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,510215.008925
01/08/2019,4,2019,8,agosto,23,Construcción,14,Jalisco,292341.434024,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,482404.209271
01/09/2019,4,2019,9,septiembre,23,Construcción,14,Jalisco,341211.445986,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,316135.362172
01/10/2019,4,2019,10,octubre,23,Construcción,14,Jalisco,276870.817837,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,447254.259715
01/11/2019,4,2019,11,noviembre,23,Construcción,14,Jalisco,175681.62061,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,284931.848069
01/12/2019,4,2019,12,diciembre,23,Construcción,14,Jalisco,301313.632425,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,303741.76518
01/01/2020,4,2020,1,enero,23,Construcción,14,Jalisco,218558.944071,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,176089.159972
01/02/2020,4,2020,2,febrero,23,Construcción,14,Jalisco,256227.445648,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,230889.878124
01/03/2020,4,2020,3,marzo,23,Construcción,14,Jalisco,256693.243378,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,226277.384037
01/04/2020,4,2020,4,abril,23,Construcción,14,Jalisco,191095.737553,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,324041.00546
01/05/2020,4,2020,5,mayo,23,Construcción,14,Jalisco,257491.382532,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,230235.094768
01/06/2020,4,2020,6,junio,23,Construcción,14,Jalisco,253597.880918,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,367695.854263
01/07/2020,4,2020,7,julio,23,Construcción,14,Jalisco,220111.079968,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,426727.817336
01/08/2020,4,2020,8,agosto,23,Construcción,14,Jalisco,329002.626713,Miles de pesos constantes,Cifras definitivas,Transporte y urbanización,292341.434024
