fecha,CVE,Estado,Sospechoso,Positivo,Fallecimientos,merge
13/04/2020,1,Aguascalientes,97,55,1,0
13/04/2020,2,Baja California,545,367,25,0
13/04/2020,3,Baja California Sur,200,153,3,0
13/04/2020,4,Campeche,29,22,1,0
13/04/2020,5,Coahuila,835,180,12,0
13/04/2020,6,Colima,32,8,0,0
13/04/2020,7,Chiapas,58,43,3,0
13/04/2020,8,Chihuahua,140,68,13,0
13/04/2020,9,Ciudad de México,1307,1266,64,0
13/04/2020,10,Durango,72,18,4,0
13/04/2020,11,Guanajuato,159,89,5,0
13/04/2020,12,Guerrero,119,80,6,0
13/04/2020,13,Hidalgo,38,59,7,0
13/04/2020,14,Jalisco,601,161,11,0
13/04/2020,15,México,967,704,27,0
13/04/2020,16,Michoacán,146,62,8,0
13/04/2020,17,Morelos,76,54,7,0
13/04/2020,18,Nayarit,45,27,4,0
13/04/2020,19,Nuevo León,1711,127,5,0
13/04/2020,20,Oaxaca,59,44,3,0
13/04/2020,21,Puebla,261,271,22,0
13/04/2020,22,Querétaro,77,59,3,0
13/04/2020,23,Quintana Roo,206,242,22,0
13/04/2020,24,San Luis Potosí,102,54,4,0
13/04/2020,25,Sinaloa,230,244,28,0
13/04/2020,26,Sonora,131,74,9,0
13/04/2020,27,Tabasco,334,158,14,0
13/04/2020,28,Tamaulipas,136,57,3,0
13/04/2020,29,Tlaxcala,79,47,2,0
13/04/2020,30,Veracruz,391,88,3,0
13/04/2020,31,Yucatán,101,116,6,0
13/04/2020,32,Zacatecas,57,17,2,0
14/04/2020,1,Aguascalientes,66,65,1,0
14/04/2020,2,Baja California,575,411,28,0
14/04/2020,3,Baja California Sur,198,164,5,0
14/04/2020,4,Campeche,26,25,1,0
14/04/2020,5,Coahuila,915,198,12,0
14/04/2020,6,Colima,26,8,0,0
14/04/2020,7,Chiapas,72,45,3,0
14/04/2020,8,Chihuahua,183,70,16,0
14/04/2020,9,Ciudad de México,1680,1374,92,0
14/04/2020,10,Durango,89,17,3,0
14/04/2020,11,Guanajuato,172,91,5,0
14/04/2020,12,Guerrero,143,91,6,0
14/04/2020,13,Hidalgo,45,64,8,0
14/04/2020,14,Jalisco,603,166,11,0
14/04/2020,15,México,1257,759,35,0
14/04/2020,16,Michoacán,165,68,10,0
14/04/2020,17,Morelos,80,58,9,0
14/04/2020,18,Nayarit,48,28,4,0
14/04/2020,19,Nuevo León,1905,131,5,0
14/04/2020,20,Oaxaca,63,46,4,0
14/04/2020,21,Puebla,318,278,27,0
14/04/2020,22,Querétaro,70,63,4,0
14/04/2020,23,Quintana Roo,203,248,25,0
14/04/2020,24,San Luis Potosí,115,54,4,0
14/04/2020,25,Sinaloa,294,260,34,0
14/04/2020,26,Sonora,173,75,9,0
14/04/2020,27,Tabasco,341,197,19,0
14/04/2020,28,Tamaulipas,180,59,3,0
14/04/2020,29,Tlaxcala,146,49,4,0
14/04/2020,30,Veracruz,427,100,5,0
14/04/2020,31,Yucatán,152,119,7,0
14/04/2020,32,Zacatecas,62,18,2,0
15/04/2020,1,Aguascalientes,83,65,1,0
15/04/2020,2,Baja California,672,463,28,0
15/04/2020,3,Baja California Sur,259,165,6,0
15/04/2020,4,Campeche,31,28,1,0
15/04/2020,5,Coahuila,952,199,12,0
15/04/2020,6,Colima,32,8,0,0
15/04/2020,7,Chiapas,76,49,3,0
15/04/2020,8,Chihuahua,204,84,20,0
15/04/2020,9,Ciudad de México,1951,1480,99,0
15/04/2020,10,Durango,95,18,4,0
15/04/2020,11,Guanajuato,187,92,5,0
15/04/2020,12,Guerrero,125,100,8,0
15/04/2020,13,Hidalgo,55,66,10,0
15/04/2020,14,Jalisco,545,178,11,0
15/04/2020,15,México,1437,837,43,0
15/04/2020,16,Michoacán,194,71,11,0
15/04/2020,17,Morelos,91,62,10,0
15/04/2020,18,Nayarit,56,29,5,0
15/04/2020,19,Nuevo León,1992,145,5,0
15/04/2020,20,Oaxaca,65,50,4,0
15/04/2020,21,Puebla,353,294,31,0
15/04/2020,22,Querétaro,82,67,5,0
15/04/2020,23,Quintana Roo,182,272,27,0
15/04/2020,24,San Luis Potosí,129,55,4,0
15/04/2020,25,Sinaloa,325,291,38,0
15/04/2020,26,Sonora,177,80,9,0
15/04/2020,27,Tabasco,363,215,21,0
15/04/2020,28,Tamaulipas,217,64,4,0
15/04/2020,29,Tlaxcala,92,55,4,0
15/04/2020,30,Veracruz,449,114,6,0
15/04/2020,31,Yucatán,166,132,7,0
15/04/2020,32,Zacatecas,80,19,2,0
16/04/2020,1,Aguascalientes,77,71,2,0
16/04/2020,2,Baja California,762,504,31,0
16/04/2020,3,Baja California Sur,276,166,6,0
16/04/2020,4,Campeche,43,28,2,0
16/04/2020,5,Coahuila,922,220,15,0
16/04/2020,6,Colima,30,8,0,0
16/04/2020,7,Chiapas,61,55,3,0
16/04/2020,8,Chihuahua,202,107,23,0
16/04/2020,9,Ciudad de México,2130,1592,110,0
16/04/2020,10,Durango,89,18,4,0
16/04/2020,11,Guanajuato,280,97,6,0
16/04/2020,12,Guerrero,149,103,9,0
16/04/2020,13,Hidalgo,59,69,10,0
16/04/2020,14,Jalisco,600,180,11,0
16/04/2020,15,México,1501,903,46,0
16/04/2020,16,Michoacán,233,85,12,0
16/04/2020,17,Morelos,99,65,10,0
16/04/2020,18,Nayarit,57,31,5,0
16/04/2020,19,Nuevo León,2079,156,4,0
16/04/2020,20,Oaxaca,69,54,4,0
16/04/2020,21,Puebla,344,307,32,0
16/04/2020,22,Querétaro,76,74,5,0
16/04/2020,23,Quintana Roo,191,279,28,0
16/04/2020,24,San Luis Potosí,108,55,4,0
16/04/2020,25,Sinaloa,323,326,40,0
16/04/2020,26,Sonora,185,91,10,0
16/04/2020,27,Tabasco,360,238,25,0
16/04/2020,28,Tamaulipas,225,82,4,0
16/04/2020,29,Tlaxcala,92,58,4,0
16/04/2020,30,Veracruz,479,121,6,0
16/04/2020,31,Yucatán,181,136,7,0
16/04/2020,32,Zacatecas,58,18,2,0
17/04/2020,1,Aguascalientes,76,77,2,0
17/04/2020,2,Baja California,899,534,33,0
17/04/2020,3,Baja California Sur,318,169,6,0
17/04/2020,4,Campeche,37,29,2,0
17/04/2020,5,Coahuila,993,223,15,0
17/04/2020,6,Colima,26,10,2,0
17/04/2020,7,Chiapas,68,60,3,0
17/04/2020,8,Chihuahua,255,114,26,0
17/04/2020,9,Ciudad de México,2399,1804,136,0
17/04/2020,10,Durango,100,20,4,0
17/04/2020,11,Guanajuato,226,114,7,0
17/04/2020,12,Guerrero,130,112,11,0
17/04/2020,13,Hidalgo,64,75,11,0
17/04/2020,14,Jalisco,552,189,13,0
17/04/2020,15,México,1729,1002,49,0
17/04/2020,16,Michoacán,255,100,13,0
17/04/2020,17,Morelos,70,81,10,0
17/04/2020,18,Nayarit,57,35,5,0
17/04/2020,19,Nuevo León,2225,156,5,0
17/04/2020,20,Oaxaca,73,57,4,0
17/04/2020,21,Puebla,363,315,37,0
17/04/2020,22,Querétaro,85,77,6,0
17/04/2020,23,Quintana Roo,235,282,31,0
17/04/2020,24,San Luis Potosí,108,57,4,0
17/04/2020,25,Sinaloa,346,372,43,0
17/04/2020,26,Sonora,197,101,10,0
17/04/2020,27,Tabasco,372,255,27,0
17/04/2020,28,Tamaulipas,241,95,5,0
17/04/2020,29,Tlaxcala,93,62,4,0
17/04/2020,30,Veracruz,497,130,7,0
17/04/2020,31,Yucatán,214,145,8,0
17/04/2020,32,Zacatecas,61,23,2,0
18/04/2020,1,Aguascalientes,82,77,2,0
18/04/2020,2,Baja California,823,608,68,0
18/04/2020,3,Baja California Sur,313,173,6,0
18/04/2020,4,Campeche,25,37,2,0
18/04/2020,5,Coahuila,966,238,18,0
18/04/2020,6,Colima,21,11,2,0
18/04/2020,7,Chiapas,57,64,3,0
18/04/2020,8,Chihuahua,217,130,31,0
18/04/2020,9,Ciudad de México,2008,1984,178,0
18/04/2020,10,Durango,100,20,4,0
18/04/2020,11,Guanajuato,344,118,9,0
18/04/2020,12,Guerrero,124,112,11,0
18/04/2020,13,Hidalgo,61,80,11,0
18/04/2020,14,Jalisco,526,195,13,0
18/04/2020,15,México,1632,1071,52,0
18/04/2020,16,Michoacán,252,108,15,0
18/04/2020,17,Morelos,64,86,11,0
18/04/2020,18,Nayarit,50,37,5,0
18/04/2020,19,Nuevo León,2167,169,6,0
18/04/2020,20,Oaxaca,64,63,5,0
18/04/2020,21,Puebla,346,331,40,0
18/04/2020,22,Querétaro,76,79,6,0
18/04/2020,23,Quintana Roo,193,317,31,0
18/04/2020,24,San Luis Potosí,103,58,4,0
18/04/2020,25,Sinaloa,283,411,45,0
18/04/2020,26,Sonora,162,112,10,0
18/04/2020,27,Tabasco,359,283,28,0
18/04/2020,28,Tamaulipas,224,119,5,0
18/04/2020,29,Tlaxcala,87,67,4,0
18/04/2020,30,Veracruz,484,135,8,0
18/04/2020,31,Yucatán,104,177,10,0
18/04/2020,32,Zacatecas,52,27,2,0
19/04/2020,1,Aguascalientes,57,81,2,0
19/04/2020,2,Baja California,726,679,75,0
19/04/2020,3,Baja California Sur,235,193,7,0
19/04/2020,4,Campeche,21,38,3,0
19/04/2020,5,Coahuila,845,243,18,0
19/04/2020,6,Colima,20,12,2,0
19/04/2020,7,Chiapas,44,70,3,0
19/04/2020,8,Chihuahua,198,146,32,0
19/04/2020,9,Ciudad de México,1346,2232,183,0
19/04/2020,10,Durango,95,22,4,0
19/04/2020,11,Guanajuato,193,134,9,0
19/04/2020,12,Guerrero,93,124,12,0
19/04/2020,13,Hidalgo,55,93,12,0
19/04/2020,14,Jalisco,358,197,13,0
19/04/2020,15,México,1362,1207,55,0
19/04/2020,16,Michoacán,197,116,16,0
19/04/2020,17,Morelos,52,91,12,0
19/04/2020,18,Nayarit,41,39,5,0
19/04/2020,19,Nuevo León,2175,174,6,0
19/04/2020,20,Oaxaca,38,64,5,0
19/04/2020,21,Puebla,261,351,41,0
19/04/2020,22,Querétaro,65,81,6,0
19/04/2020,23,Quintana Roo,187,325,31,0
19/04/2020,24,San Luis Potosí,79,62,4,0
19/04/2020,25,Sinaloa,208,457,45,0
19/04/2020,26,Sonora,133,121,12,0
19/04/2020,27,Tabasco,298,341,38,0
19/04/2020,28,Tamaulipas,141,128,5,0
19/04/2020,29,Tlaxcala,64,71,4,0
19/04/2020,30,Veracruz,393,161,9,0
19/04/2020,31,Yucatán,108,180,10,0
19/04/2020,32,Zacatecas,51,28,2,0
20/04/2020,1,Aguascalientes,59,81,2,0
20/04/2020,2,Baja California,664,740,75,0
20/04/2020,3,Baja California Sur,197,205,7,0
20/04/2020,4,Campeche,28,43,3,0
20/04/2020,5,Coahuila,611,260,18,0
20/04/2020,6,Colima,20,12,2,0
20/04/2020,7,Chiapas,47,71,3,0
20/04/2020,8,Chihuahua,195,150,32,0
20/04/2020,9,Ciudad de México,1441,2323,188,0
20/04/2020,10,Durango,62,23,4,0
20/04/2020,11,Guanajuato,180,151,9,0
20/04/2020,12,Guerrero,85,129,14,0
20/04/2020,13,Hidalgo,61,98,13,0
20/04/2020,14,Jalisco,268,215,14,0
20/04/2020,15,México,1419,1258,58,0
20/04/2020,16,Michoacán,154,128,16,0
20/04/2020,17,Morelos,52,95,12,0
20/04/2020,18,Nayarit,39,41,5,0
20/04/2020,19,Nuevo León,2120,193,6,0
20/04/2020,20,Oaxaca,36,70,5,0
20/04/2020,21,Puebla,258,359,45,0
20/04/2020,22,Querétaro,64,85,6,0
20/04/2020,23,Quintana Roo,152,364,34,0
20/04/2020,24,San Luis Potosí,82,65,4,0
20/04/2020,25,Sinaloa,182,484,45,0
20/04/2020,26,Sonora,111,121,12,0
20/04/2020,27,Tabasco,337,403,42,0
20/04/2020,28,Tamaulipas,175,134,5,0
20/04/2020,29,Tlaxcala,67,73,4,0
20/04/2020,30,Veracruz,384,171,12,0
20/04/2020,31,Yucatán,68,195,10,0
20/04/2020,32,Zacatecas,35,32,2,0
21/04/2020,1,Aguascalientes,120,81,2,0
21/04/2020,2,Baja California,411,914,100,0
21/04/2020,3,Baja California Sur,85,228,9,0
21/04/2020,4,Campeche,19,46,3,0
21/04/2020,5,Coahuila,475,271,23,0
21/04/2020,6,Colima,12,15,2,0
21/04/2020,7,Chiapas,37,79,4,0
21/04/2020,8,Chihuahua,205,153,35,0
21/04/2020,9,Ciudad de México,1509,2459,224,0
21/04/2020,10,Durango,20,31,4,0
21/04/2020,11,Guanajuato,224,159,9,0
21/04/2020,12,Guerrero,65,130,16,0
21/04/2020,13,Hidalgo,42,113,14,0
21/04/2020,14,Jalisco,257,225,15,0
21/04/2020,15,México,1201,1381,71,0
21/04/2020,16,Michoacán,172,139,18,0
21/04/2020,17,Morelos,57,99,14,0
21/04/2020,18,Nayarit,18,45,5,0
21/04/2020,19,Nuevo León,1874,194,6,0
21/04/2020,20,Oaxaca,27,73,6,0
21/04/2020,21,Puebla,233,383,53,0
21/04/2020,22,Querétaro,41,86,6,0
21/04/2020,23,Quintana Roo,89,398,47,0
21/04/2020,24,San Luis Potosí,80,66,5,0
21/04/2020,25,Sinaloa,161,508,52,0
21/04/2020,26,Sonora,87,118,13,0
21/04/2020,27,Tabasco,147,473,55,0
21/04/2020,28,Tamaulipas,158,145,7,0
21/04/2020,29,Tlaxcala,51,78,5,0
21/04/2020,30,Veracruz,285,179,13,0
21/04/2020,31,Yucatán,57,199,12,0
21/04/2020,32,Zacatecas,43,33,3,0
22/04/2020,1,Aguascalientes,115,100,2,0
22/04/2020,2,Baja California,378,985,118,0
22/04/2020,3,Baja California Sur,58,240,10,0
22/04/2020,4,Campeche,19,49,4,0
22/04/2020,5,Coahuila,242,284,27,0
22/04/2020,6,Colima,13,15,2,0
22/04/2020,7,Chiapas,57,87,4,0
22/04/2020,8,Chihuahua,185,174,38,0
22/04/2020,9,Ciudad de México,1477,2815,250,0
22/04/2020,10,Durango,26,33,5,0
22/04/2020,11,Guanajuato,343,173,9,0
22/04/2020,12,Guerrero,68,142,17,0
22/04/2020,13,Hidalgo,40,125,14,0
22/04/2020,14,Jalisco,356,235,15,0
22/04/2020,15,México,1159,1593,82,0
22/04/2020,16,Michoacán,173,145,20,0
22/04/2020,17,Morelos,61,106,18,0
22/04/2020,18,Nayarit,18,47,6,0
22/04/2020,19,Nuevo León,1554,211,6,0
22/04/2020,20,Oaxaca,26,81,7,0
22/04/2020,21,Puebla,220,388,56,0
22/04/2020,22,Querétaro,31,90,7,0
22/04/2020,23,Quintana Roo,72,432,56,0
22/04/2020,24,San Luis Potosí,63,67,5,0
22/04/2020,25,Sinaloa,153,568,59,0
22/04/2020,26,Sonora,81,132,13,0
22/04/2020,27,Tabasco,198,510,60,0
22/04/2020,28,Tamaulipas,151,165,8,0
22/04/2020,29,Tlaxcala,44,92,9,0
22/04/2020,30,Veracruz,235,212,18,0
22/04/2020,31,Yucatán,64,204,15,0
22/04/2020,32,Zacatecas,26,44,3,0
23/04/2020,1,Aguascalientes,112,106,2,0
23/04/2020,2,Baja California,354,1075,126,0
23/04/2020,3,Baja California Sur,42,241,11,0
23/04/2020,4,Campeche,23,49,5,0
23/04/2020,5,Coahuila,301,295,29,0
23/04/2020,6,Colima,9,16,2,0
23/04/2020,7,Chiapas,52,99,5,0
23/04/2020,8,Chihuahua,167,193,41,0
23/04/2020,9,Ciudad de México,1628,3157,268,0
23/04/2020,10,Durango,20,38,5,0
23/04/2020,11,Guanajuato,347,183,14,0
23/04/2020,12,Guerrero,59,163,22,0
23/04/2020,13,Hidalgo,49,128,13,0
23/04/2020,14,Jalisco,451,254,19,0
23/04/2020,15,México,1233,1734,95,0
23/04/2020,16,Michoacán,146,166,23,0
23/04/2020,17,Morelos,53,123,20,0
23/04/2020,18,Nayarit,12,54,7,0
23/04/2020,19,Nuevo León,1296,249,7,0
23/04/2020,20,Oaxaca,24,87,8,0
23/04/2020,21,Puebla,227,414,61,0
23/04/2020,22,Querétaro,20,93,7,0
23/04/2020,23,Quintana Roo,58,468,61,0
23/04/2020,24,San Luis Potosí,46,72,6,0
23/04/2020,25,Sinaloa,155,614,62,0
23/04/2020,26,Sonora,74,139,16,0
23/04/2020,27,Tabasco,162,596,67,0
23/04/2020,28,Tamaulipas,158,190,9,0
23/04/2020,29,Tlaxcala,33,101,9,0
23/04/2020,30,Veracruz,190,250,21,0
23/04/2020,31,Yucatán,59,238,18,0
23/04/2020,32,Zacatecas,28,48,3,0
24/04/2020,1,Aguascalientes,101,146,2,0
24/04/2020,2,Baja California,318,1156,146,0
24/04/2020,3,Baja California Sur,17,247,11,0
24/04/2020,4,Campeche,12,60,9,0
24/04/2020,5,Coahuila,298,317,32,0
24/04/2020,6,Colima,5,16,2,0
24/04/2020,7,Chiapas,46,104,6,0
24/04/2020,8,Chihuahua,191,212,45,0
24/04/2020,9,Ciudad de México,1750,3532,297,0
24/04/2020,10,Durango,30,40,5,0
24/04/2020,11,Guanajuato,513,193,17,0
24/04/2020,12,Guerrero,62,171,28,0
24/04/2020,13,Hidalgo,56,155,16,0
24/04/2020,14,Jalisco,610,263,20,0
24/04/2020,15,México,1244,1992,104,0
24/04/2020,16,Michoacán,170,177,25,0
24/04/2020,17,Morelos,61,146,24,0
24/04/2020,18,Nayarit,12,56,7,0
24/04/2020,19,Nuevo León,1133,260,9,0
24/04/2020,20,Oaxaca,26,89,10,0
24/04/2020,21,Puebla,196,454,62,0
24/04/2020,22,Querétaro,24,103,7,0
24/04/2020,23,Quintana Roo,57,519,71,0
24/04/2020,24,San Luis Potosí,62,72,6,0
24/04/2020,25,Sinaloa,161,690,92,0
24/04/2020,26,Sonora,63,150,16,0
24/04/2020,27,Tabasco,148,649,79,0
24/04/2020,28,Tamaulipas,194,204,10,0
24/04/2020,29,Tlaxcala,43,112,12,0
24/04/2020,30,Veracruz,175,288,22,0
24/04/2020,31,Yucatán,84,248,19,0
24/04/2020,32,Zacatecas,27,51,4,0
25/04/2020,1,Aguascalientes,97,147,2,0
25/04/2020,2,Baja California,310,1197,162,0
25/04/2020,3,Baja California Sur,11,266,12,0
25/04/2020,4,Campeche,36,63,10,0
25/04/2020,5,Coahuila,279,340,33,0
25/04/2020,6,Colima,7,17,2,0
25/04/2020,7,Chiapas,45,118,6,0
25/04/2020,8,Chihuahua,234,240,57,0
25/04/2020,9,Ciudad de México,1880,3764,307,0
25/04/2020,10,Durango,33,42,6,0
25/04/2020,11,Guanajuato,582,198,19,0
25/04/2020,12,Guerrero,66,177,29,0
25/04/2020,13,Hidalgo,62,165,16,0
25/04/2020,14,Jalisco,765,271,23,0
25/04/2020,15,México,1287,2238,110,0
25/04/2020,16,Michoacán,188,193,27,0
25/04/2020,17,Morelos,59,169,25,0
25/04/2020,18,Nayarit,35,59,7,0
25/04/2020,19,Nuevo León,848,271,9,0
25/04/2020,20,Oaxaca,26,104,12,0
25/04/2020,21,Puebla,179,483,65,0
25/04/2020,22,Querétaro,22,109,7,0
25/04/2020,23,Quintana Roo,57,550,76,0
25/04/2020,24,San Luis Potosí,65,75,6,0
25/04/2020,25,Sinaloa,224,708,98,0
25/04/2020,26,Sonora,83,149,18,0
25/04/2020,27,Tabasco,165,707,86,0
25/04/2020,28,Tamaulipas,249,216,11,0
25/04/2020,29,Tlaxcala,49,127,12,0
25/04/2020,30,Veracruz,179,319,23,0
25/04/2020,31,Yucatán,87,302,20,0
25/04/2020,32,Zacatecas,30,58,4,0
26/04/2020,1,Aguascalientes,99,148,2,0
26/04/2020,2,Baja California,278,1271,162,0
26/04/2020,3,Baja California Sur,18,284,12,0
26/04/2020,4,Campeche,41,69,13,0
26/04/2020,5,Coahuila,201,348,33,0
26/04/2020,6,Colima,10,19,2,0
26/04/2020,7,Chiapas,50,122,6,0
26/04/2020,8,Chihuahua,203,258,58,0
26/04/2020,9,Ciudad de México,1800,3966,309,0
26/04/2020,10,Durango,25,44,6,0
26/04/2020,11,Guanajuato,475,206,20,0
26/04/2020,12,Guerrero,41,200,29,0
26/04/2020,13,Hidalgo,71,182,17,0
26/04/2020,14,Jalisco,776,282,25,0
26/04/2020,15,México,1312,2355,116,0
26/04/2020,16,Michoacán,219,204,30,0
26/04/2020,17,Morelos,58,190,27,0
26/04/2020,18,Nayarit,46,63,7,0
26/04/2020,19,Nuevo León,452,276,9,0
26/04/2020,20,Oaxaca,51,106,15,0
26/04/2020,21,Puebla,182,511,65,0
26/04/2020,22,Querétaro,26,111,9,0
26/04/2020,23,Quintana Roo,78,604,79,0
26/04/2020,24,San Luis Potosí,43,78,6,0
26/04/2020,25,Sinaloa,247,747,105,0
26/04/2020,26,Sonora,57,167,18,0
26/04/2020,27,Tabasco,214,728,95,0
26/04/2020,28,Tamaulipas,158,261,11,0
26/04/2020,29,Tlaxcala,77,134,12,0
26/04/2020,30,Veracruz,188,354,25,0
26/04/2020,31,Yucatán,79,323,20,0
26/04/2020,32,Zacatecas,37,66,4,0
27/04/2020,1,Aguascalientes,147,161,2,0
27/04/2020,2,Baja California,326,1301,167,0
27/04/2020,3,Baja California Sur,49,285,13,0
27/04/2020,4,Campeche,23,76,14,0
27/04/2020,5,Coahuila,219,358,34,0
27/04/2020,6,Colima,11,24,2,0
27/04/2020,7,Chiapas,58,132,6,0
27/04/2020,8,Chihuahua,234,271,59,0
27/04/2020,9,Ciudad de México,1995,4152,328,0
27/04/2020,10,Durango,37,45,6,0
27/04/2020,11,Guanajuato,473,216,21,0
27/04/2020,12,Guerrero,68,215,30,0
27/04/2020,13,Hidalgo,72,190,20,0
27/04/2020,14,Jalisco,636,303,25,0
27/04/2020,15,México,1609,2455,122,0
27/04/2020,16,Michoacán,276,213,34,0
27/04/2020,17,Morelos,92,194,27,0
27/04/2020,18,Nayarit,62,64,7,0
27/04/2020,19,Nuevo León,400,284,10,0
27/04/2020,20,Oaxaca,19,117,15,0
27/04/2020,21,Puebla,218,552,65,0
27/04/2020,22,Querétaro,31,121,9,0
27/04/2020,23,Quintana Roo,146,653,85,0
27/04/2020,24,San Luis Potosí,57,83,6,0
27/04/2020,25,Sinaloa,319,795,122,0
27/04/2020,26,Sonora,73,182,18,0
27/04/2020,27,Tabasco,247,819,99,0
27/04/2020,28,Tamaulipas,206,287,12,0
27/04/2020,29,Tlaxcala,93,139,14,0
27/04/2020,30,Veracruz,233,423,31,0
27/04/2020,31,Yucatán,109,353,23,0
27/04/2020,32,Zacatecas,76,66,4,0
28/04/2020,1,Aguascalientes,261,167,2,0
28/04/2020,2,Baja California,490,1391,186,0
28/04/2020,3,Baja California Sur,71,292,14,0
28/04/2020,4,Campeche,39,81,17,0
28/04/2020,5,Coahuila,270,368,38,0
28/04/2020,6,Colima,11,26,2,0
28/04/2020,7,Chiapas,77,141,6,0
28/04/2020,8,Chihuahua,332,314,68,0
28/04/2020,9,Ciudad de México,2770,4474,348,0
28/04/2020,10,Durango,53,56,6,0
28/04/2020,11,Guanajuato,540,221,21,0
28/04/2020,12,Guerrero,100,239,36,0
28/04/2020,13,Hidalgo,77,226,27,0
28/04/2020,14,Jalisco,565,316,25,0
28/04/2020,15,México,2178,2722,128,0
28/04/2020,16,Michoacán,200,250,37,0
28/04/2020,17,Morelos,142,244,28,0
28/04/2020,18,Nayarit,98,67,11,0
28/04/2020,19,Nuevo León,420,299,12,0
28/04/2020,20,Oaxaca,54,121,17,0
28/04/2020,21,Puebla,288,583,75,0
28/04/2020,22,Querétaro,54,123,10,0
28/04/2020,23,Quintana Roo,181,698,90,0
28/04/2020,24,San Luis Potosí,92,85,7,0
28/04/2020,25,Sinaloa,453,803,130,0
28/04/2020,26,Sonora,142,190,19,0
28/04/2020,27,Tabasco,257,890,106,0
28/04/2020,28,Tamaulipas,266,295,15,0
28/04/2020,29,Tlaxcala,121,159,16,0
28/04/2020,30,Veracruz,335,465,38,0
28/04/2020,31,Yucatán,193,378,23,0
28/04/2020,32,Zacatecas,90,68,7,0
29/04/2020,1,Aguascalientes,265,185,2,0
29/04/2020,2,Baja California,585,1495,215,0
29/04/2020,3,Baja California Sur,90,301,16,0
29/04/2020,4,Campeche,27,87,18,0
29/04/2020,5,Coahuila,334,369,40,0
29/04/2020,6,Colima,16,26,3,0
29/04/2020,7,Chiapas,69,165,7,0
29/04/2020,8,Chihuahua,369,325,70,0
29/04/2020,9,Ciudad de México,3400,4782,389,0
29/04/2020,10,Durango,88,58,6,0
29/04/2020,11,Guanajuato,679,239,22,0
29/04/2020,12,Guerrero,126,268,46,0
29/04/2020,13,Hidalgo,86,242,28,0
29/04/2020,14,Jalisco,640,326,25,0
29/04/2020,15,México,2693,2863,143,0
29/04/2020,16,Michoacán,230,278,38,0
29/04/2020,17,Morelos,180,278,30,0
29/04/2020,18,Nayarit,89,72,12,0
29/04/2020,19,Nuevo León,474,313,13,0
29/04/2020,20,Oaxaca,81,130,18,0
29/04/2020,21,Puebla,314,621,81,0
29/04/2020,22,Querétaro,61,128,10,0
29/04/2020,23,Quintana Roo,232,711,108,0
29/04/2020,24,San Luis Potosí,96,98,7,0
29/04/2020,25,Sinaloa,560,821,133,0
29/04/2020,26,Sonora,166,202,20,0
29/04/2020,27,Tabasco,261,941,116,0
29/04/2020,28,Tamaulipas,259,308,18,0
29/04/2020,29,Tlaxcala,104,179,18,0
29/04/2020,30,Veracruz,401,514,42,0
29/04/2020,31,Yucatán,210,404,26,0
29/04/2020,32,Zacatecas,78,70,7,0
30/04/2020,1,Aguascalientes,256,205,6,0
30/04/2020,2,Baja California,688,1557,222,0
30/04/2020,3,Baja California Sur,90,308,16,0
30/04/2020,4,Campeche,28,93,18,0
30/04/2020,5,Coahuila,435,407,41,0
30/04/2020,6,Colima,22,27,3,0
30/04/2020,7,Chiapas,72,177,7,0
30/04/2020,8,Chihuahua,418,351,76,0
30/04/2020,9,Ciudad de México,4199,5209,409,0
30/04/2020,10,Durango,69,66,7,0
30/04/2020,11,Guanajuato,812,263,24,0
30/04/2020,12,Guerrero,158,281,47,0
30/04/2020,13,Hidalgo,104,261,28,0
30/04/2020,14,Jalisco,690,347,28,0
30/04/2020,15,México,3196,3130,169,0
30/04/2020,16,Michoacán,246,313,41,0
30/04/2020,17,Morelos,165,324,36,0
30/04/2020,18,Nayarit,55,93,12,0
30/04/2020,19,Nuevo León,570,334,16,0
30/04/2020,20,Oaxaca,96,138,19,0
30/04/2020,21,Puebla,402,639,86,0
30/04/2020,22,Querétaro,70,133,12,0
30/04/2020,23,Quintana Roo,208,788,114,0
30/04/2020,24,San Luis Potosí,123,108,7,0
30/04/2020,25,Sinaloa,643,865,139,0
30/04/2020,26,Sonora,194,215,20,0
30/04/2020,27,Tabasco,296,984,124,0
30/04/2020,28,Tamaulipas,346,315,18,0
30/04/2020,29,Tlaxcala,123,193,22,0
30/04/2020,30,Veracruz,432,575,52,0
30/04/2020,31,Yucatán,259,448,26,0
30/04/2020,32,Zacatecas,55,77,8,0
01/05/2020,1,Aguascalientes,264,224,7,0
01/05/2020,2,Baja California,812,1569,232,0
01/05/2020,3,Baja California Sur,69,322,18,0
01/05/2020,4,Campeche,24,100,18,0
01/05/2020,5,Coahuila,370,420,42,0
01/05/2020,6,Colima,19,28,3,0
01/05/2020,7,Chiapas,70,193,7,0
01/05/2020,8,Chihuahua,405,400,83,0
01/05/2020,9,Ciudad de México,4348,5548,418,0
01/05/2020,10,Durango,49,70,7,0
01/05/2020,11,Guanajuato,854,283,26,0
01/05/2020,12,Guerrero,150,316,49,0
01/05/2020,13,Hidalgo,116,282,33,0
01/05/2020,14,Jalisco,615,375,30,0
01/05/2020,15,México,3286,3422,185,0
01/05/2020,16,Michoacán,216,345,44,0
01/05/2020,17,Morelos,198,366,43,0
01/05/2020,18,Nayarit,69,96,12,0
01/05/2020,19,Nuevo León,558,366,17,0
01/05/2020,20,Oaxaca,97,147,20,0
