fecha,CVE,Estado,Sospechoso,Positivo,Fallecimientos,merge
22/07/2020,14,Jalisco,3842,11041,1310,0
22/07/2020,15,México,17976,47989,5899,0
22/07/2020,16,Michoacán,1942,8353,650,0
22/07/2020,17,Morelos,428,3713,794,0
22/07/2020,18,Nayarit,217,2940,303,0
22/07/2020,19,Nuevo León,5735,13217,794,0
22/07/2020,20,Oaxaca,994,9089,828,0
22/07/2020,21,Puebla,5174,16959,2071,0
22/07/2020,22,Querétaro,198,3086,429,0
22/07/2020,23,Quintana Roo,734,6503,844,0
22/07/2020,24,San Luis Potosí,3886,6464,340,0
22/07/2020,25,Sinaloa,1328,11811,1941,0
22/07/2020,26,Sonora,3759,15105,1581,0
22/07/2020,27,Tabasco,1395,18351,1691,0
22/07/2020,28,Tamaulipas,6054,12321,794,0
22/07/2020,29,Tlaxcala,985,3949,548,0
22/07/2020,30,Veracruz,3109,17610,2308,0
22/07/2020,31,Yucatán,800,7661,742,0
22/07/2020,32,Zacatecas,193,2004,181,0
23/07/2020,1,Aguascalientes,309,3620,224,0
23/07/2020,2,Baja California,1286,12533,2445,0
23/07/2020,3,Baja California Sur,524,3482,124,0
23/07/2020,4,Campeche,511,3845,406,0
23/07/2020,5,Coahuila,4194,10404,528,0
23/07/2020,6,Colima,375,1316,161,0
23/07/2020,7,Chiapas,558,5547,851,0
23/07/2020,8,Chihuahua,1937,4635,822,0
23/07/2020,9,Ciudad de México,14768,66444,8529,0
23/07/2020,10,Durango,1106,3536,252,0
23/07/2020,11,Guanajuato,3221,16270,814,0
23/07/2020,12,Guerrero,1159,9576,1279,0
23/07/2020,13,Hidalgo,465,5898,936,0
23/07/2020,14,Jalisco,3356,11473,1340,0
23/07/2020,15,México,18881,48592,5979,0
23/07/2020,16,Michoacán,1816,8600,654,0
23/07/2020,17,Morelos,419,3764,799,0
23/07/2020,18,Nayarit,263,3003,309,0
23/07/2020,19,Nuevo León,5760,13720,820,0
23/07/2020,20,Oaxaca,958,9337,839,0
23/07/2020,21,Puebla,4381,17797,2116,0
23/07/2020,22,Querétaro,194,3155,439,0
23/07/2020,23,Quintana Roo,900,6560,864,0
23/07/2020,24,San Luis Potosí,4235,6726,353,0
23/07/2020,25,Sinaloa,1408,11918,1970,0
23/07/2020,26,Sonora,3334,15611,1621,0
23/07/2020,27,Tabasco,1464,18747,1738,0
23/07/2020,28,Tamaulipas,6478,12437,814,0
23/07/2020,29,Tlaxcala,1128,4036,577,0
23/07/2020,30,Veracruz,3173,18065,2350,0
23/07/2020,31,Yucatán,802,7964,762,0
23/07/2020,32,Zacatecas,184,2101,186,0
24/07/2020,1,Aguascalientes,307,3692,231,0
24/07/2020,2,Baja California,1291,12655,2469,0
24/07/2020,3,Baja California Sur,587,3586,136,0
24/07/2020,4,Campeche,389,4039,419,0
24/07/2020,5,Coahuila,4351,10690,547,0
24/07/2020,6,Colima,325,1429,170,0
24/07/2020,7,Chiapas,484,5588,859,0
24/07/2020,8,Chihuahua,2119,4719,839,0
24/07/2020,9,Ciudad de México,14663,67597,8601,0
24/07/2020,10,Durango,1192,3592,256,0
24/07/2020,11,Guanajuato,3137,16902,835,0
24/07/2020,12,Guerrero,1220,9719,1289,0
24/07/2020,13,Hidalgo,588,5978,945,0
24/07/2020,14,Jalisco,3257,11753,1361,0
24/07/2020,15,México,19357,49086,6035,0
24/07/2020,16,Michoacán,2210,8665,659,0
24/07/2020,17,Morelos,437,3780,801,0
24/07/2020,18,Nayarit,271,3075,325,0
24/07/2020,19,Nuevo León,5775,14358,877,0
24/07/2020,20,Oaxaca,969,9514,847,0
24/07/2020,21,Puebla,4487,18019,2147,0
24/07/2020,22,Querétaro,189,3225,447,0
24/07/2020,23,Quintana Roo,775,6800,883,0
24/07/2020,24,San Luis Potosí,4496,6986,375,0
24/07/2020,25,Sinaloa,1481,12018,1991,0
24/07/2020,26,Sonora,3075,16034,1685,0
24/07/2020,27,Tabasco,1657,19036,1778,0
24/07/2020,28,Tamaulipas,6545,12833,842,0
24/07/2020,29,Tlaxcala,1102,4110,584,0
24/07/2020,30,Veracruz,3221,18463,2432,0
24/07/2020,31,Yucatán,821,8145,779,0
24/07/2020,32,Zacatecas,192,2199,195,0
25/07/2020,1,Aguascalientes,311,3763,243,0
25/07/2020,2,Baja California,1325,12822,2494,0
25/07/2020,3,Baja California Sur,716,3637,146,0
25/07/2020,4,Campeche,302,4159,429,0
25/07/2020,5,Coahuila,4455,10957,563,0
25/07/2020,6,Colima,269,1525,175,0
25/07/2020,7,Chiapas,542,5613,867,0
25/07/2020,8,Chihuahua,2146,4831,850,0
25/07/2020,9,Ciudad de México,15940,68220,8647,0
25/07/2020,10,Durango,1090,3695,260,0
25/07/2020,11,Guanajuato,3137,17543,851,0
25/07/2020,12,Guerrero,1344,9880,1306,0
25/07/2020,13,Hidalgo,591,6114,959,0
25/07/2020,14,Jalisco,3276,11904,1394,0
25/07/2020,15,México,19993,49557,6108,0
25/07/2020,16,Michoacán,2084,8867,672,0
25/07/2020,17,Morelos,395,3832,811,0
25/07/2020,18,Nayarit,301,3141,340,0
25/07/2020,19,Nuevo León,6260,14646,913,0
25/07/2020,20,Oaxaca,1002,9655,853,0
25/07/2020,21,Puebla,4473,18420,2197,0
25/07/2020,22,Querétaro,203,3272,450,0
25/07/2020,23,Quintana Roo,654,7021,905,0
25/07/2020,24,San Luis Potosí,4670,7279,386,0
25/07/2020,25,Sinaloa,1462,12170,2016,0
25/07/2020,26,Sonora,2966,16365,1733,0
25/07/2020,27,Tabasco,1863,19335,1816,0
25/07/2020,28,Tamaulipas,6099,13250,884,0
25/07/2020,29,Tlaxcala,1099,4185,610,0
25/07/2020,30,Veracruz,3513,18687,2489,0
25/07/2020,31,Yucatán,777,8406,800,0
25/07/2020,32,Zacatecas,175,2285,201,0
26/07/2020,1,Aguascalientes,268,3777,243,0
26/07/2020,2,Baja California,1235,12934,2515,0
26/07/2020,3,Baja California Sur,570,3768,147,0
26/07/2020,4,Campeche,235,4248,436,0
26/07/2020,5,Coahuila,3960,11328,572,0
26/07/2020,6,Colima,273,1572,181,0
26/07/2020,7,Chiapas,479,5646,867,0
26/07/2020,8,Chihuahua,2092,4858,850,0
26/07/2020,9,Ciudad de México,15156,68903,8693,0
26/07/2020,10,Durango,877,3778,264,0
26/07/2020,11,Guanajuato,2558,18058,857,0
26/07/2020,12,Guerrero,1450,9952,1314,0
26/07/2020,13,Hidalgo,478,6237,974,0
26/07/2020,14,Jalisco,3046,12121,1411,0
26/07/2020,15,México,19669,49894,6129,0
26/07/2020,16,Michoacán,1936,8976,675,0
26/07/2020,17,Morelos,379,3858,817,0
26/07/2020,18,Nayarit,268,3190,341,0
26/07/2020,19,Nuevo León,5998,15144,924,0
26/07/2020,20,Oaxaca,1006,9764,859,0
26/07/2020,21,Puebla,4345,18590,2205,0
26/07/2020,22,Querétaro,186,3317,451,0
26/07/2020,23,Quintana Roo,628,7115,913,0
26/07/2020,24,San Luis Potosí,4619,7588,400,0
26/07/2020,25,Sinaloa,1367,12285,2030,0
26/07/2020,26,Sonora,2905,16521,1745,0
26/07/2020,27,Tabasco,1922,19556,1832,0
26/07/2020,28,Tamaulipas,6234,13371,892,0
26/07/2020,29,Tlaxcala,1106,4215,613,0
26/07/2020,30,Veracruz,3384,18974,2512,0
26/07/2020,31,Yucatán,586,8626,811,0
26/07/2020,32,Zacatecas,182,2352,201,0
27/07/2020,1,Aguascalientes,299,3777,243,0
27/07/2020,2,Baja California,1097,13056,2537,0
27/07/2020,3,Baja California Sur,406,3908,147,0
27/07/2020,4,Campeche,239,4261,442,0
27/07/2020,5,Coahuila,3807,11487,581,0
27/07/2020,6,Colima,271,1605,183,0
27/07/2020,7,Chiapas,460,5672,872,0
27/07/2020,8,Chihuahua,2134,4859,852,0
27/07/2020,9,Ciudad de México,14764,69298,8731,0
27/07/2020,10,Durango,882,3800,264,0
27/07/2020,11,Guanajuato,2258,18463,863,0
27/07/2020,12,Guerrero,1446,10074,1330,0
27/07/2020,13,Hidalgo,465,6308,984,0
27/07/2020,14,Jalisco,2922,12235,1429,0
27/07/2020,15,México,19815,50113,6145,0
27/07/2020,16,Michoacán,1774,9093,685,0
27/07/2020,17,Morelos,373,3875,818,0
27/07/2020,18,Nayarit,262,3219,347,0
27/07/2020,19,Nuevo León,5742,15513,927,0
27/07/2020,20,Oaxaca,873,9928,862,0
27/07/2020,21,Puebla,4143,18831,2249,0
27/07/2020,22,Querétaro,134,3370,455,0
27/07/2020,23,Quintana Roo,586,7219,923,0
27/07/2020,24,San Luis Potosí,4355,7924,405,0
27/07/2020,25,Sinaloa,1390,12338,2048,0
27/07/2020,26,Sonora,2871,16617,1759,0
27/07/2020,27,Tabasco,1618,19981,1862,0
27/07/2020,28,Tamaulipas,5829,13712,901,0
27/07/2020,29,Tlaxcala,1028,4283,621,0
27/07/2020,30,Veracruz,2981,19535,2525,0
27/07/2020,31,Yucatán,563,8753,824,0
27/07/2020,32,Zacatecas,199,2382,202,0
28/07/2020,1,Aguascalientes,272,3883,247,0
28/07/2020,2,Baja California,1226,13150,2564,0
28/07/2020,3,Baja California Sur,573,3980,154,0
28/07/2020,4,Campeche,311,4267,457,0
28/07/2020,5,Coahuila,3499,11842,593,0
28/07/2020,6,Colima,298,1649,194,0
28/07/2020,7,Chiapas,423,5692,887,0
28/07/2020,8,Chihuahua,2213,5019,865,0
28/07/2020,9,Ciudad de México,13874,70612,8789,0
28/07/2020,10,Durango,1074,3840,266,0
28/07/2020,11,Guanajuato,2387,19110,915,0
28/07/2020,12,Guerrero,1417,10302,1353,0
28/07/2020,13,Hidalgo,428,6467,1003,0
28/07/2020,14,Jalisco,3005,12471,1465,0
28/07/2020,15,México,20074,50911,6222,0
28/07/2020,16,Michoacán,2034,9195,695,0
28/07/2020,17,Morelos,366,3926,827,0
28/07/2020,18,Nayarit,250,3294,356,0
28/07/2020,19,Nuevo León,5902,15653,966,0
28/07/2020,20,Oaxaca,839,10061,894,0
28/07/2020,21,Puebla,4505,19017,2294,0
28/07/2020,22,Querétaro,201,3412,463,0
28/07/2020,23,Quintana Roo,783,7271,939,0
28/07/2020,24,San Luis Potosí,4392,8294,420,0
28/07/2020,25,Sinaloa,1445,12441,2077,0
28/07/2020,26,Sonora,2806,16893,1820,0
28/07/2020,27,Tabasco,1782,20296,1884,0
28/07/2020,28,Tamaulipas,5965,14030,936,0
28/07/2020,29,Tlaxcala,1301,4347,646,0
28/07/2020,30,Veracruz,2945,20009,2625,0
28/07/2020,31,Yucatán,646,8941,837,0
28/07/2020,32,Zacatecas,302,2422,218,0
29/07/2020,1,Aguascalientes,444,3927,247,0
29/07/2020,2,Baja California,1241,13223,2572,0
29/07/2020,3,Baja California Sur,635,4051,157,0
29/07/2020,4,Campeche,261,4376,463,0
29/07/2020,5,Coahuila,3446,12090,594,0
29/07/2020,6,Colima,323,1682,195,0
29/07/2020,7,Chiapas,265,5710,890,0
29/07/2020,8,Chihuahua,2324,5061,872,0
29/07/2020,9,Ciudad de México,14522,71296,8828,0
29/07/2020,10,Durango,1155,3869,272,0
29/07/2020,11,Guanajuato,2558,19648,923,0
29/07/2020,12,Guerrero,1559,10398,1361,0
29/07/2020,13,Hidalgo,476,6544,1008,0
29/07/2020,14,Jalisco,3125,12568,1478,0
29/07/2020,15,México,20254,51555,6264,0
29/07/2020,16,Michoacán,2334,9329,710,0
29/07/2020,17,Morelos,403,3951,834,0
29/07/2020,18,Nayarit,246,3329,371,0
29/07/2020,19,Nuevo León,5620,16056,982,0
29/07/2020,20,Oaxaca,932,10158,899,0
29/07/2020,21,Puebla,4614,19232,2336,0
29/07/2020,22,Querétaro,205,3457,462,0
29/07/2020,23,Quintana Roo,739,7406,956,0
29/07/2020,24,San Luis Potosí,4303,8655,429,0
29/07/2020,25,Sinaloa,1622,12463,2103,0
29/07/2020,26,Sonora,2505,17259,1879,0
29/07/2020,27,Tabasco,2018,20615,1927,0
29/07/2020,28,Tamaulipas,6169,14365,953,0
29/07/2020,29,Tlaxcala,1538,4352,654,0
29/07/2020,30,Veracruz,2968,20264,2665,0
29/07/2020,31,Yucatán,846,9090,840,0
29/07/2020,32,Zacatecas,328,2470,232,0
30/07/2020,1,Aguascalientes,575,3983,253,0
30/07/2020,2,Baja California,1296,13304,2581,0
30/07/2020,3,Baja California Sur,512,4237,169,0
30/07/2020,4,Campeche,251,4448,469,0
30/07/2020,5,Coahuila,3484,12318,602,0
30/07/2020,6,Colima,296,1748,200,0
30/07/2020,7,Chiapas,295,5720,893,0
30/07/2020,8,Chihuahua,2425,5137,880,0
30/07/2020,9,Ciudad de México,15163,72343,8870,0
30/07/2020,10,Durango,1223,3957,273,0
30/07/2020,11,Guanajuato,2632,20155,948,0
30/07/2020,12,Guerrero,1511,10654,1370,0
30/07/2020,13,Hidalgo,434,6688,1033,0
30/07/2020,14,Jalisco,3269,12819,1502,0
30/07/2020,15,México,20397,52183,6316,0
30/07/2020,16,Michoacán,2325,9521,723,0
30/07/2020,17,Morelos,354,3995,834,0
30/07/2020,18,Nayarit,271,3367,383,0
30/07/2020,19,Nuevo León,5669,16441,1028,0
30/07/2020,20,Oaxaca,927,10336,916,0
30/07/2020,21,Puebla,4616,19573,2377,0
30/07/2020,22,Querétaro,191,3567,471,0
30/07/2020,23,Quintana Roo,769,7545,976,0
30/07/2020,24,San Luis Potosí,4338,8951,452,0
30/07/2020,25,Sinaloa,1697,12519,2159,0
30/07/2020,26,Sonora,2487,17464,1911,0
30/07/2020,27,Tabasco,2101,20930,1955,0
30/07/2020,28,Tamaulipas,5837,15142,980,0
30/07/2020,29,Tlaxcala,1306,4482,671,0
30/07/2020,30,Veracruz,2996,20605,2706,0
30/07/2020,31,Yucatán,681,9438,857,0
30/07/2020,32,Zacatecas,254,2609,237,0
31/07/2020,1,Aguascalientes,460,4028,260,0
31/07/2020,2,Baja California,1326,13390,2604,0
31/07/2020,3,Baja California Sur,685,4305,174,0
31/07/2020,4,Campeche,285,4480,482,0
31/07/2020,5,Coahuila,3417,12749,622,0
31/07/2020,6,Colima,304,1802,206,0
31/07/2020,7,Chiapas,303,5747,898,0
31/07/2020,8,Chihuahua,2441,5236,888,0
31/07/2020,9,Ciudad de México,14957,73454,8920,0
31/07/2020,10,Durango,1262,4039,276,0
31/07/2020,11,Guanajuato,2435,20770,971,0
31/07/2020,12,Guerrero,1513,10886,1380,0
31/07/2020,13,Hidalgo,532,6749,1059,0
31/07/2020,14,Jalisco,3278,13061,1524,0
31/07/2020,15,México,20703,52700,6379,0
31/07/2020,16,Michoacán,2345,9759,755,0
31/07/2020,17,Morelos,388,4021,838,0
31/07/2020,18,Nayarit,275,3445,387,0
31/07/2020,19,Nuevo León,5172,17138,1066,0
31/07/2020,20,Oaxaca,914,10515,934,0
31/07/2020,21,Puebla,4573,20026,2443,0
31/07/2020,22,Querétaro,248,3606,476,0
31/07/2020,23,Quintana Roo,763,7693,989,0
31/07/2020,24,San Luis Potosí,4318,9316,466,0
31/07/2020,25,Sinaloa,1704,12685,2191,0
31/07/2020,26,Sonora,2668,17545,1951,0
31/07/2020,27,Tabasco,2155,21301,1987,0
31/07/2020,28,Tamaulipas,4825,16489,1013,0
31/07/2020,29,Tlaxcala,1325,4552,673,0
31/07/2020,30,Veracruz,3186,20852,2755,0
31/07/2020,31,Yucatán,910,9630,873,0
31/07/2020,32,Zacatecas,352,2668,243,0
